record_id,timestamp,plant_id,store_id,sku,qty_in,qty_out,balance_before,balance_after,movement_type,reason_code,expiry_date,route_id,qty out 
INV_507070,2025-05-15 06:10:16,Shepperton_Plant,,High Energy Brown,838,0,20562,21400,production,Dispatch to Store,2025-05-20,,0
INV_506551,2025-07-09 17:18:30,Willowvale_Plant,,Wholegrain Brown,12,0,42079,42091,stock_adjustment,Manual Correction,2025-07-14,,0
INV_516638,2025-04-16 18:20:48,Shepperton_Plant,,Whole Wheat,581,0,58118,58699,production,Return from Store,2025-04-22,,0
INV_504101,2025-02-24 13:13:19,Shepperton_Plant,,High Energy Brown,0,103,6303,6200,waste,Return from Store,2025-03-01,,103
INV_506351,2025-05-18 20:18:30,,STORE_049,Wholegrain Brown,75,0,0,75,return_from_store,Sale,2025-05-23,,0
INV_510936,2025-04-13 23:31:55,,STORE_013,Soft White,0,263,-410,-673,store_sale,Shrinkage,2025-04-18,,263
INV_510097,2025-03-21 10:37:39,,STORE_085,Seed Loaf,0,153,254,101,store_sale,Production,2025-03-27,,153
INV_511478,2025-07-15 10:06:10,Shepperton_Plant,,Family Loaf,0,31,76861,76830,stock_adjustment,Return from Store,2025-07-22,,31
INV_510041,2025-07-02 23:52:24,Shepperton_Plant,,High Energy White,0,32,17291,17259,stock_adjustment,Expired Waste,2025-07-07,,32
INV_516688,2025-01-26 01:35:42,Willowvale_Plant,,Whole Wheat,0,12,41983,41971,waste,Dispatch to Store,2025-02-01,,12
INV_502074,2025-03-03 10:56:32,Willowvale_Plant,,Wholegrain Brown,617,0,6730,7347,production,Shrinkage,2025-03-08,,0
INV_508010,2025-06-08 03:50:33,Shepperton_Plant,,Family Loaf,0,873,34509,33636,dispatch,Sale,2025-06-15,RT_021,873
INV_512849,2025-05-23 01:44:35,Shepperton_Plant,,High Energy White,0,320,23727,23407,dispatch,Dispatch to Store,2025-05-28,RT_011,320
INV_510336,2025-04-30 07:48:25,Shepperton_Plant,,Wholegrain Brown,48,0,32392,32440,stock_adjustment,Sale,2025-05-05,,0
INV_500474,2025-02-21 05:30:19,,STORE_132,High Energy Brown,63,0,0,63,return_from_store,Return from Store,2025-02-26,,0
INV_503290,2025-03-13 06:12:18,Willowvale_Plant,,Soft White,22,0,19824,19846,stock_adjustment,Return from Store,2025-03-18,,0
INV_501853,2025-03-03 12:52:21,,STORE_089,High Energy White,0,250,0,-250,store_sale,Manual Correction,2025-03-08,,250
INV_500914,2025-01-24 04:12:04,,STORE_076,Soft White,93,0,0,93,return_from_store,Expired Waste,2025-01-29,,0
INV_512193,2025-04-02 05:37:18,Shepperton_Plant,,Whole Wheat,0,9,50995,50986,stock_adjustment,Sale,2025-04-08,,9
INV_514885,2025-06-29 03:24:08,,STORE_074,High Energy Brown,64,0,-293,-229,return_from_store,Shrinkage,2025-07-04,,0
INV_509056,2025-07-23 02:26:58,,STORE_053,High Energy White,84,0,133,217,return_from_store,Return from Store,2025-07-28,,0
INV_504294,2025-07-30 16:46:53,,STORE_130,Soft White,54,0,66,120,return_from_store,Sale,2025-08-04,,0
INV_517034,2025-02-02 12:22:35,Shepperton_Plant,,High Energy White,1473,0,48162,49635,production,Manual Correction,2025-02-07,,0
INV_509597,2025-06-24 10:16:07,Shepperton_Plant,,High Energy Brown,1960,0,32157,34117,production,Sale,2025-06-29,,0
INV_503623,2025-02-04 06:28:03,Shepperton_Plant,,Wholegrain Brown,0,149,16931,16782,waste,Sale,2025-02-09,,149
INV_516877,2025-05-24 10:07:31,Shepperton_Plant,,Soft White,0,1493,25222,23729,dispatch,Production,2025-05-29,RT_051,1493
INV_506874,2025-03-16 01:50:31,,STORE_118,Soft White,108,0,-267,-159,return_from_store,Sale,2025-03-21,,0
INV_517982,2025-07-10 01:08:36,,STORE_039,Family Loaf,41,0,-388,-347,return_from_store,Dispatch to Store,2025-07-17,,0
INV_507157,2025-01-31 09:43:34,Shepperton_Plant,,Whole Wheat,33,0,33197,33230,stock_adjustment,Sale,2025-02-06,,0
INV_516800,2025-03-15 08:09:15,Shepperton_Plant,,Soft White,0,12,21982,21970,stock_adjustment,Manual Correction,2025-03-20,,12
INV_512560,2025-02-10 07:42:45,Shepperton_Plant,,Soft White,0,197,26053,25856,waste,Expired Waste,2025-02-15,,197
INV_502760,2025-02-02 10:10:45,Willowvale_Plant,,Seed Loaf,1450,0,9195,10645,production,Production,2025-02-08,,0
INV_507772,2025-07-23 15:10:25,Shepperton_Plant,,High Energy White,0,1329,25646,24317,dispatch,Dispatch to Store,2025-07-28,RT_009,1329
INV_514477,2025-04-14 15:33:36,,STORE_120,High Energy Brown,105,0,-561,-456,return_from_store,Return from Store,2025-04-19,,0
INV_503274,2025-01-29 14:59:59,Shepperton_Plant,,High Energy White,1544,0,9695,11239,production,Sale,2025-02-03,,0
INV_514468,2025-07-14 01:53:44,Willowvale_Plant,,Soft White,0,153,67762,67609,waste,Shrinkage,2025-07-19,,153
INV_513614,2025-05-29 23:53:31,Willowvale_Plant,,Family Loaf,0,91,31850,31759,waste,Production,2025-06-05,,91
INV_503387,2025-01-04 01:23:57,Shepperton_Plant,,High Energy Brown,1356,0,352,1708,production,Expired Waste,2025-01-09,,0
INV_507728,2025-01-19 12:46:47,Shepperton_Plant,,Seed Loaf,1707,0,23344,25051,production,Damaged,2025-01-25,,0
INV_504519,2025-05-05 11:36:37,,STORE_149,Whole Wheat,78,0,-144,-66,return_from_store,Dispatch to Store,2025-05-11,,0
INV_509039,2025-07-05 04:15:46,Willowvale_Plant,,High Energy White,42,0,28210,28252,stock_adjustment,Sale,2025-07-10,,0
INV_506193,2025-05-29 07:38:39,,STORE_195,High Energy Brown,26,0,-263,-237,return_from_store,Return from Store,2025-06-03,,0
INV_506725,2025-03-14 00:00:00,Willowvale_Plant,,Family Loaf,0,11,1373,1362,stock_adjustment,Production,2025-04-28,,11
INV_507700,2025-01-24 01:33:54,,STORE_094,Family Loaf,102,0,-158,-56,return_from_store,Expired Waste,2025-01-31,,0
INV_510413,2025-02-18 11:13:06,,STORE_035,Whole Wheat,89,0,53,142,return_from_store,Production,2025-02-24,,0
INV_511244,2025-07-11 01:10:21,,STORE_056,High Energy White,107,0,-201,-94,return_from_store,Damaged,2025-07-16,,0
INV_514553,2025-05-05 07:28:23,Shepperton_Plant,,Soft White,0,484,27733,27249,dispatch,Manual Correction,2025-05-10,RT_051,484
INV_507326,2025-06-21 15:18:41,Willowvale_Plant,,Seed Loaf,0,13,-1692,-1705,stock_adjustment,Sale,2025-06-27,,13
INV_511211,2025-06-27 03:52:36,Shepperton_Plant,,High Energy Brown,0,74,46121,46047,waste,Return from Store,2025-07-02,,74
INV_513126,2025-03-15 13:44:47,,STORE_124,Wholegrain Brown,0,143,75,-68,store_sale,Sale,2025-03-20,,143
INV_513627,2025-05-21 12:14:27,Willowvale_Plant,,Seed Loaf,0,169,23231,23062,waste,Damaged,2025-05-27,,169
INV_501383,2025-01-29 06:24:26,Willowvale_Plant,,Whole Wheat,0,771,-1212,-1983,dispatch,Dispatch to Store,2025-02-04,RT_042,771
INV_503686,2025-05-13 03:59:23,,STORE_058,Family Loaf,10,0,0,10,return_from_store,Sale,2025-05-20,,0
INV_509538,2025-06-19 22:19:43,Shepperton_Plant,,Soft White,12,0,27144,27156,stock_adjustment,Return from Store,2025-06-24,,0
INV_504007,2025-03-31 19:18:00,,STORE_035,Wholegrain Brown,0,245,167,-78,store_sale,Shrinkage,2025-04-05,,245
INV_507553,2025-05-06 13:25:38,Shepperton_Plant,,Whole Wheat,1933,0,33979,35912,production,Sale,2025-05-12,,0
INV_501748,2025-02-21 06:11:30,,STORE_106,High Energy Brown,0,278,0,-278,store_sale,Shrinkage,2025-02-26,,278
INV_503418,2025-06-16 07:39:12,Willowvale_Plant,,Wholegrain Brown,1861,0,21874,23735,production,Production,2025-06-21,,0
INV_512331,2025-07-26 11:59:43,Willowvale_Plant,,Family Loaf,801,0,23022,23823,production,Manual Correction,2025-08-02,,0
INV_506173,2025-01-16 09:32:43,Shepperton_Plant,,High Energy Brown,671,0,20688,21359,production,Shrinkage,2025-01-21,,0
INV_501213,2025-02-27 22:16:38,Shepperton_Plant,,Whole Wheat,0,126,-5016,-5142,waste,Shrinkage,2025-03-05,,126
INV_501122,2025-05-22 02:23:57,Shepperton_Plant,,High Energy Brown,0,106,3554,3448,waste,Damaged,2025-05-27,,106
INV_509845,2025-01-26 05:35:22,Willowvale_Plant,,Soft White,1455,0,59177,60632,production,Production,2025-01-31,,0
INV_503101,2025-06-29 22:45:46,,STORE_009,Seed Loaf,0,83,0,-83,store_sale,Sale,2025-07-05,,83
INV_506656,2025-06-21 09:32:36,,STORE_017,High Energy Brown,0,229,-55,-284,store_sale,Sale,2025-06-26,,229
INV_500084,2025-02-22 14:39:43,,STORE_187,High Energy White,110,0,0,110,return_from_store,Shrinkage,2025-02-27,,0
INV_501226,2025-07-13 14:32:36,Shepperton_Plant,,Whole Wheat,1913,0,-5142,-3229,production,Damaged,2025-07-19,,0
INV_506936,2025-02-10 07:06:31,Willowvale_Plant,,Seed Loaf,12,0,-491,-479,stock_adjustment,Manual Correction,2025-02-16,,0
INV_510285,2025-01-16 10:15:07,Willowvale_Plant,,Wholegrain Brown,0,22,63314,63292,stock_adjustment,Expired Waste,2025-01-21,,22
INV_517802,2025-06-28 19:07:37,,STORE_039,High Energy Brown,81,0,-920,-839,return_from_store,Return from Store,2025-07-03,,0
INV_506647,2025-05-30 02:54:45,,STORE_196,High Energy Brown,29,0,-91,-62,return_from_store,Return from Store,2025-06-04,,0
INV_509933,2025-04-26 10:07:08,Shepperton_Plant,,Seed Loaf,0,30,26287,26257,waste,Shrinkage,2025-05-02,,30
INV_508939,2025-04-13 18:42:01,,STORE_111,High Energy Brown,0,168,-84,-252,store_sale,Shrinkage,2025-04-18,,168
INV_503099,2025-03-23 23:40:10,Willowvale_Plant,,High Energy Brown,32,0,14193,14225,stock_adjustment,Shrinkage,2025-03-28,,0
INV_506812,2025-03-25 04:41:46,Shepperton_Plant,,Seed Loaf,1057,0,18041,19098,production,Return from Store,2025-03-31,,0
INV_517993,2025-02-27 22:56:33,,STORE_092,Seed Loaf,0,254,-127,-381,store_sale,Production,2025-03-05,,254
INV_509459,2025-05-01 07:32:06,Shepperton_Plant,,High Energy Brown,719,0,30375,31094,production,Production,2025-05-06,,0
INV_511602,2025-01-27 01:07:57,Willowvale_Plant,,Wholegrain Brown,749,0,69051,69800,production,Return from Store,2025-02-01,,0
INV_509305,2025-05-11 06:41:40,Willowvale_Plant,,High Energy White,634,0,28822,29456,production,Damaged,2025-05-16,,0
INV_503788,2025-02-27 14:04:27,Willowvale_Plant,,High Energy White,0,47,16437,16390,stock_adjustment,Damaged,2025-03-04,,47
INV_508211,2025-07-25 06:28:37,,STORE_011,Soft White,110,0,-958,-848,return_from_store,Expired Waste,2025-07-30,,0
INV_501604,2025-03-19 10:05:42,Willowvale_Plant,,Seed Loaf,0,87,-326,-413,waste,Manual Correction,2025-03-25,,87
INV_516513,2025-05-21 16:30:01,Shepperton_Plant,,Family Loaf,0,545,104981,104436,dispatch,Return from Store,2025-05-28,RT_021,545
INV_511549,2025-06-05 08:29:37,,STORE_071,Whole Wheat,0,215,37,-178,store_sale,Sale,2025-06-11,,215
INV_504347,2025-01-04 07:53:55,,STORE_006,Soft White,0,154,0,-154,store_sale,Expired Waste,2025-01-09,,154
INV_517359,2025-06-30 22:04:49,Shepperton_Plant,,Seed Loaf,46,0,38079,38125,stock_adjustment,Dispatch to Store,2025-07-06,,0
INV_506454,2025-05-07 12:01:31,Willowvale_Plant,,Family Loaf,0,1462,2451,989,dispatch,Shrinkage,2025-05-14,RT_053,1462
INV_500176,2025-01-20 05:38:29,Shepperton_Plant,,High Energy White,0,33,1020,987,waste,Expired Waste,2025-01-25,,33
INV_503570,2025-05-12 03:36:23,Shepperton_Plant,,High Energy Brown,0,1341,3799,2458,dispatch,Dispatch to Store,2025-05-17,RT_031,1341
INV_502358,2025-07-03 11:01:12,Shepperton_Plant,,High Energy Brown,1716,0,3995,5711,production,Shrinkage,2025-07-08,,0
INV_506220,2025-07-16 22:54:23,,STORE_145,Wholegrain Brown,0,237,0,-237,store_sale,Sale,2025-07-21,,237
INV_502231,2025-01-25 05:08:21,Shepperton_Plant,,Soft White,0,346,1404,1058,dispatch,Manual Correction,2025-01-30,RT_035,346
INV_515103,2025-07-23 03:39:04,Willowvale_Plant,,Seed Loaf,0,175,44315,44140,waste,Production,2025-07-29,,175
INV_514712,2025-05-27 18:25:24,,STORE_075,Whole Wheat,18,0,-532,-514,return_from_store,Return from Store,2025-06-02,,0
INV_506133,2025-05-02 08:16:46,,STORE_023,Soft White,0,190,0,-190,store_sale,Dispatch to Store,2025-05-07,,190
INV_511076,2025-03-03 20:34:51,,STORE_163,Family Loaf,0,197,178,-19,store_sale,Production,2025-03-10,,197
INV_503053,2025-01-12 09:22:36,Shepperton_Plant,,Soft White,1339,0,7018,8357,production,Sale,2025-01-17,,0
INV_504089,2025-07-24 01:45:57,Willowvale_Plant,,Soft White,0,1039,24173,23134,dispatch,Shrinkage,2025-07-29,RT_066,1039
INV_510418,2025-02-13 02:22:40,Shepperton_Plant,,High Energy Brown,38,0,42648,42686,stock_adjustment,Shrinkage,2025-02-18,,0
INV_513419,2025-05-04 17:14:28,Willowvale_Plant,,High Energy Brown,0,19,64262,64243,waste,Sale,2025-05-09,,19
INV_502414,2025-01-09 08:17:17,,STORE_179,Wholegrain Brown,112,0,-174,-62,return_from_store,Dispatch to Store,2025-01-14,,0
INV_501430,2025-04-06 21:22:40,Shepperton_Plant,,High Energy Brown,0,384,3104,2720,dispatch,Shrinkage,2025-04-11,RT_074,384
INV_501512,2025-02-25 10:44:51,Shepperton_Plant,,Whole Wheat,0,360,-3346,-3706,dispatch,Dispatch to Store,2025-03-03,RT_007,360
INV_510537,2025-02-06 14:27:46,Willowvale_Plant,,High Energy White,1433,0,34504,35937,production,Shrinkage,2025-02-11,,0
INV_508139,2025-04-19 10:58:27,Willowvale_Plant,,Whole Wheat,0,191,-6447,-6638,waste,Manual Correction,2025-04-25,,191
INV_508496,2025-04-27 02:16:21,Willowvale_Plant,,Seed Loaf,0,1150,10170,9020,dispatch,Expired Waste,2025-05-03,RT_024,1150
INV_503609,2025-07-30 02:27:41,Shepperton_Plant,,Wholegrain Brown,28,0,16903,16931,stock_adjustment,Damaged,2025-08-04,,0
INV_507277,2025-04-21 09:38:55,,STORE_156,Soft White,0,259,-206,-465,store_sale,Manual Correction,2025-04-26,,259
INV_514393,2025-02-25 07:31:14,Willowvale_Plant,,Wholegrain Brown,1230,0,74599,75829,production,Dispatch to Store,2025-03-02,,0
INV_516941,2025-06-04 19:04:48,Willowvale_Plant,,High Energy White,0,135,53840,53705,waste,Production,2025-06-09,,135
INV_514044,2025-03-16 01:32:57,Shepperton_Plant,,Family Loaf,37,0,89162,89199,stock_adjustment,Sale,2025-03-23,,0
INV_517267,2025-07-15 07:30:23,Willowvale_Plant,,Family Loaf,34,0,47204,47238,stock_adjustment,Manual Correction,2025-07-22,,0
INV_503221,2025-06-23 07:45:28,,STORE_121,Family Loaf,79,0,-281,-202,return_from_store,Production,2025-06-30,,0
INV_510493,2025-02-23 10:41:03,Shepperton_Plant,,Whole Wheat,0,574,41152,40578,dispatch,Manual Correction,2025-03-01,RT_003,574
INV_517110,2025-06-28 17:03:12,Willowvale_Plant,,Seed Loaf,1300,0,38046,39346,production,Sale,2025-07-04,,0
INV_502894,2025-07-17 11:40:38,Shepperton_Plant,,Whole Wheat,0,132,6008,5876,waste,Return from Store,2025-07-23,,132
INV_512831,2025-06-17 01:19:14,,STORE_027,Wholegrain Brown,0,116,41,-75,store_sale,Sale,2025-06-22,,116
INV_513571,2025-01-18 08:08:31,Willowvale_Plant,,Wholegrain Brown,44,0,71214,71258,stock_adjustment,Sale,2025-01-23,,0
INV_502404,2025-01-22 20:40:06,,STORE_177,Seed Loaf,35,0,0,35,return_from_store,Dispatch to Store,2025-01-28,,0
INV_502771,2025-03-22 15:52:09,Willowvale_Plant,,Family Loaf,0,50,7662,7612,waste,Expired Waste,2025-03-29,,50
INV_509390,2025-06-25 10:52:08,,STORE_019,High Energy White,90,0,0,90,return_from_store,Manual Correction,2025-06-30,,0
INV_503589,2025-04-12 04:47:42,Willowvale_Plant,,Whole Wheat,1003,0,-12314,-11311,production,Manual Correction,2025-04-18,,0
INV_516772,2025-06-03 19:10:27,Willowvale_Plant,,Wholegrain Brown,0,371,79370,78999,dispatch,Return from Store,2025-06-08,RT_014,371
INV_503369,2025-05-24 07:43:48,,STORE_037,High Energy Brown,12,0,23,35,return_from_store,Expired Waste,2025-05-29,,0
INV_501297,2025-07-22 09:27:58,Shepperton_Plant,,Soft White,0,130,-1958,-2088,waste,Dispatch to Store,2025-07-27,,130
INV_513375,2025-06-25 17:28:41,Willowvale_Plant,,Seed Loaf,1644,0,22525,24169,production,Return from Store,2025-07-01,,0
INV_504884,2025-04-06 10:44:33,,STORE_031,Seed Loaf,72,0,-151,-79,return_from_store,Dispatch to Store,2025-04-12,,0
INV_500553,2025-02-18 05:21:40,Shepperton_Plant,,Soft White,0,1190,8,-1182,dispatch,Damaged,2025-02-23,RT_054,1190
INV_509858,2025-01-24 10:24:36,Willowvale_Plant,,High Energy Brown,975,0,48924,49899,production,Expired Waste,2025-01-29,,0
INV_506427,2025-05-02 21:55:59,Willowvale_Plant,,High Energy Brown,19,0,23425,23444,stock_adjustment,Return from Store,2025-05-07,,0
INV_514615,2025-07-09 09:41:13,Willowvale_Plant,,Soft White,0,506,65117,64611,dispatch,Sale,2025-07-14,RT_066,506
INV_504721,2025-07-13 14:23:10,Willowvale_Plant,,High Energy White,503,0,16341,16844,production,Expired Waste,2025-07-18,,0
INV_508550,2025-07-10 00:37:42,,STORE_102,Family Loaf,19,0,-261,-242,return_from_store,Expired Waste,2025-07-17,,0
INV_515972,2025-04-05 09:46:16,,STORE_018,High Energy Brown,112,0,-139,-27,return_from_store,Expired Waste,2025-04-10,,0
INV_511392,2025-06-21 07:28:30,,STORE_026,Family Loaf,0,97,117,20,store_sale,Damaged,2025-06-28,,97
INV_507473,2025-02-05 14:46:35,Willowvale_Plant,,Whole Wheat,1131,0,-6556,-5425,production,Dispatch to Store,2025-02-11,,0
INV_511232,2025-04-15 21:06:08,,STORE_080,Wholegrain Brown,0,119,0,-119,store_sale,Dispatch to Store,2025-04-20,,119
INV_511662,2025-04-19 05:01:53,,STORE_112,Family Loaf,53,0,-251,-198,return_from_store,Dispatch to Store,2025-04-26,,0
INV_504105,2025-07-23 08:25:46,Willowvale_Plant,,High Energy White,0,663,17179,16516,dispatch,Production,2025-07-28,RT_072,663
INV_500434,2025-07-29 20:52:27,Willowvale_Plant,,High Energy White,0,144,2748,2604,waste,Manual Correction,2025-08-03,,144
INV_507784,2025-03-29 10:55:42,,STORE_150,High Energy White,0,88,-578,-666,store_sale,Dispatch to Store,2025-04-03,,88
INV_515279,2025-01-06 21:12:57,,STORE_078,Wholegrain Brown,110,0,-43,67,return_from_store,Manual Correction,2025-01-11,,0
INV_508786,2025-05-17 07:24:17,Shepperton_Plant,,Family Loaf,1473,0,52806,54279,production,Damaged,2025-05-24,,0
INV_507803,2025-07-02 23:01:44,Shepperton_Plant,,High Energy Brown,0,15,21465,21450,stock_adjustment,Damaged,2025-07-07,,15
INV_515221,2025-01-21 23:22:26,Shepperton_Plant,,Whole Wheat,996,0,68605,69601,production,Sale,2025-01-27,,0
INV_504170,2025-02-03 15:21:32,,STORE_069,Seed Loaf,98,0,0,98,return_from_store,Production,2025-02-09,,0
INV_511428,2025-06-25 15:26:00,,STORE_121,Family Loaf,0,144,-812,-956,store_sale,Dispatch to Store,2025-07-02,,144
INV_502203,2025-02-07 04:28:03,,STORE_010,Seed Loaf,47,0,0,47,return_from_store,Production,2025-02-13,,0
INV_503445,2025-04-27 02:45:15,,STORE_107,Family Loaf,69,0,-89,-20,return_from_store,Expired Waste,2025-05-04,,0
INV_506753,2025-02-24 15:23:25,Shepperton_Plant,,Whole Wheat,1683,0,28817,30500,production,Production,2025-03-02,,0
INV_507063,2025-02-19 16:52:09,Shepperton_Plant,,High Energy Brown,815,0,19747,20562,production,Shrinkage,2025-02-24,,0
INV_501333,2025-07-27 15:39:26,,STORE_019,High Energy Brown,0,120,0,-120,store_sale,Sale,2025-08-01,,120
INV_504024,2025-07-10 12:37:55,,STORE_168,High Energy White,0,144,-460,-604,store_sale,Damaged,2025-07-15,,144
INV_500509,2025-01-17 20:08:28,,STORE_185,Soft White,70,0,0,70,return_from_store,Shrinkage,2025-01-22,,0
INV_503410,2025-07-16 17:52:48,Willowvale_Plant,,Soft White,863,0,20307,21170,production,Sale,2025-07-21,,0
INV_506735,2025-01-05 14:47:05,Shepperton_Plant,,Whole Wheat,0,173,28990,28817,waste,Manual Correction,2025-01-11,,173
INV_507302,2025-01-14 02:47:23,,STORE_091,Family Loaf,0,269,-410,-679,store_sale,Return from Store,2025-01-21,,269
INV_503934,2025-02-14 05:21:28,Willowvale_Plant,,Wholegrain Brown,1568,0,21939,23507,production,Expired Waste,2025-02-19,,0
INV_501533,2025-03-17 03:17:58,Willowvale_Plant,,Wholegrain Brown,1663,0,3289,4952,production,Manual Correction,2025-03-22,,0
INV_514610,2025-06-02 17:05:50,Willowvale_Plant,,Seed Loaf,1068,0,31183,32251,production,Production,2025-06-08,,0
INV_503578,2025-01-17 06:35:50,Shepperton_Plant,,Soft White,45,0,21609,21654,stock_adjustment,Dispatch to Store,2025-01-22,,0
INV_511793,2025-05-28 06:39:40,,STORE_147,Seed Loaf,82,0,112,194,return_from_store,Expired Waste,2025-06-03,,0
INV_513492,2025-07-18 12:54:06,,STORE_181,High Energy Brown,0,255,0,-255,store_sale,Manual Correction,2025-07-23,,255
INV_513068,2025-03-25 09:16:03,Willowvale_Plant,,High Energy Brown,0,1117,64705,63588,dispatch,Manual Correction,2025-03-30,RT_012,1117
INV_506535,2025-01-08 01:57:48,Shepperton_Plant,,Family Loaf,812,0,15601,16413,production,Damaged,2025-01-15,,0
INV_507046,2025-02-12 18:47:38,Willowvale_Plant,,High Energy White,0,29,26425,26396,waste,Expired Waste,2025-02-17,,29
INV_509195,2025-05-09 01:50:29,Shepperton_Plant,,High Energy Brown,0,654,29682,29028,dispatch,Production,2025-05-14,RT_074,654
INV_517239,2025-03-20 11:57:19,Shepperton_Plant,,Wholegrain Brown,0,73,45821,45748,waste,Shrinkage,2025-03-25,,73
INV_508279,2025-07-06 13:29:00,,STORE_183,Whole Wheat,0,195,-101,-296,store_sale,Dispatch to Store,2025-07-12,,195
INV_513347,2025-07-13 05:19:36,,STORE_002,Soft White,0,180,-386,-566,store_sale,Expired Waste,2025-07-18,,180
INV_512295,2025-05-01 14:11:37,,STORE_183,Whole Wheat,110,0,-458,-348,return_from_store,Damaged,2025-05-07,,0
INV_507554,2025-04-01 00:10:04,Willowvale_Plant,,Family Loaf,0,13,5184,5171,stock_adjustment,Sale,2025-04-08,,13
INV_509378,2025-01-22 15:24:43,,STORE_119,Seed Loaf,0,148,-212,-360,store_sale,Expired Waste,2025-01-28,,148
INV_512521,2025-05-07 12:48:12,Willowvale_Plant,,Soft White,10,0,58996,59006,stock_adjustment,Return from Store,2025-05-12,,0
INV_509558,2025-05-13 16:56:13,,STORE_167,Family Loaf,31,0,106,137,return_from_store,Sale,2025-05-20,,0
INV_513348,2025-01-16 02:31:08,,STORE_069,Family Loaf,0,114,136,22,store_sale,Production,2025-01-23,,114
INV_515302,2025-05-09 06:27:55,Willowvale_Plant,,Wholegrain Brown,1421,0,75214,76635,production,Manual Correction,2025-05-14,,0
INV_500932,2025-06-05 09:45:05,Shepperton_Plant,,Seed Loaf,0,88,1528,1440,waste,Expired Waste,2025-06-11,,88
INV_512395,2025-03-23 13:52:49,,STORE_052,Family Loaf,26,0,-260,-234,return_from_store,Return from Store,2025-03-30,,0
INV_511360,2025-01-19 09:10:53,,STORE_042,Seed Loaf,107,0,99,206,return_from_store,Production,2025-01-25,,0
INV_515452,2025-07-12 13:27:16,Shepperton_Plant,,High Energy White,14,0,34392,34406,stock_adjustment,Expired Waste,2025-07-17,,0
INV_513777,2025-04-25 07:24:12,Shepperton_Plant,,Wholegrain Brown,0,87,51852,51765,waste,Expired Waste,2025-04-30,,87
INV_500936,2025-03-14 02:53:39,Shepperton_Plant,,High Energy White,1013,0,-1733,-720,production,Dispatch to Store,2025-03-19,,0
INV_503484,2025-06-04 12:23:18,Willowvale_Plant,,Seed Loaf,653,0,9154,9807,production,Return from Store,2025-06-10,,0
INV_516288,2025-01-06 15:32:56,Shepperton_Plant,,High Energy Brown,0,149,41879,41730,waste,Dispatch to Store,2025-01-11,,149
INV_513153,2025-01-24 08:40:22,,STORE_111,Whole Wheat,37,0,-201,-164,return_from_store,Sale,2025-01-30,,0
INV_516878,2025-01-31 17:06:51,,STORE_048,Soft White,50,0,-530,-480,return_from_store,Damaged,2025-02-05,,0
INV_500993,2025-06-01 04:09:18,Willowvale_Plant,,High Energy Brown,1193,0,6257,7450,production,Sale,2025-06-06,,0
INV_513106,2025-03-24 17:45:03,,STORE_139,Wholegrain Brown,0,174,0,-174,store_sale,Return from Store,2025-03-29,,174
INV_514020,2025-07-02 15:34:43,Willowvale_Plant,,Seed Loaf,0,1265,25596,24331,dispatch,Expired Waste,2025-07-08,RT_071,1265
INV_501368,2025-06-22 16:53:15,Shepperton_Plant,,Soft White,867,0,-2578,-1711,production,Dispatch to Store,2025-06-27,,0
INV_511816,2025-02-19 13:54:27,,STORE_061,High Energy Brown,0,293,-124,-417,store_sale,Sale,2025-02-24,,293
INV_512093,2025-05-07 19:43:33,Shepperton_Plant,,Family Loaf,1883,0,78813,80696,production,Shrinkage,2025-05-14,,0
INV_512242,2025-07-10 23:48:45,Willowvale_Plant,,High Energy Brown,0,25,61872,61847,waste,Return from Store,2025-07-15,,25
INV_501547,2025-03-25 06:54:02,Shepperton_Plant,,Whole Wheat,1681,0,-3706,-2025,production,Return from Store,2025-03-31,,0
INV_507908,2025-05-25 10:59:18,Shepperton_Plant,,Wholegrain Brown,0,19,34598,34579,waste,Damaged,2025-05-30,,19
INV_502584,2025-04-26 06:17:45,,STORE_106,High Energy White,0,105,0,-105,store_sale,Expired Waste,2025-05-01,,105
INV_507985,2025-06-04 03:21:21,Willowvale_Plant,,High Energy White,1078,0,27743,28821,production,Sale,2025-06-09,,0
INV_505503,2025-05-12 01:27:00,Willowvale_Plant,,Seed Loaf,0,1205,14740,13535,dispatch,Manual Correction,2025-05-18,RT_024,1205
INV_508129,2025-01-22 13:13:35,Shepperton_Plant,,Soft White,729,0,27995,28724,production,Damaged,2025-01-27,,0
INV_516186,2025-05-29 23:13:33,,STORE_119,Family Loaf,0,122,339,217,store_sale,Production,2025-06-05,,122
INV_508825,2025-04-28 20:10:45,,STORE_081,High Energy Brown,65,0,26,91,return_from_store,Sale,2025-05-03,,0
INV_513694,2025-05-23 03:10:06,,STORE_097,Wholegrain Brown,0,147,-150,-297,store_sale,Expired Waste,2025-05-28,,147
INV_506866,2025-05-11 12:10:33,Willowvale_Plant,,Whole Wheat,0,1177,-7787,-8964,dispatch,Sale,2025-05-17,RT_064,1177
INV_507652,2025-04-23 06:03:17,Shepperton_Plant,,Whole Wheat,1670,0,33458,35128,production,Shrinkage,2025-04-29,,0
INV_511941,2025-06-16 15:13:17,,STORE_044,Whole Wheat,35,0,17,52,return_from_store,Sale,2025-06-22,,0
INV_500353,2025-04-30 03:04:18,Willowvale_Plant,,Whole Wheat,1264,0,-2074,-810,production,Damaged,2025-05-06,,0
