route_id,route_name,vehicle_id,driver_id,estimated_time_min,distance_km,stops_list,region,trip_start_window,trip_end_window,load_capacity_kg
RT_029,Chitungwiza - Zengeza Distributor,TRUCK_039,DRIVER_137,63,60.3,"STORE_044,STORE_169,STORE_160,STORE_185,STORE_155,STORE_087,STORE_145,STORE_011,STORE_008",Chitungwiza,03:00-05:00,Same Day,4500
RT_030,Gweru - Mkoba Route,TRUCK_099,DRIVER_147,146,71.8,"STORE_161,STORE_140,STORE_075,STORE_165,STORE_078,STORE_124,STORE_063,STORE_176,STORE_104,STORE_077,STORE_117,STORE_019,STORE_177,STORE_016,STORE_041,STORE_113,STORE_107,STORE_119,STORE_053,STORE_088",Gweru,05:00-07:00,Same Day,3000
RT_030,Chitungwiza - Seke Highway Route,TRUCK_111,DRIVER_082,128,107.5,"STORE_132,STORE_144,STORE_028,STORE_082,STORE_062,STORE_120,STORE_032,STORE_069,STORE_116,STORE_064,STORE_037,STORE_025,STORE_013,STORE_075,STORE_099,STORE_158",Chitungwiza,04:00-06:00,Same Day,4500
RT_031,Chitungwiza - Seke Highway Route,TRUCK_074,DRIVER_081,88,86.3,"STORE_128,STORE_079,STORE_006,STORE_024,STORE_101,STORE_130,STORE_118,STORE_062,STORE_056,STORE_150,STORE_091,STORE_013,STORE_073,STORE_127,STORE_153,STORE_168,STORE_173,STORE_121,STORE_074",Chitungwiza,05:00-07:00,Same Day,7000
RT_031,Harare - CBD Loop,TRUCK_056,DRIVER_035,107,82.8,"STORE_012,STORE_103,STORE_014,STORE_146,STORE_144,STORE_050,STORE_093,STORE_142,STORE_074,STORE_019,STORE_099,STORE_130,STORE_116,STORE_196,STORE_141,STORE_072",Harare North,05:00-07:00,Same Day,7000
RT_032,Harare - Borrowdale Extension,TRUCK_013,DRIVER_101,135,89.5,"STORE_194,STORE_037,STORE_051,STORE_155,STORE_131,STORE_103,STORE_129,STORE_011,STORE_012,STORE_010,STORE_036,STORE_183,STORE_086,STORE_122,STORE_133,STORE_117",Harare South,03:00-05:00,Same Day,5000
RT_032,Bindura - Chiwaridzo Loop,TRUCK_042,DRIVER_082,81,49.3,"STORE_130,STORE_131,STORE_137,STORE_126,STORE_182,STORE_145,STORE_077,STORE_122,STORE_005,STORE_095,STORE_085,STORE_173,STORE_029,STORE_107,STORE_150",Bindura,04:00-06:00,Same Day,5000
RT_032,Harare - Mt Pleasant Run,TRUCK_034,DRIVER_149,187,32.8,"STORE_044,STORE_135,STORE_162,STORE_185,STORE_159,STORE_199,STORE_098,STORE_038,STORE_175,STORE_063,STORE_009,STORE_147,STORE_180,STORE_029,STORE_049,STORE_005,STORE_113,STORE_081,STORE_108,STORE_039",Harare North,04:00-06:00,Same Day,3000
RT_032,Bulawayo - City Center Run,TRUCK_065,DRIVER_121,55,80.6,"STORE_170,STORE_123,STORE_135,STORE_097,STORE_081,STORE_045,STORE_118,STORE_137,STORE_088,STORE_140,STORE_091,STORE_174,STORE_198,STORE_185,STORE_175",Bulawayo,05:00-07:00,Same Day,4500
RT_033,Gweru - Southdowns Loop,TRUCK_025,DRIVER_064,111,65.8,"STORE_198,STORE_074,STORE_181,STORE_054,STORE_177,STORE_126,STORE_082,STORE_123,STORE_090,STORE_144,STORE_185,STORE_071,STORE_032,STORE_147",Gweru,05:00-07:00,Same Day,4500
RT_033,Bindura - Astra Mine Route,TRUCK_115,DRIVER_102,128,105.5,"STORE_011,STORE_074,STORE_183,STORE_021,STORE_089,STORE_114,STORE_168,STORE_066,STORE_192,STORE_123,STORE_055,STORE_052,STORE_138,STORE_070",Bindura,05:00-07:00,Same Day,4500
RT_033,Gweru - Mkoba Route,TRUCK_014,DRIVER_062,102,15.1,"STORE_014,STORE_026,STORE_106,STORE_085,STORE_184,STORE_121,STORE_175,STORE_198,STORE_036,STORE_002,STORE_141,STORE_041",Gweru,04:00-06:00,Same Day,4500
RT_033,Kwekwe - CBD Run,TRUCK_084,DRIVER_052,113,42.1,"STORE_167,STORE_147,STORE_060,STORE_137,STORE_190,STORE_186,STORE_010",Kwekwe,03:00-05:00,Same Day,3000
RT_034,Chitungwiza - Unit L Loop,TRUCK_108,DRIVER_102,166,28.6,"STORE_003,STORE_077,STORE_146,STORE_155,STORE_028,STORE_086",Chitungwiza,04:00-06:00,Same Day,5000
RT_034,Kwekwe - CBD Run,TRUCK_114,DRIVER_035,169,56.8,"STORE_085,STORE_042,STORE_188,STORE_118,STORE_166,STORE_066,STORE_184,STORE_048",Kwekwe,03:00-05:00,Same Day,4500
RT_034,Mutare - Yeovil Loop,TRUCK_073,DRIVER_050,84,71.1,"STORE_132,STORE_084,STORE_023,STORE_103,STORE_172,STORE_025,STORE_048,STORE_036,STORE_123,STORE_083,STORE_064,STORE_002,STORE_067,STORE_099,STORE_061,STORE_115,STORE_193,STORE_069",Mutare,04:00-06:00,Same Day,7000
RT_035,Harare - Eastlea Express,TRUCK_084,DRIVER_093,217,33.6,"STORE_079,STORE_041,STORE_104,STORE_176,STORE_129,STORE_181,STORE_198,STORE_080,STORE_177,STORE_031,STORE_164,STORE_076,STORE_095,STORE_158,STORE_057,STORE_035,STORE_123,STORE_040,STORE_117",Harare North,05:00-07:00,Same Day,3000
RT_035,Mutare - Yeovil Loop,TRUCK_090,DRIVER_141,160,85.7,"STORE_175,STORE_194,STORE_153,STORE_021,STORE_135,STORE_115,STORE_136,STORE_181,STORE_093,STORE_020,STORE_145,STORE_029",Mutare,03:00-05:00,Same Day,4500
RT_035,Bindura - Chiwaridzo Loop,TRUCK_074,DRIVER_138,78,26.5,"STORE_175,STORE_053,STORE_184,STORE_150,STORE_126,STORE_024,STORE_131,STORE_115",Bindura,03:00-05:00,Same Day,7000
RT_036,Chitungwiza - Zengeza Distributor,TRUCK_054,DRIVER_117,184,15.8,"STORE_186,STORE_006,STORE_102,STORE_066,STORE_001,STORE_191,STORE_056,STORE_149,STORE_019,STORE_012,STORE_109,STORE_089,STORE_180,STORE_017",Chitungwiza,05:00-07:00,Same Day,7000
RT_036,Harare - CBD Loop,TRUCK_061,DRIVER_009,113,50.9,"STORE_096,STORE_098,STORE_115,STORE_097,STORE_021,STORE_175,STORE_170,STORE_139,STORE_035,STORE_168,STORE_090,STORE_031,STORE_046,STORE_138,STORE_101,STORE_136,STORE_033,STORE_187",Harare North,03:00-05:00,Same Day,4500
RT_036,Harare - CBD Loop,TRUCK_039,DRIVER_119,212,81.9,"STORE_059,STORE_064,STORE_118,STORE_089,STORE_040,STORE_071,STORE_049,STORE_186,STORE_196,STORE_029,STORE_009,STORE_170,STORE_108,STORE_158,STORE_197,STORE_005,STORE_062",Harare North,03:00-05:00,Same Day,7000
RT_037,Harare - CBD Loop,TRUCK_058,DRIVER_013,102,84.1,"STORE_060,STORE_139,STORE_056,STORE_194,STORE_199,STORE_015,STORE_036,STORE_129,STORE_075,STORE_188,STORE_148,STORE_082,STORE_154,STORE_198,STORE_173,STORE_083,STORE_061,STORE_078,STORE_037",Harare South,05:00-07:00,Same Day,7000
RT_037,Bindura - Chiwaridzo Loop,TRUCK_053,DRIVER_077,110,16.1,"STORE_143,STORE_127,STORE_013,STORE_089,STORE_165,STORE_172,STORE_098,STORE_135,STORE_082,STORE_179,STORE_107,STORE_105,STORE_039,STORE_077,STORE_097,STORE_048,STORE_194,STORE_138",Bindura,04:00-06:00,Same Day,4500
RT_038,Bulawayo - City Center Run,TRUCK_110,DRIVER_037,158,101.5,"STORE_143,STORE_136,STORE_035,STORE_100,STORE_063,STORE_066,STORE_053,STORE_085,STORE_166,STORE_021,STORE_116,STORE_095,STORE_024,STORE_138,STORE_186,STORE_049,STORE_014,STORE_069",Bulawayo,04:00-06:00,Same Day,7000
RT_038,Harare - CBD Loop,TRUCK_025,DRIVER_144,95,57.9,"STORE_004,STORE_055,STORE_049,STORE_190,STORE_031,STORE_192,STORE_194,STORE_123,STORE_063,STORE_179,STORE_155,STORE_181,STORE_053,STORE_102",Harare North,03:00-05:00,Same Day,5000
RT_039,Mutare - Yeovil Loop,TRUCK_049,DRIVER_120,176,74.9,"STORE_093,STORE_132,STORE_128,STORE_120,STORE_026,STORE_185,STORE_121,STORE_195,STORE_082,STORE_053,STORE_095,STORE_081,STORE_106",Mutare,03:00-05:00,Same Day,5000
RT_039,Bulawayo - Pumula Route,TRUCK_019,DRIVER_005,106,65.3,"STORE_040,STORE_051,STORE_085,STORE_059,STORE_098,STORE_146,STORE_063,STORE_128,STORE_141,STORE_168,STORE_176,STORE_087,STORE_066,STORE_196",Bulawayo,04:00-06:00,Same Day,7000
RT_039,Kwekwe - CBD Run,TRUCK_022,DRIVER_091,83,24,"STORE_139,STORE_165,STORE_016,STORE_135,STORE_009,STORE_020,STORE_172,STORE_013,STORE_196,STORE_002",Kwekwe,04:00-06:00,Same Day,7000
RT_039,Chitungwiza - Zengeza Distributor,TRUCK_030,DRIVER_018,78,10.9,"STORE_016,STORE_159,STORE_164,STORE_171,STORE_158,STORE_124,STORE_169,STORE_125,STORE_005,STORE_002,STORE_137,STORE_142,STORE_106,STORE_004,STORE_136,STORE_185",Chitungwiza,04:00-06:00,Same Day,7000
RT_040,Gweru - Mkoba Route,TRUCK_065,DRIVER_111,85,20.7,"STORE_062,STORE_050,STORE_159,STORE_135,STORE_065,STORE_091,STORE_069,STORE_102,STORE_021",Gweru,04:00-06:00,Same Day,3000
RT_040,Masvingo - Rujeko Run,TRUCK_073,DRIVER_063,218,32.6,"STORE_024,STORE_104,STORE_098,STORE_097,STORE_142,STORE_122",Masvingo,03:00-05:00,Same Day,3000
RT_040,Harare - Borrowdale Extension,TRUCK_011,DRIVER_128,151,74.5,"STORE_136,STORE_011,STORE_059,STORE_055,STORE_178,STORE_146,STORE_122,STORE_070",Harare North,03:00-05:00,Same Day,5000
RT_040,Harare - Eastlea Express,TRUCK_116,DRIVER_140,184,75.8,"STORE_005,STORE_054,STORE_151,STORE_037,STORE_193,STORE_183,STORE_102,STORE_020,STORE_077,STORE_042,STORE_145,STORE_062,STORE_146,STORE_100,STORE_174",Harare South,05:00-07:00,Same Day,4500
RT_041,Masvingo - Mucheke Loop,TRUCK_102,DRIVER_021,168,84.5,"STORE_026,STORE_112,STORE_060,STORE_020,STORE_088,STORE_155",Masvingo,05:00-07:00,Same Day,5000
RT_041,Masvingo - Rujeko Run,TRUCK_004,DRIVER_070,155,59.1,"STORE_111,STORE_048,STORE_175,STORE_150,STORE_170,STORE_098,STORE_022,STORE_198,STORE_159,STORE_076,STORE_064,STORE_183,STORE_019,STORE_069,STORE_040,STORE_163,STORE_190",Masvingo,04:00-06:00,Same Day,5000
RT_041,Mutare - Yeovil Loop,TRUCK_014,DRIVER_024,41,104.3,"STORE_195,STORE_070,STORE_027,STORE_034,STORE_023,STORE_048,STORE_111,STORE_115,STORE_143,STORE_132,STORE_105,STORE_007,STORE_091,STORE_142,STORE_024,STORE_153",Mutare,05:00-07:00,Same Day,7000
RT_042,Masvingo - Mucheke Loop,TRUCK_038,DRIVER_106,139,87.9,"STORE_176,STORE_098,STORE_044,STORE_036,STORE_069,STORE_078,STORE_127,STORE_038,STORE_017,STORE_043",Masvingo,04:00-06:00,Same Day,4500
RT_042,Gweru - Southdowns Loop,TRUCK_039,DRIVER_124,59,46.1,"STORE_153,STORE_158,STORE_051,STORE_118,STORE_028,STORE_035,STORE_078,STORE_002,STORE_102,STORE_086,STORE_159,STORE_098,STORE_085,STORE_113,STORE_111,STORE_167,STORE_077,STORE_083,STORE_155,STORE_178",Gweru,03:00-05:00,Same Day,4500
RT_042,Kwekwe - CBD Run,TRUCK_023,DRIVER_102,121,39.1,"STORE_084,STORE_097,STORE_072,STORE_101,STORE_094,STORE_030,STORE_145,STORE_052,STORE_152,STORE_140,STORE_047,STORE_175",Kwekwe,05:00-07:00,Same Day,7000
RT_043,Kwekwe - Redcliff Loop,TRUCK_057,DRIVER_075,217,16.9,"STORE_036,STORE_163,STORE_078,STORE_062,STORE_065,STORE_169,STORE_040,STORE_184,STORE_109,STORE_097,STORE_019,STORE_115,STORE_154,STORE_123,STORE_150,STORE_103,STORE_137,STORE_130,STORE_178,STORE_108",Kwekwe,05:00-07:00,Same Day,7000
RT_043,Harare - Eastlea Express,TRUCK_090,DRIVER_138,192,73.8,"STORE_197,STORE_064,STORE_169,STORE_171,STORE_091,STORE_043,STORE_166,STORE_157",Harare North,03:00-05:00,Same Day,3000
RT_044,Masvingo - Rujeko Run,TRUCK_102,DRIVER_111,67,11.1,"STORE_131,STORE_192,STORE_133,STORE_143,STORE_149,STORE_177,STORE_148,STORE_057,STORE_115,STORE_096,STORE_101,STORE_119",Masvingo,05:00-07:00,Same Day,5000
RT_044,Bindura - Chiwaridzo Loop,TRUCK_045,DRIVER_007,163,20.5,"STORE_030,STORE_187,STORE_037,STORE_090,STORE_080,STORE_088,STORE_117",Bindura,03:00-05:00,Same Day,7000
RT_044,Bindura - Astra Mine Route,TRUCK_045,DRIVER_122,64,53.8,"STORE_018,STORE_077,STORE_012,STORE_182,STORE_030,STORE_006,STORE_088,STORE_166,STORE_028,STORE_174,STORE_043,STORE_190,STORE_063,STORE_133,STORE_045",Bindura,05:00-07:00,Same Day,7000
RT_044,Chitungwiza - Seke Highway Route,TRUCK_072,DRIVER_110,158,33.2,"STORE_048,STORE_164,STORE_169,STORE_111,STORE_102,STORE_008,STORE_189,STORE_158,STORE_051,STORE_116",Chitungwiza,05:00-07:00,Same Day,7000
RT_045,Masvingo - Mucheke Loop,TRUCK_091,DRIVER_055,92,37.8,"STORE_138,STORE_048,STORE_094,STORE_084,STORE_051,STORE_118,STORE_030,STORE_068",Masvingo,05:00-07:00,Same Day,3000
RT_045,Kwekwe - CBD Run,TRUCK_077,DRIVER_100,196,49.3,"STORE_091,STORE_118,STORE_159,STORE_045,STORE_173,STORE_181,STORE_077,STORE_158,STORE_152,STORE_022,STORE_035,STORE_081,STORE_031,STORE_062,STORE_079,STORE_030",Kwekwe,03:00-05:00,Same Day,3000
RT_045,Mutare - Sakubva Market Loop,TRUCK_066,DRIVER_100,147,69.6,"STORE_048,STORE_125,STORE_163,STORE_138,STORE_178,STORE_166,STORE_045,STORE_143,STORE_043,STORE_126,STORE_074,STORE_036,STORE_081,STORE_116,STORE_159,STORE_014,STORE_092,STORE_003",Mutare,04:00-06:00,Same Day,7000
RT_046,Bulawayo - City Center Run,TRUCK_072,DRIVER_130,207,59.5,"STORE_182,STORE_114,STORE_126,STORE_043,STORE_022,STORE_145,STORE_008,STORE_195,STORE_057,STORE_075,STORE_009,STORE_071,STORE_058,STORE_138,STORE_074,STORE_044,STORE_118,STORE_191",Bulawayo,04:00-06:00,Same Day,7000
RT_046,Bindura - Chiwaridzo Loop,TRUCK_074,DRIVER_030,108,87.5,"STORE_195,STORE_185,STORE_113,STORE_140,STORE_056,STORE_109",Bindura,03:00-05:00,Same Day,5000
RT_047,Bulawayo - City Center Run,TRUCK_112,DRIVER_009,155,36.3,"STORE_031,STORE_199,STORE_061,STORE_054,STORE_189,STORE_151,STORE_177,STORE_090,STORE_182,STORE_157,STORE_162,STORE_110,STORE_043,STORE_158,STORE_036,STORE_053,STORE_016,STORE_146,STORE_137",Bulawayo,04:00-06:00,Same Day,3000
RT_047,Bindura - Chiwaridzo Loop,TRUCK_042,DRIVER_075,114,67.3,"STORE_193,STORE_106,STORE_016,STORE_071,STORE_168,STORE_033,STORE_180,STORE_034,STORE_064",Bindura,03:00-05:00,Same Day,3000
RT_047,Mutare - Sakubva Market Loop,TRUCK_098,DRIVER_101,165,24.2,"STORE_097,STORE_116,STORE_020,STORE_163,STORE_197,STORE_024,STORE_104,STORE_132,STORE_192,STORE_072,STORE_178,STORE_095,STORE_117,STORE_125,STORE_084,STORE_149,STORE_001,STORE_199",Mutare,05:00-07:00,Same Day,5000
RT_047,Harare - Mt Pleasant Run,TRUCK_082,DRIVER_092,56,89.6,"STORE_110,STORE_055,STORE_127,STORE_069,STORE_083,STORE_073,STORE_087,STORE_141,STORE_148,STORE_034,STORE_145",Harare South,04:00-06:00,Same Day,7000
RT_048,Harare - CBD Loop,TRUCK_013,DRIVER_118,44,22.4,"STORE_117,STORE_001,STORE_110,STORE_052,STORE_177,STORE_034,STORE_167,STORE_078,STORE_041,STORE_071,STORE_024,STORE_168,STORE_093,STORE_065,STORE_022,STORE_096,STORE_171,STORE_043,STORE_014",Harare North,04:00-06:00,Same Day,4500
RT_048,Gweru - Mkoba Route,TRUCK_055,DRIVER_024,220,19.5,"STORE_020,STORE_034,STORE_152,STORE_058,STORE_133,STORE_175,STORE_114,STORE_003,STORE_179,STORE_088,STORE_031,STORE_109,STORE_178,STORE_123,STORE_019,STORE_059,STORE_099,STORE_023,STORE_188,STORE_027",Gweru,03:00-05:00,Same Day,4500
RT_048,Mutare - Yeovil Loop,TRUCK_113,DRIVER_077,75,48.3,"STORE_018,STORE_136,STORE_145,STORE_003,STORE_157,STORE_167,STORE_043,STORE_113,STORE_090",Mutare,05:00-07:00,Same Day,4500
RT_049,Chitungwiza - Seke Highway Route,TRUCK_079,DRIVER_114,95,18.7,"STORE_193,STORE_032,STORE_151,STORE_187,STORE_099,STORE_090,STORE_110,STORE_081,STORE_036",Chitungwiza,03:00-05:00,Same Day,3000
RT_049,Gweru - Mkoba Route,TRUCK_032,DRIVER_142,193,70,"STORE_169,STORE_078,STORE_053,STORE_133,STORE_156",Gweru,05:00-07:00,Same Day,5000
RT_050,Masvingo - Rujeko Run,TRUCK_083,DRIVER_014,101,59.5,"STORE_128,STORE_164,STORE_153,STORE_019,STORE_136,STORE_004,STORE_093,STORE_082,STORE_034,STORE_100,STORE_146,STORE_108",Masvingo,04:00-06:00,Same Day,3000
RT_050,Bindura - Chiwaridzo Loop,TRUCK_098,DRIVER_121,58,11.7,"STORE_068,STORE_056,STORE_011,STORE_016,STORE_102",Bindura,05:00-07:00,Same Day,3000
RT_051,Bindura - Astra Mine Route,TRUCK_055,DRIVER_103,61,74.1,"STORE_022,STORE_080,STORE_021,STORE_131,STORE_053,STORE_040,STORE_138,STORE_084,STORE_101,STORE_151,STORE_163,STORE_196,STORE_167",Bindura,05:00-07:00,Same Day,4500
RT_051,Harare - Eastlea Express,TRUCK_090,DRIVER_112,101,15.8,"STORE_030,STORE_117,STORE_157,STORE_156,STORE_015,STORE_080,STORE_171,STORE_190,STORE_169,STORE_045,STORE_031,STORE_004,STORE_182,STORE_036,STORE_180,STORE_003,STORE_042,STORE_128",Harare South,04:00-06:00,Same Day,3000
RT_051,Bindura - Astra Mine Route,TRUCK_022,DRIVER_096,72,85,"STORE_198,STORE_008,STORE_086,STORE_110,STORE_070,STORE_135,STORE_017,STORE_068",Bindura,05:00-07:00,Same Day,5000
RT_052,Harare - Mt Pleasant Run,TRUCK_059,DRIVER_131,132,15.5,"STORE_041,STORE_066,STORE_198,STORE_027,STORE_147,STORE_173,STORE_186,STORE_030,STORE_059,STORE_190,STORE_131,STORE_001,STORE_012,STORE_004,STORE_063,STORE_121",Harare South,04:00-06:00,Same Day,4500
RT_052,Masvingo - Mucheke Loop,TRUCK_023,DRIVER_010,181,90.3,"STORE_083,STORE_064,STORE_107,STORE_185,STORE_082,STORE_070,STORE_020,STORE_147,STORE_096,STORE_031,STORE_129,STORE_173",Masvingo,03:00-05:00,Same Day,7000
RT_052,Chitungwiza - Unit L Loop,TRUCK_103,DRIVER_133,51,105.4,"STORE_073,STORE_199,STORE_080,STORE_084,STORE_023,STORE_142,STORE_117,STORE_003,STORE_095,STORE_052,STORE_075,STORE_145,STORE_078,STORE_190,STORE_160,STORE_063,STORE_119,STORE_152,STORE_127",Chitungwiza,03:00-05:00,Same Day,3000
RT_052,Bindura - Chiwaridzo Loop,TRUCK_020,DRIVER_002,144,12.4,"STORE_086,STORE_001,STORE_195,STORE_169,STORE_097",Bindura,05:00-07:00,Same Day,5000
RT_053,Gweru - Mkoba Route,TRUCK_027,DRIVER_136,100,52,"STORE_183,STORE_072,STORE_024,STORE_012,STORE_060,STORE_134,STORE_106,STORE_180,STORE_096",Gweru,04:00-06:00,Same Day,3000
RT_053,Harare - CBD Loop,TRUCK_065,DRIVER_035,203,92,"STORE_112,STORE_170,STORE_034,STORE_061,STORE_075,STORE_067",Harare South,04:00-06:00,Same Day,3000
RT_053,Masvingo - Rujeko Run,TRUCK_041,DRIVER_116,109,33.4,"STORE_198,STORE_150,STORE_028,STORE_040,STORE_043,STORE_116,STORE_120,STORE_081,STORE_105",Masvingo,03:00-05:00,Same Day,4500
RT_053,Bindura - Astra Mine Route,TRUCK_099,DRIVER_054,155,40.8,"STORE_024,STORE_041,STORE_176,STORE_078,STORE_181,STORE_179,STORE_155,STORE_011",Bindura,03:00-05:00,Same Day,5000
RT_054,Chitungwiza - Unit L Loop,TRUCK_092,DRIVER_064,131,49.6,"STORE_067,STORE_045,STORE_008,STORE_104,STORE_116,STORE_143,STORE_192,STORE_141,STORE_064,STORE_025,STORE_119,STORE_027,STORE_036,STORE_032",Chitungwiza,03:00-05:00,Same Day,3000
RT_054,Harare - Borrowdale Extension,TRUCK_017,DRIVER_051,142,47.2,"STORE_020,STORE_006,STORE_017,STORE_051,STORE_166,STORE_114,STORE_033,STORE_024,STORE_085,STORE_032,STORE_011,STORE_119,STORE_013",Harare North,03:00-05:00,Same Day,3000
RT_054,Masvingo - Rujeko Run,TRUCK_064,DRIVER_008,137,78.3,"STORE_055,STORE_048,STORE_071,STORE_072,STORE_115,STORE_039,STORE_009,STORE_158,STORE_159,STORE_063,STORE_166,STORE_076,STORE_128,STORE_106,STORE_141,STORE_123",Masvingo,03:00-05:00,Same Day,4500
RT_055,Gweru - Southdowns Loop,TRUCK_018,DRIVER_108,91,74.3,"STORE_098,STORE_183,STORE_092,STORE_123,STORE_140",Gweru,04:00-06:00,Same Day,4500
RT_055,Mutare - Yeovil Loop,TRUCK_050,DRIVER_070,86,12.6,"STORE_072,STORE_015,STORE_121,STORE_136,STORE_092",Mutare,05:00-07:00,Same Day,4500
RT_056,Chitungwiza - Unit L Loop,TRUCK_032,DRIVER_062,108,63.4,"STORE_148,STORE_100,STORE_091,STORE_045,STORE_046,STORE_061,STORE_152,STORE_082,STORE_189,STORE_179,STORE_092,STORE_008",Chitungwiza,05:00-07:00,Same Day,3000
RT_056,Mutare - Sakubva Market Loop,TRUCK_073,DRIVER_049,166,64.2,"STORE_010,STORE_024,STORE_015,STORE_060,STORE_155,STORE_057,STORE_006,STORE_135,STORE_123,STORE_001,STORE_085,STORE_158,STORE_052,STORE_034,STORE_088,STORE_184,STORE_046,STORE_083,STORE_016,STORE_038",Mutare,05:00-07:00,Same Day,4500
RT_057,Chitungwiza - Unit L Loop,TRUCK_109,DRIVER_135,133,106.1,"STORE_151,STORE_026,STORE_087,STORE_078,STORE_083,STORE_035,STORE_041,STORE_188,STORE_112,STORE_164,STORE_125,STORE_167,STORE_082,STORE_045,STORE_182,STORE_144,STORE_178",Chitungwiza,05:00-07:00,Same Day,5000
RT_057,Mutare - Sakubva Market Loop,TRUCK_086,DRIVER_045,136,40.7,"STORE_046,STORE_187,STORE_001,STORE_180,STORE_147,STORE_101,STORE_198,STORE_146,STORE_009",Mutare,03:00-05:00,Same Day,5000
RT_057,Mutare - Sakubva Market Loop,TRUCK_082,DRIVER_145,66,103.7,"STORE_191,STORE_020,STORE_061,STORE_089,STORE_082,STORE_043,STORE_163,STORE_023,STORE_182,STORE_172,STORE_164,STORE_187,STORE_086,STORE_115,STORE_003",Mutare,04:00-06:00,Same Day,4500
RT_057,Bulawayo - Nkulumane Loop,TRUCK_089,DRIVER_018,129,35.7,"STORE_013,STORE_099,STORE_113,STORE_188,STORE_108",Bulawayo,03:00-05:00,Same Day,3000
RT_058,Kwekwe - CBD Run,TRUCK_045,DRIVER_140,136,20.1,"STORE_042,STORE_116,STORE_019,STORE_009,STORE_076,STORE_006,STORE_082,STORE_067,STORE_027,STORE_088,STORE_044,STORE_097",Kwekwe,03:00-05:00,Same Day,7000
RT_058,Harare - CBD Loop,TRUCK_044,DRIVER_124,220,13.1,"STORE_041,STORE_014,STORE_026,STORE_085,STORE_053,STORE_049,STORE_105,STORE_179,STORE_142,STORE_185,STORE_187,STORE_139,STORE_068,STORE_170,STORE_073,STORE_077,STORE_061,STORE_025",Harare South,03:00-05:00,Same Day,4500
RT_058,Masvingo - Rujeko Run,TRUCK_020,DRIVER_014,132,10.4,"STORE_170,STORE_161,STORE_154,STORE_123,STORE_052,STORE_025,STORE_007,STORE_053,STORE_044,STORE_164,STORE_075,STORE_021,STORE_122,STORE_030",Masvingo,04:00-06:00,Same Day,3000
RT_059,Kwekwe - CBD Run,TRUCK_115,DRIVER_068,63,74.2,"STORE_095,STORE_098,STORE_048,STORE_115,STORE_012,STORE_068,STORE_113,STORE_120,STORE_058,STORE_069",Kwekwe,05:00-07:00,Same Day,7000
RT_059,Harare - Borrowdale Extension,TRUCK_097,DRIVER_025,61,76.8,"STORE_142,STORE_016,STORE_100,STORE_134,STORE_108,STORE_138,STORE_176,STORE_122,STORE_147,STORE_061,STORE_077,STORE_021",Harare North,04:00-06:00,Same Day,7000
RT_059,Harare - Borrowdale Extension,TRUCK_016,DRIVER_115,84,104.9,"STORE_050,STORE_033,STORE_011,STORE_109,STORE_021,STORE_175,STORE_112,STORE_052,STORE_161,STORE_038,STORE_153",Harare North,04:00-06:00,Same Day,4500
RT_060,Harare - CBD Loop,TRUCK_050,DRIVER_143,141,65.2,"STORE_004,STORE_180,STORE_160,STORE_151,STORE_134,STORE_108,STORE_029,STORE_107,STORE_039,STORE_038,STORE_146,STORE_150,STORE_195,STORE_026,STORE_028,STORE_145,STORE_074,STORE_138,STORE_089",Harare South,04:00-06:00,Same Day,5000
RT_060,Gweru - Southdowns Loop,TRUCK_084,DRIVER_125,186,70.9,"STORE_071,STORE_104,STORE_037,STORE_159,STORE_156,STORE_175,STORE_178,STORE_103,STORE_010,STORE_102",Gweru,04:00-06:00,Same Day,3000
RT_060,Bulawayo - Nkulumane Loop,TRUCK_096,DRIVER_122,108,99.7,"STORE_078,STORE_080,STORE_072,STORE_126,STORE_179,STORE_176,STORE_026,STORE_059,STORE_035,STORE_077,STORE_191,STORE_114,STORE_199,STORE_083,STORE_069",Bulawayo,05:00-07:00,Same Day,3000
RT_061,Harare - Borrowdale Extension,TRUCK_057,DRIVER_055,144,84.1,"STORE_132,STORE_041,STORE_017,STORE_080,STORE_182,STORE_130",Harare South,04:00-06:00,Same Day,5000
RT_061,Chitungwiza - Zengeza Distributor,TRUCK_113,DRIVER_146,47,27.4,"STORE_064,STORE_009,STORE_117,STORE_013,STORE_093,STORE_181",Chitungwiza,03:00-05:00,Same Day,4500
RT_061,Gweru - Southdowns Loop,TRUCK_106,DRIVER_119,169,49.7,"STORE_062,STORE_096,STORE_126,STORE_153,STORE_115",Gweru,03:00-05:00,Same Day,3000
RT_062,Bindura - Astra Mine Route,TRUCK_045,DRIVER_042,106,84.9,"STORE_008,STORE_099,STORE_013,STORE_042,STORE_147,STORE_055,STORE_057,STORE_166,STORE_058,STORE_174,STORE_053,STORE_069,STORE_167,STORE_105",Bindura,05:00-07:00,Same Day,3000
RT_062,Harare - CBD Loop,TRUCK_061,DRIVER_034,205,27.3,"STORE_065,STORE_156,STORE_079,STORE_183,STORE_182,STORE_165,STORE_071,STORE_109,STORE_097,STORE_090,STORE_118,STORE_056",Harare North,04:00-06:00,Same Day,3000
RT_062,Gweru - Southdowns Loop,TRUCK_075,DRIVER_027,41,61.2,"STORE_077,STORE_176,STORE_028,STORE_124,STORE_017,STORE_087,STORE_071,STORE_164,STORE_084,STORE_067,STORE_168,STORE_183,STORE_167,STORE_049",Gweru,03:00-05:00,Same Day,5000
