record_id,holiday_name,date,sku,region,qty_produced,qty_sold,demand_shift_factor,qty_leftover,sell_through_rate
HOLIDAY_REC_6235,Easter Monday,2025-04-21,Wholegrain Brown,Gweru,2382,2289,1.03,93,0.961
HOLIDAY_REC_6054,Easter Monday,2025-04-21,Whole Wheat,Bulawayo,1889,1629,1.23,260,0.862
HOLIDAY_REC_8817,Africa Day,2025-05-25,Family Loaf,Chitungwiza,859,816,1.2,43,0.95
HOLIDAY_REC_15649,Unity Day,2025-12-22,Wholegrain Brown,Masvingo,986,967,1.21,19,0.981
HOLIDAY_REC_3264,National Youth Day,2025-02-21,Seed Loaf,Masvingo,1178,1107,1.07,71,0.94
HOLIDAY_REC_3016,National Youth Day,2025-02-21,Wholegrain Brown,Gweru,1079,1043,1.2,36,0.967
HOLIDAY_REC_15843,Christmas Day,2025-12-25,Soft White,Masvingo,1326,1155,0.96,171,0.871
HOLIDAY_REC_3270,National Youth Day,2025-02-21,Soft White,Bulawayo,2040,1851,1.2,189,0.907
HOLIDAY_REC_16894,Christmas Day,2025-12-25,Wholegrain Brown,Bulawayo,2159,2025,1.13,134,0.938
HOLIDAY_REC_19151,Boxing Day,2025-12-26,High Energy White,Mutare,1445,1276,0.96,169,0.883
HOLIDAY_REC_1768,New Year's Day,2025-01-01,Soft White,Mutare,1642,1437,0.95,205,0.875
HOLIDAY_REC_6766,Easter Monday,2025-04-21,High Energy Brown,Masvingo,1268,1180,1.18,88,0.931
HOLIDAY_REC_12827,Defense Forces Day,2025-08-13,Soft White,Bulawayo,1280,1237,1.21,43,0.966
HOLIDAY_REC_8542,Africa Day,2025-05-25,High Energy White,Mutare,1359,1302,1.24,57,0.958
HOLIDAY_REC_8146,Workers Day,2025-05-01,High Energy Brown,Harare,651,630,1.18,21,0.968
HOLIDAY_REC_9694,Africa Day,2025-05-25,Family Loaf,Mutare,1021,941,1.08,80,0.922
HOLIDAY_REC_8171,Workers Day,2025-05-01,High Energy White,Masvingo,1270,1144,1.22,126,0.901
HOLIDAY_REC_4808,Independence Day,2025-04-18,Wholegrain Brown,Mutare,1459,1322,0.94,137,0.906
HOLIDAY_REC_5815,Easter Monday,2025-04-21,High Energy White,Gweru,1162,1057,1.15,105,0.91
HOLIDAY_REC_10970,Heroes Day,2025-08-12,Soft White,Mutare,1438,1371,1.13,67,0.953
HOLIDAY_REC_7154,Workers Day,2025-05-01,Soft White,Bulawayo,1399,1307,1.19,92,0.934
HOLIDAY_REC_7218,Workers Day,2025-05-01,Soft White,Chitungwiza,2175,2087,1.18,88,0.96
HOLIDAY_REC_5383,Easter Monday,2025-04-21,Whole Wheat,Harare,1248,1095,1.1,153,0.877
HOLIDAY_REC_13250,Defense Forces Day,2025-08-13,Soft White,Mutare,1245,1213,1.0,32,0.974
HOLIDAY_REC_13730,Defense Forces Day,2025-08-13,Whole Wheat,Harare,1316,1209,0.95,107,0.919
HOLIDAY_REC_15806,Christmas Day,2025-12-25,Soft White,Bulawayo,2318,2117,1.01,201,0.913
HOLIDAY_REC_4872,Independence Day,2025-04-18,Soft White,Bulawayo,951,859,1.14,92,0.903
HOLIDAY_REC_1003,New Year's Day,2025-01-01,Wholegrain Brown,Harare,2387,2124,1.19,263,0.89
HOLIDAY_REC_1062,New Year's Day,2025-01-01,Seed Loaf,Mutare,1668,1507,1.16,161,0.903
HOLIDAY_REC_16026,Christmas Day,2025-12-25,Family Loaf,Mutare,1001,985,0.95,16,0.984
HOLIDAY_REC_13104,Defense Forces Day,2025-08-13,Wholegrain Brown,Gweru,1144,1027,1.09,117,0.898
HOLIDAY_REC_6707,Easter Monday,2025-04-21,Wholegrain Brown,Mutare,1464,1285,1.2,179,0.878
HOLIDAY_REC_17861,Boxing Day,2025-12-26,Seed Loaf,Harare,1629,1595,1.09,34,0.979
HOLIDAY_REC_6111,Easter Monday,2025-04-21,Wholegrain Brown,Masvingo,2114,1835,1.08,279,0.868
HOLIDAY_REC_16162,Christmas Day,2025-12-25,Family Loaf,Mutare,1199,1028,1.22,171,0.857
HOLIDAY_REC_12802,Defense Forces Day,2025-08-13,Whole Wheat,Bulawayo,1400,1313,1.14,87,0.938
HOLIDAY_REC_4032,Independence Day,2025-04-18,Seed Loaf,Chitungwiza,1014,879,1.23,135,0.867
HOLIDAY_REC_11645,Heroes Day,2025-08-12,High Energy Brown,Gweru,2253,2127,0.9,126,0.944
HOLIDAY_REC_11224,Heroes Day,2025-08-12,Seed Loaf,Masvingo,1950,1856,0.93,94,0.952
HOLIDAY_REC_11722,Heroes Day,2025-08-12,Soft White,Mutare,1425,1214,1.27,211,0.852
HOLIDAY_REC_3071,National Youth Day,2025-02-21,Family Loaf,Masvingo,614,560,0.9,54,0.912
HOLIDAY_REC_13394,Defense Forces Day,2025-08-13,High Energy White,Bulawayo,1387,1329,0.92,58,0.958
HOLIDAY_REC_6663,Easter Monday,2025-04-21,High Energy White,Mutare,1932,1827,1.06,105,0.946
HOLIDAY_REC_2936,National Youth Day,2025-02-21,High Energy White,Chitungwiza,677,675,1.02,2,0.997
HOLIDAY_REC_2147,National Youth Day,2025-02-21,Seed Loaf,Mutare,1898,1624,1.08,274,0.856
HOLIDAY_REC_17474,Christmas Day,2025-12-25,High Energy White,Masvingo,1202,1196,0.97,6,0.995
HOLIDAY_REC_3533,Independence Day,2025-04-18,High Energy White,Harare,1296,1234,0.91,62,0.952
HOLIDAY_REC_16876,Christmas Day,2025-12-25,High Energy White,Harare,2578,2289,0.92,289,0.888
HOLIDAY_REC_587,New Year's Day,2025-01-01,Whole Wheat,Masvingo,1979,1867,1.08,112,0.943
HOLIDAY_REC_9451,Africa Day,2025-05-25,Wholegrain Brown,Gweru,915,817,1.17,98,0.893
HOLIDAY_REC_15048,Unity Day,2025-12-22,Wholegrain Brown,Mutare,1154,1046,1.25,108,0.906
HOLIDAY_REC_2267,National Youth Day,2025-02-21,Soft White,Bulawayo,1351,1266,1.22,85,0.937
HOLIDAY_REC_17359,Christmas Day,2025-12-25,High Energy Brown,Bulawayo,1080,947,0.99,133,0.877
HOLIDAY_REC_15987,Christmas Day,2025-12-25,Whole Wheat,Gweru,1513,1360,0.98,153,0.899
HOLIDAY_REC_12562,Defense Forces Day,2025-08-13,Family Loaf,Chitungwiza,1448,1338,1.14,110,0.924
HOLIDAY_REC_9648,Africa Day,2025-05-25,Seed Loaf,Masvingo,776,755,0.93,21,0.973
HOLIDAY_REC_9625,Africa Day,2025-05-25,Soft White,Chitungwiza,1129,1046,1.27,83,0.926
HOLIDAY_REC_3580,Independence Day,2025-04-18,Family Loaf,Gweru,683,622,1.04,61,0.911
HOLIDAY_REC_4179,Independence Day,2025-04-18,Soft White,Harare,1184,1074,0.96,110,0.907
HOLIDAY_REC_13290,Defense Forces Day,2025-08-13,Whole Wheat,Harare,1288,1247,1.16,41,0.968
HOLIDAY_REC_17540,Boxing Day,2025-12-26,Family Loaf,Chitungwiza,1486,1386,1.07,100,0.933
HOLIDAY_REC_7802,Workers Day,2025-05-01,High Energy White,Chitungwiza,2035,1871,1.02,164,0.919
HOLIDAY_REC_2678,National Youth Day,2025-02-21,High Energy White,Chitungwiza,1589,1455,1.14,134,0.916
HOLIDAY_REC_9160,Africa Day,2025-05-25,Wholegrain Brown,Masvingo,2240,2193,0.98,47,0.979
HOLIDAY_REC_7781,Workers Day,2025-05-01,Soft White,Masvingo,1339,1182,1.01,157,0.883
HOLIDAY_REC_9772,Africa Day,2025-05-25,Wholegrain Brown,Harare,2037,1777,1.04,260,0.872
HOLIDAY_REC_13443,Defense Forces Day,2025-08-13,High Energy Brown,Masvingo,2156,2027,1.07,129,0.94
HOLIDAY_REC_9540,Africa Day,2025-05-25,High Energy White,Masvingo,2049,2021,1.21,28,0.986
HOLIDAY_REC_8969,Africa Day,2025-05-25,Whole Wheat,Harare,2328,2073,0.96,255,0.89
HOLIDAY_REC_3951,Independence Day,2025-04-18,High Energy Brown,Masvingo,1816,1694,1.11,122,0.933
HOLIDAY_REC_8422,Africa Day,2025-05-25,Seed Loaf,Masvingo,1643,1423,0.94,220,0.866
HOLIDAY_REC_7913,Workers Day,2025-05-01,Seed Loaf,Bulawayo,1375,1323,1.24,52,0.962
HOLIDAY_REC_13749,Defense Forces Day,2025-08-13,Whole Wheat,Harare,1327,1246,1.0,81,0.939
HOLIDAY_REC_7704,Workers Day,2025-05-01,Soft White,Bulawayo,874,767,1.11,107,0.878
HOLIDAY_REC_12269,Defense Forces Day,2025-08-13,High Energy Brown,Bulawayo,1647,1446,1.13,201,0.878
HOLIDAY_REC_2713,National Youth Day,2025-02-21,High Energy Brown,Chitungwiza,1877,1667,0.98,210,0.888
HOLIDAY_REC_15501,Unity Day,2025-12-22,Whole Wheat,Harare,576,575,1.19,1,0.998
HOLIDAY_REC_8234,Workers Day,2025-05-01,Whole Wheat,Bulawayo,773,700,0.93,73,0.906
HOLIDAY_REC_17996,Boxing Day,2025-12-26,Family Loaf,Gweru,1934,1689,0.95,245,0.873
HOLIDAY_REC_5183,Independence Day,2025-04-18,Seed Loaf,Harare,681,673,1.12,8,0.988
HOLIDAY_REC_16552,Christmas Day,2025-12-25,High Energy White,Mutare,1799,1557,1.22,242,0.865
HOLIDAY_REC_6937,Workers Day,2025-05-01,High Energy Brown,Bulawayo,1560,1521,0.97,39,0.975
HOLIDAY_REC_13909,Unity Day,2025-12-22,Seed Loaf,Masvingo,2084,2032,1.18,52,0.975
HOLIDAY_REC_1571,New Year's Day,2025-01-01,Soft White,Gweru,1899,1644,1.09,255,0.866
HOLIDAY_REC_1399,New Year's Day,2025-01-01,Family Loaf,Chitungwiza,1342,1314,1.0,28,0.979
HOLIDAY_REC_2282,National Youth Day,2025-02-21,High Energy Brown,Harare,1566,1500,1.28,66,0.958
HOLIDAY_REC_10403,Heroes Day,2025-08-12,Soft White,Mutare,1186,1074,0.93,112,0.906
HOLIDAY_REC_6064,Easter Monday,2025-04-21,High Energy White,Gweru,908,773,1.03,135,0.851
HOLIDAY_REC_2022,National Youth Day,2025-02-21,Whole Wheat,Mutare,1272,1127,1.29,145,0.886
HOLIDAY_REC_15006,Unity Day,2025-12-22,Wholegrain Brown,Chitungwiza,867,765,1.17,102,0.882
HOLIDAY_REC_18643,Boxing Day,2025-12-26,Seed Loaf,Bulawayo,2160,2032,1.15,128,0.941
HOLIDAY_REC_17326,Christmas Day,2025-12-25,Wholegrain Brown,Masvingo,2525,2232,0.98,293,0.884
HOLIDAY_REC_12555,Defense Forces Day,2025-08-13,Seed Loaf,Mutare,1593,1388,1.26,205,0.871
HOLIDAY_REC_13634,Defense Forces Day,2025-08-13,Seed Loaf,Mutare,880,772,1.29,108,0.877
HOLIDAY_REC_4316,Independence Day,2025-04-18,Wholegrain Brown,Chitungwiza,1573,1507,1.05,66,0.958
HOLIDAY_REC_2003,National Youth Day,2025-02-21,Family Loaf,Bulawayo,1166,1122,0.99,44,0.962
HOLIDAY_REC_18010,Boxing Day,2025-12-26,Wholegrain Brown,Chitungwiza,2014,1786,0.93,228,0.887
HOLIDAY_REC_16912,Christmas Day,2025-12-25,Whole Wheat,Harare,2143,1851,1.23,292,0.864
HOLIDAY_REC_13905,Unity Day,2025-12-22,Whole Wheat,Chitungwiza,1589,1396,1.2,193,0.879
HOLIDAY_REC_19029,Boxing Day,2025-12-26,High Energy White,Mutare,1688,1611,1.23,77,0.954
HOLIDAY_REC_11510,Heroes Day,2025-08-12,High Energy White,Harare,1793,1616,0.96,177,0.901
HOLIDAY_REC_903,New Year's Day,2025-01-01,Seed Loaf,Bulawayo,2459,2236,1.03,223,0.909
HOLIDAY_REC_6776,Easter Monday,2025-04-21,Soft White,Mutare,911,851,1.07,60,0.934
HOLIDAY_REC_182,New Year's Day,2025-01-01,Whole Wheat,Mutare,2494,2457,0.92,37,0.985
HOLIDAY_REC_1064,New Year's Day,2025-01-01,High Energy White,Bulawayo,2697,2333,1.1,364,0.865
HOLIDAY_REC_7860,Workers Day,2025-05-01,Seed Loaf,Masvingo,1786,1769,1.14,17,0.99
HOLIDAY_REC_15705,Unity Day,2025-12-22,Whole Wheat,Gweru,1478,1459,1.03,19,0.987
HOLIDAY_REC_3376,National Youth Day,2025-02-21,High Energy Brown,Gweru,939,827,0.96,112,0.881
HOLIDAY_REC_1854,National Youth Day,2025-02-21,High Energy White,Harare,679,596,1.2,83,0.878
HOLIDAY_REC_18052,Boxing Day,2025-12-26,High Energy Brown,Gweru,1190,1015,0.97,175,0.853
HOLIDAY_REC_15855,Christmas Day,2025-12-25,High Energy White,Gweru,1914,1895,1.26,19,0.99
HOLIDAY_REC_4586,Independence Day,2025-04-18,Soft White,Harare,2411,2187,1.28,224,0.907
HOLIDAY_REC_11188,Heroes Day,2025-08-12,Soft White,Chitungwiza,2156,1840,0.94,316,0.853
HOLIDAY_REC_13003,Defense Forces Day,2025-08-13,Wholegrain Brown,Bulawayo,1672,1580,0.9,92,0.945
HOLIDAY_REC_10990,Heroes Day,2025-08-12,Family Loaf,Bulawayo,1411,1351,1.0,60,0.957
HOLIDAY_REC_13167,Defense Forces Day,2025-08-13,Wholegrain Brown,Gweru,1686,1439,0.92,247,0.853
HOLIDAY_REC_13857,Unity Day,2025-12-22,Seed Loaf,Harare,1569,1389,1.16,180,0.885
HOLIDAY_REC_3822,Independence Day,2025-04-18,Family Loaf,Mutare,850,847,0.91,3,0.996
HOLIDAY_REC_1927,National Youth Day,2025-02-21,High Energy Brown,Chitungwiza,1411,1256,1.03,155,0.89
HOLIDAY_REC_15740,Unity Day,2025-12-22,Wholegrain Brown,Harare,1957,1861,1.14,96,0.951
HOLIDAY_REC_7498,Workers Day,2025-05-01,Family Loaf,Gweru,2159,1984,0.93,175,0.919
HOLIDAY_REC_9403,Africa Day,2025-05-25,Seed Loaf,Mutare,2056,1980,1.03,76,0.963
HOLIDAY_REC_16928,Christmas Day,2025-12-25,Seed Loaf,Chitungwiza,2527,2269,1.13,258,0.898
HOLIDAY_REC_51,New Year's Day,2025-01-01,Whole Wheat,Bulawayo,2447,2123,1.04,324,0.868
HOLIDAY_REC_17518,Boxing Day,2025-12-26,Family Loaf,Masvingo,1239,1170,1.03,69,0.944
HOLIDAY_REC_2498,National Youth Day,2025-02-21,High Energy Brown,Harare,1817,1717,1.0,100,0.945
HOLIDAY_REC_5419,Easter Monday,2025-04-21,Whole Wheat,Mutare,829,757,1.11,72,0.913
HOLIDAY_REC_4075,Independence Day,2025-04-18,Family Loaf,Masvingo,1359,1343,1.22,16,0.988
HOLIDAY_REC_4784,Independence Day,2025-04-18,High Energy White,Masvingo,2587,2343,1.07,244,0.906
HOLIDAY_REC_7739,Workers Day,2025-05-01,High Energy Brown,Mutare,1292,1162,1.04,130,0.899
HOLIDAY_REC_11067,Heroes Day,2025-08-12,Seed Loaf,Chitungwiza,1316,1254,1.18,62,0.953
HOLIDAY_REC_2459,National Youth Day,2025-02-21,High Energy White,Chitungwiza,693,597,1.25,96,0.861
HOLIDAY_REC_4506,Independence Day,2025-04-18,High Energy White,Harare,1878,1653,1.22,225,0.88
HOLIDAY_REC_19223,Boxing Day,2025-12-26,Family Loaf,Mutare,2150,2089,1.23,61,0.972
HOLIDAY_REC_9539,Africa Day,2025-05-25,Whole Wheat,Mutare,2100,1884,0.94,216,0.897
HOLIDAY_REC_5108,Independence Day,2025-04-18,High Energy Brown,Mutare,958,896,1.09,62,0.935
HOLIDAY_REC_12576,Defense Forces Day,2025-08-13,Whole Wheat,Bulawayo,1311,1122,1.26,189,0.856
HOLIDAY_REC_16526,Christmas Day,2025-12-25,Wholegrain Brown,Gweru,2183,2082,1.13,101,0.954
HOLIDAY_REC_16257,Christmas Day,2025-12-25,High Energy White,Gweru,1755,1556,1.21,199,0.887
HOLIDAY_REC_13910,Unity Day,2025-12-22,Wholegrain Brown,Chitungwiza,1667,1590,0.95,77,0.954
HOLIDAY_REC_17447,Christmas Day,2025-12-25,Wholegrain Brown,Bulawayo,801,711,1.21,90,0.888
HOLIDAY_REC_9484,Africa Day,2025-05-25,High Energy Brown,Chitungwiza,1129,964,1.14,165,0.854
HOLIDAY_REC_7201,Workers Day,2025-05-01,Seed Loaf,Chitungwiza,930,926,0.9,4,0.996
HOLIDAY_REC_1098,New Year's Day,2025-01-01,Wholegrain Brown,Bulawayo,1915,1657,1.11,258,0.865
HOLIDAY_REC_18229,Boxing Day,2025-12-26,Seed Loaf,Bulawayo,2606,2556,0.92,50,0.981
HOLIDAY_REC_4473,Independence Day,2025-04-18,Seed Loaf,Bulawayo,1467,1462,0.9,5,0.997
HOLIDAY_REC_12659,Defense Forces Day,2025-08-13,High Energy Brown,Gweru,634,587,0.95,47,0.926
HOLIDAY_REC_2951,National Youth Day,2025-02-21,High Energy White,Chitungwiza,1264,1262,0.95,2,0.998
HOLIDAY_REC_15885,Christmas Day,2025-12-25,High Energy White,Mutare,990,970,1.21,20,0.98
HOLIDAY_REC_4412,Independence Day,2025-04-18,Family Loaf,Harare,1452,1451,1.24,1,0.999
HOLIDAY_REC_15926,Christmas Day,2025-12-25,Wholegrain Brown,Bulawayo,2511,2376,1.02,135,0.946
HOLIDAY_REC_12188,Defense Forces Day,2025-08-13,Wholegrain Brown,Masvingo,1689,1648,1.21,41,0.976
HOLIDAY_REC_7069,Workers Day,2025-05-01,High Energy White,Harare,880,751,1.27,129,0.853
HOLIDAY_REC_5032,Independence Day,2025-04-18,Soft White,Harare,730,695,0.99,35,0.952
HOLIDAY_REC_2087,National Youth Day,2025-02-21,Wholegrain Brown,Harare,993,863,1.16,130,0.869
HOLIDAY_REC_8177,Workers Day,2025-05-01,High Energy White,Mutare,1419,1407,1.22,12,0.992
HOLIDAY_REC_10661,Heroes Day,2025-08-12,Seed Loaf,Bulawayo,2293,2234,1.09,59,0.974
HOLIDAY_REC_13828,Unity Day,2025-12-22,Family Loaf,Mutare,2170,1915,1.24,255,0.882
HOLIDAY_REC_4437,Independence Day,2025-04-18,Whole Wheat,Chitungwiza,2576,2214,1.29,362,0.859
HOLIDAY_REC_5573,Easter Monday,2025-04-21,High Energy White,Gweru,1348,1171,1.07,177,0.869
HOLIDAY_REC_17811,Boxing Day,2025-12-26,Wholegrain Brown,Mutare,2424,2353,1.11,71,0.971
HOLIDAY_REC_2860,National Youth Day,2025-02-21,Wholegrain Brown,Harare,617,527,1.19,90,0.854
HOLIDAY_REC_4772,Independence Day,2025-04-18,High Energy Brown,Mutare,2106,1808,1.18,298,0.858
HOLIDAY_REC_5993,Easter Monday,2025-04-21,Seed Loaf,Bulawayo,2387,2048,1.18,339,0.858
HOLIDAY_REC_6700,Easter Monday,2025-04-21,Wholegrain Brown,Chitungwiza,613,594,1.24,19,0.969
HOLIDAY_REC_432,New Year's Day,2025-01-01,Whole Wheat,Harare,2615,2587,0.94,28,0.989
HOLIDAY_REC_10324,Heroes Day,2025-08-12,Family Loaf,Harare,1275,1092,1.18,183,0.856
HOLIDAY_REC_2203,National Youth Day,2025-02-21,Wholegrain Brown,Bulawayo,1314,1228,1.27,86,0.935
HOLIDAY_REC_1573,New Year's Day,2025-01-01,Soft White,Masvingo,1314,1128,0.94,186,0.858
HOLIDAY_REC_10232,Heroes Day,2025-08-12,Wholegrain Brown,Harare,716,690,1.14,26,0.964
HOLIDAY_REC_15304,Unity Day,2025-12-22,Family Loaf,Harare,873,787,1.2,86,0.901
HOLIDAY_REC_11244,Heroes Day,2025-08-12,Seed Loaf,Bulawayo,2471,2269,0.96,202,0.918
HOLIDAY_REC_1278,New Year's Day,2025-01-01,Soft White,Gweru,2461,2093,1.28,368,0.85
HOLIDAY_REC_5130,Independence Day,2025-04-18,Family Loaf,Masvingo,776,691,1.0,85,0.89
HOLIDAY_REC_11748,Heroes Day,2025-08-12,High Energy Brown,Chitungwiza,1468,1339,0.99,129,0.912
HOLIDAY_REC_14541,Unity Day,2025-12-22,High Energy White,Bulawayo,1864,1588,1.12,276,0.852
HOLIDAY_REC_15382,Unity Day,2025-12-22,High Energy Brown,Gweru,776,680,1.09,96,0.876
HOLIDAY_REC_11103,Heroes Day,2025-08-12,High Energy Brown,Bulawayo,1573,1509,1.09,64,0.959
HOLIDAY_REC_11032,Heroes Day,2025-08-12,Seed Loaf,Chitungwiza,1903,1654,0.96,249,0.869
HOLIDAY_REC_13067,Defense Forces Day,2025-08-13,Wholegrain Brown,Chitungwiza,798,766,1.15,32,0.96
HOLIDAY_REC_4334,Independence Day,2025-04-18,Seed Loaf,Chitungwiza,2189,1950,0.93,239,0.891
HOLIDAY_REC_18794,Boxing Day,2025-12-26,Family Loaf,Bulawayo,1244,1086,0.95,158,0.873
HOLIDAY_REC_6536,Easter Monday,2025-04-21,Wholegrain Brown,Gweru,2339,2305,1.25,34,0.985
HOLIDAY_REC_11379,Heroes Day,2025-08-12,Family Loaf,Chitungwiza,2016,1961,1.0,55,0.973
HOLIDAY_REC_4689,Independence Day,2025-04-18,Wholegrain Brown,Mutare,1838,1701,0.96,137,0.925
HOLIDAY_REC_885,New Year's Day,2025-01-01,Seed Loaf,Harare,1286,1222,1.01,64,0.95
HOLIDAY_REC_5596,Easter Monday,2025-04-21,High Energy White,Bulawayo,696,680,1.28,16,0.977
HOLIDAY_REC_1040,New Year's Day,2025-01-01,Soft White,Mutare,1673,1600,1.29,73,0.956
HOLIDAY_REC_1471,New Year's Day,2025-01-01,Soft White,Masvingo,740,715,0.95,25,0.966
HOLIDAY_REC_14390,Unity Day,2025-12-22,Family Loaf,Gweru,1357,1287,1.28,70,0.948
HOLIDAY_REC_294,New Year's Day,2025-01-01,Soft White,Chitungwiza,2319,2110,1.08,209,0.91
HOLIDAY_REC_2446,National Youth Day,2025-02-21,High Energy White,Bulawayo,1169,1145,1.1,24,0.979
HOLIDAY_REC_11496,Heroes Day,2025-08-12,Soft White,Bulawayo,2126,1838,1.2,288,0.865
HOLIDAY_REC_18530,Boxing Day,2025-12-26,Whole Wheat,Masvingo,1140,969,1.04,171,0.85
HOLIDAY_REC_11794,Heroes Day,2025-08-12,High Energy White,Gweru,2381,2215,1.29,166,0.93
HOLIDAY_REC_10864,Heroes Day,2025-08-12,Wholegrain Brown,Masvingo,747,687,0.95,60,0.92
HOLIDAY_REC_2096,National Youth Day,2025-02-21,Soft White,Mutare,1579,1507,1.02,72,0.954
HOLIDAY_REC_17615,Boxing Day,2025-12-26,Family Loaf,Mutare,873,811,0.99,62,0.929
HOLIDAY_REC_15253,Unity Day,2025-12-22,High Energy Brown,Masvingo,2014,1787,1.07,227,0.887
HOLIDAY_REC_1195,New Year's Day,2025-01-01,Whole Wheat,Gweru,1625,1508,1.22,117,0.928
HOLIDAY_REC_2637,National Youth Day,2025-02-21,High Energy White,Chitungwiza,1402,1302,1.27,100,0.929
HOLIDAY_REC_1011,New Year's Day,2025-01-01,Soft White,Harare,1757,1662,1.13,95,0.946
HOLIDAY_REC_4788,Independence Day,2025-04-18,High Energy White,Chitungwiza,1569,1368,1.08,201,0.872
HOLIDAY_REC_19257,Boxing Day,2025-12-26,Seed Loaf,Chitungwiza,2525,2373,1.02,152,0.94
HOLIDAY_REC_12788,Defense Forces Day,2025-08-13,Soft White,Masvingo,1621,1402,1.03,219,0.865
HOLIDAY_REC_4411,Independence Day,2025-04-18,Whole Wheat,Harare,1593,1462,1.22,131,0.918
HOLIDAY_REC_11818,Heroes Day,2025-08-12,High Energy White,Masvingo,1775,1749,1.14,26,0.985
HOLIDAY_REC_18242,Boxing Day,2025-12-26,Whole Wheat,Bulawayo,2443,2099,1.21,344,0.859
HOLIDAY_REC_15596,Unity Day,2025-12-22,High Energy White,Mutare,2055,1856,1.26,199,0.903
HOLIDAY_REC_4615,Independence Day,2025-04-18,High Energy Brown,Gweru,1773,1673,0.91,100,0.944
HOLIDAY_REC_8963,Africa Day,2025-05-25,Soft White,Gweru,1877,1602,1.0,275,0.853
HOLIDAY_REC_17866,Boxing Day,2025-12-26,Wholegrain Brown,Masvingo,764,661,1.03,103,0.865
HOLIDAY_REC_901,New Year's Day,2025-01-01,High Energy White,Harare,803,698,0.94,105,0.869
HOLIDAY_REC_17408,Christmas Day,2025-12-25,Soft White,Chitungwiza,1216,1211,1.05,5,0.996
HOLIDAY_REC_935,New Year's Day,2025-01-01,Seed Loaf,Gweru,904,810,1.0,94,0.896
HOLIDAY_REC_13594,Defense Forces Day,2025-08-13,High Energy White,Mutare,2330,2327,1.02,3,0.999
HOLIDAY_REC_17692,Boxing Day,2025-12-26,Whole Wheat,Mutare,2238,1987,0.93,251,0.888
HOLIDAY_REC_14827,Unity Day,2025-12-22,Family Loaf,Chitungwiza,1400,1212,1.07,188,0.866
HOLIDAY_REC_10317,Heroes Day,2025-08-12,Seed Loaf,Bulawayo,1096,940,1.01,156,0.858
HOLIDAY_REC_3722,Independence Day,2025-04-18,High Energy Brown,Masvingo,2440,2251,1.23,189,0.923
HOLIDAY_REC_4623,Independence Day,2025-04-18,Soft White,Mutare,1146,1018,1.12,128,0.888
HOLIDAY_REC_17748,Boxing Day,2025-12-26,Seed Loaf,Masvingo,1985,1747,1.16,238,0.88
HOLIDAY_REC_10019,Heroes Day,2025-08-12,High Energy Brown,Masvingo,1612,1418,1.14,194,0.88
HOLIDAY_REC_960,New Year's Day,2025-01-01,Family Loaf,Chitungwiza,1976,1869,1.29,107,0.946
HOLIDAY_REC_1149,New Year's Day,2025-01-01,Seed Loaf,Mutare,2573,2471,1.25,102,0.96
HOLIDAY_REC_15244,Unity Day,2025-12-22,Whole Wheat,Mutare,1644,1513,1.07,131,0.92
HOLIDAY_REC_2052,National Youth Day,2025-02-21,Family Loaf,Masvingo,1400,1251,1.08,149,0.894
HOLIDAY_REC_6063,Easter Monday,2025-04-21,High Energy White,Bulawayo,1488,1317,0.92,171,0.885
HOLIDAY_REC_2055,National Youth Day,2025-02-21,Wholegrain Brown,Mutare,1880,1747,1.08,133,0.929
HOLIDAY_REC_2502,National Youth Day,2025-02-21,High Energy Brown,Harare,568,512,1.12,56,0.901
HOLIDAY_REC_5437,Easter Monday,2025-04-21,Whole Wheat,Chitungwiza,1462,1436,1.18,26,0.982
HOLIDAY_REC_6581,Easter Monday,2025-04-21,High Energy Brown,Bulawayo,1697,1625,1.04,72,0.958
HOLIDAY_REC_18892,Boxing Day,2025-12-26,Whole Wheat,Masvingo,2636,2320,1.12,316,0.88
HOLIDAY_REC_12481,Defense Forces Day,2025-08-13,Soft White,Masvingo,866,793,0.91,73,0.916
HOLIDAY_REC_13024,Defense Forces Day,2025-08-13,Whole Wheat,Harare,658,607,0.95,51,0.922
HOLIDAY_REC_2324,National Youth Day,2025-02-21,Soft White,Mutare,1643,1460,1.03,183,0.889
HOLIDAY_REC_13272,Defense Forces Day,2025-08-13,Seed Loaf,Masvingo,730,651,1.02,79,0.892
HOLIDAY_REC_9116,Africa Day,2025-05-25,Wholegrain Brown,Bulawayo,1233,1129,0.96,104,0.916
HOLIDAY_REC_7322,Workers Day,2025-05-01,Wholegrain Brown,Bulawayo,746,727,1.13,19,0.975
HOLIDAY_REC_3487,Independence Day,2025-04-18,High Energy White,Chitungwiza,1816,1732,1.04,84,0.954
HOLIDAY_REC_7552,Workers Day,2025-05-01,Seed Loaf,Harare,1272,1246,1.11,26,0.98
HOLIDAY_REC_8009,Workers Day,2025-05-01,Seed Loaf,Masvingo,1391,1191,1.13,200,0.856
HOLIDAY_REC_13628,Defense Forces Day,2025-08-13,Soft White,Gweru,661,623,1.02,38,0.943
HOLIDAY_REC_11069,Heroes Day,2025-08-12,High Energy White,Harare,1262,1105,1.1,157,0.876
HOLIDAY_REC_6053,Easter Monday,2025-04-21,High Energy Brown,Mutare,2347,2330,1.0,17,0.993
HOLIDAY_REC_19155,Boxing Day,2025-12-26,High Energy Brown,Mutare,727,726,1.01,1,0.999
