waste_id,timestamp,plant_id,stage,sku,qty_waste,waste_reason_code,batch_id,shift,route_id,retailer_id,temperature_at_check,handling_condition,notes,qty waste 
WST_310078,2025-06-11 03:19:59,Willowvale_Plant,post_dispatch,High Energy Brown,94,Quality Failure,,Night,RT_057,STORE_173,26.6,Rough Handling,,94
WST_306866,2025-05-11 12:10:33,Shepperton_Plant,production,Whole Wheat,98,Burnt/Overbaked,BATCH_15287,Afternoon,,,30.5,Rough Handling,,98
WST_309228,2025-06-03 00:20:59,Willowvale_Plant,production,High Energy White,73,Damaged Packaging,BATCH_11302,Morning,,,23.8,Normal,Expired on shelf,73
WST_309290,2025-05-30 02:37:51,Willowvale_Plant,production,Family Loaf,83,Mould Growth,BATCH_15900,Night,,,43.2,Sun Exposure,,83
WST_300008,2025-06-11 11:56:07,Shepperton_Plant,production,Wholegrain Brown,25,Burnt/Overbaked,BATCH_10976,Morning,,,25.1,Rough Handling,,25
WST_310202,2025-07-23 16:53:41,Shepperton_Plant,post_dispatch,Soft White,16,Crushed,,Night,RT_069,STORE_047,18.3,Normal,Damaged during loading,16
WST_305572,2025-01-14 21:25:46,Shepperton_Plant,post_dispatch,Whole Wheat,96,Quality Failure,,Night,RT_013,STORE_110,22.1,Rough Handling,Customer returned,96
WST_307670,2025-03-31 00:06:09,Shepperton_Plant,production,Soft White,46,Mould Growth,BATCH_27910,Night,,,26.5,Sun Exposure,Damaged during loading,46
WST_313744,2025-01-17 10:54:32,Willowvale_Plant,post_dispatch,High Energy Brown,97,Damaged Packaging,,Afternoon,RT_047,STORE_159,27.1,Sun Exposure,Customer returned,97
WST_305514,2025-03-10 01:54:09,Willowvale_Plant,production,High Energy Brown,138,Contaminated,BATCH_10876,Afternoon,,,36.2,Normal,,138
WST_309423,2025-02-15 19:24:34,Shepperton_Plant,post_dispatch,Soft White,102,Underweight,,Morning,RT_052,STORE_158,22.5,Sun Exposure,,102
WST_311415,2025-01-30 12:59:47,Willowvale_Plant,production,Family Loaf,8,Contaminated,BATCH_20092,Night,,,23.6,Condensation,,8
WST_311750,2025-07-02 08:57:20,Shepperton_Plant,production,High Energy Brown,120,Underweight,BATCH_14730,Morning,,,25.5,Condensation,,120
WST_306621,2025-03-05 19:43:34,Shepperton_Plant,post_dispatch,High Energy White,7,Underweight,,Morning,RT_059,STORE_062,20.9,Condensation,,7
WST_302876,2025-02-12 03:36:11,Shepperton_Plant,post_dispatch,Soft White,66,Returned Unsold,,Night,RT_028,STORE_057,27.2,Normal,Damaged during loading,66
WST_309441,2025-04-22 06:15:01,Shepperton_Plant,post_dispatch,High Energy Brown,9,Burnt/Overbaked,,Night,RT_063,STORE_140,23.8,Normal,Customer returned,9
WST_304201,2025-01-03 04:31:13,Willowvale_Plant,post_dispatch,Whole Wheat,8,Contaminated,,Morning,RT_007,STORE_063,20.8,Normal,,8
WST_307337,2025-07-02 10:50:09,Willowvale_Plant,post_dispatch,Whole Wheat,10,Mould Growth,,Afternoon,RT_056,STORE_077,22.3,Rough Handling,Expired on shelf,10
WST_306377,2025-04-23 10:35:33,Willowvale_Plant,post_dispatch,Whole Wheat,56,Burnt/Overbaked,,Night,RT_066,STORE_073,26.8,Rough Handling,Damaged during loading,56
WST_312605,2025-03-02 02:48:05,Willowvale_Plant,post_dispatch,High Energy White,37,Mould Growth,,Morning,RT_062,STORE_199,27.7,Condensation,Expired on shelf,37
WST_303585,2025-01-18 06:52:31,Shepperton_Plant,production,High Energy White,99,Quality Failure,BATCH_27106,Morning,,,25.1,Normal,Expired on shelf,99
WST_304400,2025-03-20 22:05:53,Willowvale_Plant,post_dispatch,Wholegrain Brown,150,Mould Growth,,Night,RT_026,STORE_001,26.8,Heat Damage,Expired on shelf,150
WST_313964,2025-05-07 09:56:01,Willowvale_Plant,post_dispatch,Family Loaf,143,Expired,,Morning,RT_025,STORE_045,34.5,Heat Damage,Expired on shelf,143
WST_304641,2025-06-03 07:20:26,Willowvale_Plant,production,Whole Wheat,111,Stale,BATCH_24127,Afternoon,,,19.5,Normal,,111
WST_306927,2025-03-16 02:47:59,Willowvale_Plant,post_dispatch,Whole Wheat,142,Underweight,,Afternoon,RT_036,STORE_167,37.1,Sun Exposure,Customer returned,142
WST_305768,2025-02-21 04:15:40,Shepperton_Plant,post_dispatch,Whole Wheat,39,Underweight,,Night,RT_003,STORE_143,20.1,Normal,,39
WST_311247,2025-05-16 04:40:10,Shepperton_Plant,post_dispatch,High Energy Brown,87,Underweight,,Afternoon,RT_056,STORE_087,25.1,Normal,,87
WST_313528,2025-05-15 19:19:54,Willowvale_Plant,production,Soft White,119,Returned Unsold,BATCH_15580,Morning,,,27.2,Rough Handling,Customer returned,119
WST_307529,2025-02-13 17:12:53,Willowvale_Plant,post_dispatch,Whole Wheat,66,Underweight,,Night,RT_060,STORE_159,24.8,Rough Handling,,66
WST_309598,2025-01-17 06:34:45,Shepperton_Plant,post_dispatch,Whole Wheat,148,Crushed,,Night,RT_003,STORE_086,21.1,Sun Exposure,,148
WST_302954,2025-04-08 19:31:55,Shepperton_Plant,post_dispatch,High Energy Brown,14,Expired,,Morning,RT_038,STORE_119,20.6,Normal,Damaged during loading,14
WST_310779,2025-06-14 20:53:19,Shepperton_Plant,production,Family Loaf,157,Returned Unsold,BATCH_20490,Morning,,,31.1,Condensation,Damaged during loading,157
WST_310483,2025-06-06 13:31:29,Shepperton_Plant,post_dispatch,Family Loaf,19,Returned Unsold,,Night,RT_017,STORE_057,26.2,Condensation,,19
WST_309389,2025-04-21 18:48:15,Willowvale_Plant,post_dispatch,Whole Wheat,38,Quality Failure,,Night,RT_036,STORE_118,24.9,Heat Damage,Expired on shelf,38
WST_300747,2025-07-07 10:03:34,Shepperton_Plant,post_dispatch,Wholegrain Brown,29,Returned Unsold,,Afternoon,RT_020,STORE_127,27.2,Normal,,29
WST_313984,2025-03-30 14:33:48,Shepperton_Plant,production,High Energy White,136,Contaminated,BATCH_10568,Morning,,,22.3,Heat Damage,Damaged during loading,136
WST_309605,2025-01-27 20:52:34,Willowvale_Plant,production,Wholegrain Brown,52,Quality Failure,BATCH_23643,Night,,,26.6,Rough Handling,,52
WST_313499,2025-02-07 17:56:05,Shepperton_Plant,production,Family Loaf,26,Contaminated,BATCH_28790,Afternoon,,,18.7,Heat Damage,Damaged during loading,26
WST_307012,2025-02-09 14:18:23,Willowvale_Plant,production,High Energy White,113,Quality Failure,BATCH_12621,Morning,,,20.6,Rough Handling,Customer returned,113
WST_308606,2025-02-09 16:54:20,Willowvale_Plant,production,High Energy White,23,Returned Unsold,BATCH_19052,Afternoon,,,27.3,Normal,Damaged during loading,23
WST_302002,2025-04-10 10:02:27,Willowvale_Plant,production,High Energy White,52,Damaged Packaging,BATCH_12998,Night,,,36.0,Heat Damage,Damaged during loading,52
WST_310467,2025-05-11 20:16:45,Willowvale_Plant,post_dispatch,Soft White,110,Damaged Packaging,,Morning,RT_009,STORE_029,21.4,Sun Exposure,,110
WST_312227,2025-01-22 09:55:23,Shepperton_Plant,production,Family Loaf,25,Stale,BATCH_19895,Afternoon,,,26.8,Normal,,25
WST_313427,2025-04-23 13:54:13,Willowvale_Plant,production,Seed Loaf,74,Expired,BATCH_22294,Morning,,,21.2,Sun Exposure,Damaged during loading,74
WST_307722,2025-06-15 08:48:33,Shepperton_Plant,production,Whole Wheat,140,Expired,BATCH_19711,Morning,,,22.5,Condensation,,140
WST_307320,2025-02-03 04:04:53,Shepperton_Plant,post_dispatch,Whole Wheat,116,Mould Growth,,Morning,RT_049,STORE_199,18.8,Heat Damage,,116
WST_305436,2025-01-01 08:01:25,Shepperton_Plant,production,Seed Loaf,173,Stale,BATCH_27600,Afternoon,,,23.3,Sun Exposure,Damaged during loading,173
WST_310718,2025-03-15 12:44:16,Shepperton_Plant,production,Seed Loaf,10,Expired,BATCH_22540,Afternoon,,,26.8,Heat Damage,Customer returned,10
WST_304342,2025-03-14 11:28:14,Willowvale_Plant,post_dispatch,Soft White,20,Contaminated,,Morning,RT_069,STORE_135,19.0,Sun Exposure,Expired on shelf,20
WST_305098,2025-07-20 13:27:34,Shepperton_Plant,post_dispatch,Family Loaf,55,Expired,,Afternoon,RT_042,STORE_112,38.0,Rough Handling,Expired on shelf,55
WST_302034,2025-06-03 21:22:18,Shepperton_Plant,production,Wholegrain Brown,158,Underweight,BATCH_19822,Morning,,,22.3,Normal,Customer returned,158
WST_302519,2025-06-17 20:41:31,Willowvale_Plant,post_dispatch,Seed Loaf,17,Underweight,,Night,RT_053,STORE_031,24.9,Condensation,Expired on shelf,17
WST_305928,2025-06-25 02:07:47,Shepperton_Plant,production,Family Loaf,179,Damaged Packaging,BATCH_22066,Afternoon,,,24.7,Sun Exposure,,179
WST_308324,2025-02-26 22:28:34,Willowvale_Plant,production,Wholegrain Brown,155,Burnt/Overbaked,BATCH_13524,Morning,,,23.7,Heat Damage,Customer returned,155
WST_308938,2025-01-23 04:58:35,Shepperton_Plant,production,Wholegrain Brown,62,Damaged Packaging,BATCH_18189,Morning,,,20.0,Sun Exposure,,62
WST_304742,2025-02-02 17:29:14,Shepperton_Plant,production,Soft White,38,Burnt/Overbaked,BATCH_19156,Morning,,,40.4,Condensation,Customer returned,38
WST_309182,2025-02-27 13:26:38,Willowvale_Plant,post_dispatch,Seed Loaf,107,Damaged Packaging,,Morning,RT_048,STORE_173,18.5,Rough Handling,Expired on shelf,107
WST_312091,2025-03-03 08:53:47,Willowvale_Plant,post_dispatch,Soft White,162,Mould Growth,,Morning,RT_065,STORE_158,23.5,Heat Damage,,162
WST_308094,2025-06-29 17:36:38,Shepperton_Plant,production,High Energy White,139,Damaged Packaging,BATCH_11772,Morning,,,42.3,Heat Damage,,139
WST_311872,2025-04-18 07:18:45,Willowvale_Plant,post_dispatch,High Energy Brown,21,Returned Unsold,,Morning,RT_026,STORE_115,18.6,Heat Damage,,21
WST_303369,2025-05-24 07:43:48,Willowvale_Plant,post_dispatch,Family Loaf,81,Expired,,Night,RT_006,STORE_180,20.5,Rough Handling,Customer returned,81
WST_304411,2025-01-17 09:54:20,Shepperton_Plant,production,High Energy White,26,Burnt/Overbaked,BATCH_24479,Night,,,43.5,Heat Damage,,26
WST_306779,2025-07-21 19:48:37,Shepperton_Plant,post_dispatch,Seed Loaf,170,Underweight,,Night,RT_009,STORE_099,24.8,Normal,,170
WST_313670,2025-04-15 04:01:25,Willowvale_Plant,post_dispatch,Family Loaf,32,Contaminated,,Morning,RT_059,STORE_152,26.5,Normal,Damaged during loading,32
WST_304398,2025-06-15 22:16:34,Willowvale_Plant,production,Family Loaf,36,Quality Failure,BATCH_15921,Afternoon,,,26.0,Heat Damage,Expired on shelf,36
WST_304783,2025-01-20 00:24:43,Shepperton_Plant,production,Family Loaf,35,Burnt/Overbaked,BATCH_29786,Afternoon,,,18.9,Rough Handling,Expired on shelf,35
WST_309745,2025-05-31 22:54:39,Willowvale_Plant,production,Whole Wheat,133,Burnt/Overbaked,BATCH_21295,Night,,,18.0,Rough Handling,Expired on shelf,133
WST_303559,2025-07-03 17:02:08,Shepperton_Plant,production,Seed Loaf,94,Returned Unsold,BATCH_17188,Afternoon,,,26.7,Heat Damage,Customer returned,94
WST_302417,2025-03-08 21:21:17,Shepperton_Plant,production,Family Loaf,23,Crushed,BATCH_27137,Morning,,,25.7,Normal,Customer returned,23
WST_306697,2025-07-03 20:49:41,Willowvale_Plant,production,Family Loaf,82,Crushed,BATCH_21766,Morning,,,26.8,Rough Handling,,82
WST_308654,2025-02-19 15:39:51,Shepperton_Plant,production,Soft White,121,Stale,BATCH_29563,Morning,,,18.6,Normal,,121
WST_302471,2025-07-25 11:34:09,Willowvale_Plant,post_dispatch,Whole Wheat,60,Burnt/Overbaked,,Afternoon,RT_048,STORE_152,25.2,Rough Handling,,60
WST_306942,2025-06-06 20:51:36,Shepperton_Plant,post_dispatch,Wholegrain Brown,23,Damaged Packaging,,Afternoon,RT_018,STORE_086,20.6,Condensation,Expired on shelf,23
WST_310701,2025-06-09 04:16:37,Shepperton_Plant,production,Wholegrain Brown,161,Damaged Packaging,BATCH_15262,Afternoon,,,21.6,Heat Damage,,161
WST_307503,2025-01-05 22:35:41,Willowvale_Plant,production,High Energy White,120,Contaminated,BATCH_24701,Night,,,24.3,Condensation,,120
WST_307946,2025-07-25 16:56:47,Shepperton_Plant,post_dispatch,Whole Wheat,76,Returned Unsold,,Night,RT_049,STORE_033,20.0,Rough Handling,Customer returned,76
WST_308083,2025-06-29 22:44:48,Willowvale_Plant,post_dispatch,Soft White,176,Quality Failure,,Afternoon,RT_020,STORE_121,20.2,Normal,Customer returned,176
WST_303589,2025-04-12 04:47:42,Shepperton_Plant,post_dispatch,Wholegrain Brown,76,Quality Failure,,Afternoon,RT_068,STORE_110,37.9,Normal,,76
WST_311356,2025-01-08 06:25:01,Shepperton_Plant,production,Family Loaf,88,Returned Unsold,BATCH_21844,Afternoon,,,24.9,Sun Exposure,,88
WST_307784,2025-03-29 10:55:42,Shepperton_Plant,production,Wholegrain Brown,163,Crushed,BATCH_18036,Night,,,35.4,Normal,,163
WST_308911,2025-05-08 14:14:34,Shepperton_Plant,post_dispatch,Whole Wheat,169,Mould Growth,,Afternoon,RT_030,STORE_006,25.6,Rough Handling,Damaged during loading,169
WST_312097,2025-06-12 00:53:51,Shepperton_Plant,post_dispatch,Whole Wheat,43,Crushed,,Morning,RT_019,STORE_181,23.0,Normal,Customer returned,43
WST_308790,2025-04-12 09:55:27,Willowvale_Plant,production,Whole Wheat,63,Expired,BATCH_28875,Morning,,,24.8,Rough Handling,Expired on shelf,63
WST_307976,2025-03-12 21:47:43,Shepperton_Plant,post_dispatch,Whole Wheat,94,Expired,,Night,RT_006,STORE_145,20.9,Normal,Customer returned,94
WST_311864,2025-06-16 05:08:30,Shepperton_Plant,production,Family Loaf,88,Returned Unsold,BATCH_21719,Afternoon,,,25.9,Rough Handling,Damaged during loading,88
WST_305006,2025-07-29 13:59:04,Shepperton_Plant,post_dispatch,Whole Wheat,102,Mould Growth,,Morning,RT_012,STORE_181,26.7,Sun Exposure,Expired on shelf,102
WST_307649,2025-04-15 12:31:12,Shepperton_Plant,production,Seed Loaf,147,Quality Failure,BATCH_16056,Afternoon,,,23.6,Normal,,147
WST_311323,2025-05-19 18:03:41,Willowvale_Plant,production,Seed Loaf,131,Underweight,BATCH_16478,Morning,,,19.6,Heat Damage,,131
WST_305948,2025-06-19 08:39:47,Shepperton_Plant,post_dispatch,Family Loaf,100,Mould Growth,,Morning,RT_067,STORE_110,24.0,Condensation,,100
WST_308902,2025-05-25 13:14:49,Shepperton_Plant,production,High Energy Brown,41,Returned Unsold,BATCH_13409,Night,,,22.9,Rough Handling,Expired on shelf,41
WST_311602,2025-01-27 01:07:57,Willowvale_Plant,post_dispatch,Soft White,24,Stale,,Afternoon,RT_028,STORE_152,22.1,Condensation,,24
WST_312032,2025-03-07 18:54:14,Willowvale_Plant,post_dispatch,Family Loaf,146,Burnt/Overbaked,,Night,RT_017,STORE_025,26.5,Sun Exposure,Damaged during loading,146
WST_313992,2025-05-04 21:02:29,Shepperton_Plant,post_dispatch,Seed Loaf,86,Contaminated,,Night,RT_009,STORE_089,27.2,Condensation,Customer returned,86
WST_300586,2025-02-21 16:19:10,Shepperton_Plant,production,Wholegrain Brown,116,Quality Failure,BATCH_25381,Afternoon,,,26.4,Rough Handling,Damaged during loading,116
WST_313754,2025-02-11 03:31:30,Shepperton_Plant,post_dispatch,High Energy Brown,178,Crushed,,Morning,RT_035,STORE_039,27.4,Heat Damage,Damaged during loading,178
WST_303290,2025-03-13 06:12:18,Willowvale_Plant,post_dispatch,Whole Wheat,54,Damaged Packaging,,Morning,RT_033,STORE_002,25.5,Rough Handling,,54
WST_305349,2025-04-07 00:32:15,Shepperton_Plant,post_dispatch,Family Loaf,163,Contaminated,,Night,RT_046,STORE_042,20.1,Rough Handling,Customer returned,163
WST_305437,2025-02-23 03:12:03,Willowvale_Plant,post_dispatch,High Energy White,116,Burnt/Overbaked,,Afternoon,RT_001,STORE_186,22.4,Rough Handling,,116
WST_313551,2025-04-06 12:09:56,Shepperton_Plant,post_dispatch,High Energy White,123,Contaminated,,Night,RT_004,STORE_087,18.7,Normal,,123
WST_308534,2025-06-09 02:45:50,Willowvale_Plant,post_dispatch,Wholegrain Brown,165,Damaged Packaging,,Afternoon,RT_040,STORE_177,23.1,Condensation,Damaged during loading,165
WST_307073,2025-01-06 00:39:28,Willowvale_Plant,post_dispatch,Family Loaf,38,Contaminated,,Afternoon,RT_033,STORE_064,23.2,Rough Handling,Damaged during loading,38
WST_303550,2025-03-21 07:35:02,Willowvale_Plant,production,High Energy White,136,Crushed,BATCH_18462,Night,,,27.0,Rough Handling,Damaged during loading,136
WST_304878,2025-02-24 13:33:06,Willowvale_Plant,production,Soft White,126,Burnt/Overbaked,BATCH_15830,Night,,,26.9,Heat Damage,Expired on shelf,126
WST_310484,2025-03-19 13:37:08,Shepperton_Plant,production,Seed Loaf,107,Quality Failure,BATCH_26866,Night,,,21.3,Rough Handling,Damaged during loading,107
WST_304785,2025-05-17 11:24:30,Shepperton_Plant,post_dispatch,Family Loaf,152,Stale,,Morning,RT_020,STORE_169,19.6,Sun Exposure,Expired on shelf,152
WST_311438,2025-01-12 12:44:30,Willowvale_Plant,post_dispatch,Whole Wheat,89,Damaged Packaging,,Night,RT_042,STORE_162,20.4,Condensation,,89
WST_302974,2025-01-28 12:48:27,Shepperton_Plant,post_dispatch,Soft White,146,Underweight,,Night,RT_019,STORE_081,18.2,Condensation,,146
WST_302412,2025-03-22 06:08:26,Willowvale_Plant,post_dispatch,Whole Wheat,25,Damaged Packaging,,Morning,RT_002,STORE_182,22.2,Heat Damage,,25
WST_305970,2025-07-23 03:00:54,Shepperton_Plant,post_dispatch,High Energy White,119,Expired,,Night,RT_039,STORE_081,18.1,Heat Damage,Customer returned,119
WST_306714,2025-06-01 18:56:13,Shepperton_Plant,post_dispatch,Family Loaf,129,Returned Unsold,,Afternoon,RT_018,STORE_193,18.7,Heat Damage,,129
WST_308893,2025-07-13 22:20:47,Shepperton_Plant,production,High Energy Brown,19,Damaged Packaging,BATCH_26172,Night,,,19.1,Sun Exposure,Damaged during loading,19
WST_309043,2025-04-11 10:26:36,Willowvale_Plant,production,High Energy Brown,78,Quality Failure,BATCH_26217,Night,,,24.5,Normal,Expired on shelf,78
WST_305958,2025-04-26 11:31:06,Shepperton_Plant,production,High Energy White,84,Underweight,BATCH_28627,Night,,,21.5,Rough Handling,Expired on shelf,84
WST_303025,2025-04-20 01:26:34,Shepperton_Plant,post_dispatch,Whole Wheat,136,Returned Unsold,,Night,RT_028,STORE_188,27.2,Heat Damage,,136
WST_311387,2025-06-12 01:30:02,Willowvale_Plant,post_dispatch,High Energy White,31,Expired,,Afternoon,RT_024,STORE_056,21.7,Condensation,Damaged during loading,31
WST_303660,2025-03-17 11:34:49,Willowvale_Plant,production,High Energy Brown,53,Expired,BATCH_15553,Afternoon,,,35.7,Condensation,Customer returned,53
WST_308614,2025-01-09 23:39:45,Shepperton_Plant,production,Seed Loaf,15,Damaged Packaging,BATCH_28568,Night,,,19.1,Sun Exposure,Customer returned,15
WST_308885,2025-07-06 02:25:40,Shepperton_Plant,production,Seed Loaf,162,Expired,BATCH_21077,Afternoon,,,24.1,Rough Handling,Damaged during loading,162
WST_308814,2025-03-04 18:30:44,Willowvale_Plant,production,Soft White,31,Burnt/Overbaked,BATCH_11226,Morning,,,22.6,Rough Handling,Customer returned,31
WST_308925,2025-04-03 08:33:53,Shepperton_Plant,post_dispatch,Wholegrain Brown,108,Burnt/Overbaked,,Night,RT_016,STORE_158,36.2,Condensation,Expired on shelf,108
WST_313300,2025-02-20 06:54:59,Willowvale_Plant,production,Soft White,30,Stale,BATCH_28031,Morning,,,21.8,Sun Exposure,Damaged during loading,30
WST_306431,2025-06-08 13:17:28,Willowvale_Plant,post_dispatch,Whole Wheat,22,Quality Failure,,Night,RT_064,STORE_181,23.4,Sun Exposure,,22
WST_310402,2025-02-05 01:55:48,Shepperton_Plant,production,High Energy White,67,Burnt/Overbaked,BATCH_21743,Afternoon,,,24.4,Rough Handling,,67
WST_305129,2025-01-11 04:33:52,Willowvale_Plant,production,High Energy Brown,11,Burnt/Overbaked,BATCH_22137,Night,,,22.6,Sun Exposure,Customer returned,11
WST_301430,2025-04-06 21:22:40,Shepperton_Plant,production,Whole Wheat,25,Crushed,BATCH_28049,Morning,,,23.9,Rough Handling,,25
WST_305015,2025-06-08 09:47:38,Willowvale_Plant,production,High Energy White,163,Quality Failure,BATCH_23501,Night,,,39.4,Normal,Customer returned,163
WST_310520,2025-01-27 05:19:05,Willowvale_Plant,production,High Energy White,151,Crushed,BATCH_16152,Morning,,,44.4,Condensation,,151
WST_306955,2025-02-26 13:16:42,Willowvale_Plant,production,Whole Wheat,137,Stale,BATCH_10695,Afternoon,,,19.8,Condensation,Expired on shelf,137
WST_302254,2025-05-25 07:06:32,Shepperton_Plant,production,Family Loaf,157,Contaminated,BATCH_28767,Night,,,20.6,Heat Damage,Damaged during loading,157
WST_300047,2025-01-04 03:30:36,Shepperton_Plant,post_dispatch,High Energy Brown,143,Crushed,,Afternoon,RT_036,STORE_117,27.6,Normal,Expired on shelf,143
WST_311073,2025-05-18 22:44:21,Shepperton_Plant,production,High Energy White,57,Quality Failure,BATCH_28246,Afternoon,,,23.3,Rough Handling,Customer returned,57
WST_305899,2025-02-07 13:54:09,Willowvale_Plant,post_dispatch,Wholegrain Brown,81,Mould Growth,,Night,RT_008,STORE_191,19.4,Normal,Damaged during loading,81
WST_309868,2025-06-11 01:32:32,Shepperton_Plant,post_dispatch,High Energy Brown,32,Quality Failure,,Afternoon,RT_013,STORE_098,25.3,Condensation,Damaged during loading,32
WST_311617,2025-06-26 06:53:35,Willowvale_Plant,production,High Energy White,158,Quality Failure,BATCH_20726,Night,,,27.6,Sun Exposure,Damaged during loading,158
WST_308422,2025-05-31 23:38:08,Shepperton_Plant,production,Soft White,142,Expired,BATCH_12458,Morning,,,26.5,Heat Damage,,142
WST_306161,2025-03-03 00:23:30,Willowvale_Plant,post_dispatch,Soft White,73,Returned Unsold,,Night,RT_019,STORE_180,25.3,Normal,Damaged during loading,73
WST_302019,2025-07-28 17:30:24,Willowvale_Plant,post_dispatch,Wholegrain Brown,166,Stale,,Night,RT_042,STORE_099,21.3,Sun Exposure,Damaged during loading,166
WST_306174,2025-02-09 21:27:19,Willowvale_Plant,post_dispatch,High Energy Brown,98,Burnt/Overbaked,,Night,RT_017,STORE_134,22.6,Heat Damage,,98
WST_306688,2025-02-08 03:24:13,Shepperton_Plant,production,Seed Loaf,69,Damaged Packaging,BATCH_23400,Afternoon,,,21.4,Normal,,69
WST_302301,2025-02-28 16:51:55,Willowvale_Plant,production,Family Loaf,66,Contaminated,BATCH_19891,Afternoon,,,22.7,Condensation,Damaged during loading,66
WST_303724,2025-07-10 01:16:47,Willowvale_Plant,production,High Energy Brown,111,Returned Unsold,BATCH_28799,Afternoon,,,23.5,Heat Damage,Expired on shelf,111
WST_308035,2025-07-26 05:27:31,Willowvale_Plant,post_dispatch,Wholegrain Brown,13,Quality Failure,,Night,RT_018,STORE_032,20.6,Sun Exposure,Customer returned,13
WST_306270,2025-05-04 01:59:40,Willowvale_Plant,production,Whole Wheat,138,Underweight,BATCH_28778,Afternoon,,,40.2,Heat Damage,Damaged during loading,138
WST_311042,2025-05-15 09:33:57,Shepperton_Plant,production,High Energy Brown,10,Damaged Packaging,BATCH_14677,Night,,,27.7,Heat Damage,,10
WST_301662,2025-02-05 03:38:19,Shepperton_Plant,production,High Energy White,15,Returned Unsold,BATCH_10461,Morning,,,27.1,Sun Exposure,Customer returned,15
WST_313681,2025-07-15 06:53:55,Willowvale_Plant,post_dispatch,Seed Loaf,32,Expired,,Night,RT_051,STORE_057,26.1,Normal,Customer returned,32
WST_311266,2025-07-24 03:22:09,Willowvale_Plant,production,High Energy White,74,Mould Growth,BATCH_14336,Morning,,,19.2,Condensation,Damaged during loading,74
WST_304450,2025-01-14 17:40:37,Willowvale_Plant,post_dispatch,Seed Loaf,148,Contaminated,,Night,RT_068,STORE_023,22.4,Heat Damage,Expired on shelf,148
WST_313247,2025-04-01 16:50:06,Shepperton_Plant,production,High Energy Brown,87,Underweight,BATCH_23705,Morning,,,22.9,Sun Exposure,,87
WST_302067,2025-02-07 09:33:05,Willowvale_Plant,production,Seed Loaf,91,Stale,BATCH_28025,Afternoon,,,39.2,Rough Handling,Customer returned,91
WST_300385,2025-01-01 13:38:35,Shepperton_Plant,post_dispatch,High Energy White,64,Crushed,,Night,RT_064,STORE_103,21.1,Heat Damage,,64
WST_309601,2025-06-22 22:33:52,Willowvale_Plant,production,Soft White,149,Contaminated,BATCH_22001,Night,,,25.9,Condensation,Damaged during loading,149
WST_310758,2025-07-12 05:13:37,Shepperton_Plant,post_dispatch,High Energy White,137,Contaminated,,Afternoon,RT_032,STORE_058,19.8,Rough Handling,,137
WST_307525,2025-06-19 09:53:32,Willowvale_Plant,post_dispatch,High Energy Brown,116,Damaged Packaging,,Night,RT_051,STORE_056,18.1,Normal,Customer returned,116
WST_306114,2025-02-04 11:44:05,Willowvale_Plant,post_dispatch,High Energy Brown,41,Contaminated,,Morning,RT_064,STORE_188,18.8,Heat Damage,Expired on shelf,41
WST_307719,2025-04-07 03:28:51,Willowvale_Plant,production,High Energy White,52,Quality Failure,BATCH_18481,Afternoon,,,22.8,Condensation,,52
WST_311971,2025-05-05 22:40:14,Willowvale_Plant,post_dispatch,Soft White,171,Underweight,,Afternoon,RT_040,STORE_050,23.3,Heat Damage,,171
WST_301713,2025-05-23 05:55:37,Shepperton_Plant,production,Soft White,28,Crushed,BATCH_27945,Morning,,,22.0,Condensation,,28
WST_313234,2025-06-18 17:02:43,Shepperton_Plant,production,Family Loaf,87,Quality Failure,BATCH_27363,Afternoon,,,20.7,Normal,Damaged during loading,87
WST_312782,2025-03-28 13:42:53,Shepperton_Plant,post_dispatch,Whole Wheat,38,Expired,,Night,RT_068,STORE_075,22.4,Condensation,,38
WST_308375,2025-01-14 13:29:18,Shepperton_Plant,production,Family Loaf,148,Mould Growth,BATCH_29707,Morning,,,24.0,Normal,,148
WST_302988,2025-03-09 06:56:15,Willowvale_Plant,production,High Energy White,31,Mould Growth,BATCH_12884,Afternoon,,,23.6,Sun Exposure,,31
WST_309193,2025-06-04 20:34:19,Shepperton_Plant,production,High Energy Brown,88,Damaged Packaging,BATCH_26963,Morning,,,26.6,Rough Handling,,88
WST_307919,2025-04-29 08:18:45,Willowvale_Plant,post_dispatch,High Energy Brown,19,Damaged Packaging,,Night,RT_032,STORE_020,23.4,Condensation,Damaged during loading,19
WST_300749,2025-04-07 22:35:41,Shepperton_Plant,production,High Energy White,148,Quality Failure,BATCH_14136,Morning,,,25.3,Heat Damage,,148
WST_305425,2025-02-24 06:32:13,Willowvale_Plant,production,Whole Wheat,18,Stale,BATCH_21397,Night,,,27.3,Heat Damage,,18
WST_310338,2025-05-22 15:52:07,Willowvale_Plant,post_dispatch,Seed Loaf,87,Mould Growth,,Night,RT_036,STORE_120,22.7,Sun Exposure,,87
WST_302995,2025-01-07 02:51:54,Shepperton_Plant,production,Family Loaf,155,Quality Failure,BATCH_10152,Morning,,,19.4,Condensation,Damaged during loading,155
WST_309878,2025-04-29 14:33:52,Shepperton_Plant,post_dispatch,High Energy White,21,Expired,,Afternoon,RT_034,STORE_078,23.5,Sun Exposure,Customer returned,21
WST_302980,2025-01-28 03:35:04,Shepperton_Plant,production,High Energy Brown,17,Expired,BATCH_20269,Night,,,26.8,Sun Exposure,Damaged during loading,17
