return_id,timestamp,route_id,retailer_id,sku,qty_returned,reason_code,notes,temperature_at_return,handling_condition,qty returned 
RET_201566,2025-01-27 20:38:08,RT_054,STORE_095,Soft White,3,Wrong Delivery,Packaging issue,25.7,Normal,3
RET_209781,2025-02-24 10:54:23,RT_044,STORE_118,Wholegrain Brown,44,Stale,Packaging issue,43.6,Normal,44
RET_206149,2025-01-26 08:57:51,RT_049,STORE_063,Soft White,62,Wrong Delivery,Late delivery,23.1,Exposure to Sun,62
RET_208000,2025-03-10 09:53:58,RT_019,STORE_057,High Energy Brown,20,Expired,Damaged on shelf,25.6,Exposure to Sun,20
RET_202620,2025-03-18 11:31:52,RT_056,STORE_183,Soft White,109,Returned Unsold,Packaging issue,27.1,Condensation,109
RET_211216,2025-06-14 19:38:49,RT_005,STORE_131,High Energy White,47,Wrong Delivery,Damaged on shelf,25.2,Temperature Abuse,47
RET_204985,2025-02-28 21:28:59,RT_055,STORE_081,Whole Wheat,20,Expired,,23.4,Normal,20
RET_202613,2025-04-28 16:31:33,RT_044,STORE_084,Whole Wheat,26,Mould Growth,,24.1,Poor Handling,26
RET_208184,2025-06-14 06:28:32,RT_041,STORE_073,Wholegrain Brown,24,Wrong Delivery,,20.0,Exposure to Sun,24
RET_210984,2025-03-29 00:41:10,RT_053,STORE_170,Wholegrain Brown,71,Damaged Packaging,,39.0,Condensation,71
RET_209751,2025-06-26 07:00:30,RT_041,STORE_060,Whole Wheat,110,Expired,Damaged on shelf,26.8,Poor Handling,110
RET_212544,2025-06-01 11:47:42,RT_057,STORE_157,Family Loaf,12,Returned Unsold,,20.0,Normal,12
RET_204828,2025-06-24 01:31:18,RT_007,STORE_183,High Energy White,21,Damaged Packaging,Customer complaints,22.4,Exposure to Sun,21
RET_201011,2025-02-19 02:09:21,RT_040,STORE_092,Wholegrain Brown,57,Mould Growth,Damaged on shelf,18.6,Poor Handling,57
RET_204411,2025-01-17 09:54:20,RT_034,STORE_148,Wholegrain Brown,114,Returned Unsold,,38.9,Temperature Abuse,114
RET_205725,2025-03-01 06:49:54,RT_027,STORE_102,Wholegrain Brown,99,Expired,Customer complaints,25.8,Normal,99
RET_208482,2025-02-07 00:10:18,RT_012,STORE_177,Wholegrain Brown,60,Expired,,23.6,Poor Handling,60
RET_205701,2025-07-06 08:49:13,RT_021,STORE_084,High Energy Brown,55,Expired,Late delivery,26.7,Poor Handling,55
RET_207499,2025-01-23 08:45:03,RT_049,STORE_035,Wholegrain Brown,64,Stale,Packaging issue,25.7,Normal,64
RET_202685,2025-03-07 09:59:04,RT_063,STORE_068,Family Loaf,75,Stale,Packaging issue,25.6,Exposure to Sun,75
RET_212791,2025-02-05 21:03:35,RT_033,STORE_059,Family Loaf,85,Damaged Packaging,,25.4,Temperature Abuse,85
RET_211360,2025-01-19 09:10:53,RT_018,STORE_142,High Energy Brown,109,Crushed/Squashed,Late delivery,18.4,Condensation,109
RET_203315,2025-04-26 21:29:45,RT_063,STORE_145,Soft White,109,Stale,Packaging issue,19.2,Normal,109
RET_209896,2025-04-05 20:52:02,RT_043,STORE_117,Family Loaf,99,Damaged Packaging,Late delivery,21.0,Poor Handling,99
RET_212950,2025-02-11 05:44:29,RT_058,STORE_111,Seed Loaf,104,Damaged Packaging,Customer complaints,40.1,Temperature Abuse,104
RET_212271,2025-02-26 03:17:38,RT_048,STORE_115,Wholegrain Brown,29,Returned Unsold,Packaging issue,18.5,Condensation,29
RET_203418,2025-06-16 07:39:12,RT_011,STORE_001,High Energy Brown,106,Returned Unsold,Packaging issue,19.2,Temperature Abuse,106
RET_203107,2025-02-23 01:35:46,RT_025,STORE_137,Whole Wheat,95,Crushed/Squashed,Late delivery,20.9,Temperature Abuse,95
RET_212673,2025-04-06 07:30:22,RT_003,STORE_124,Seed Loaf,2,Returned Unsold,Damaged on shelf,19.7,Poor Handling,2
RET_205896,2025-06-07 22:20:19,RT_043,STORE_084,Whole Wheat,13,Returned Unsold,Packaging issue,22.0,Temperature Abuse,13
RET_209040,2025-04-12 04:54:07,RT_054,STORE_011,Seed Loaf,24,Mould Growth,Damaged on shelf,33.7,Exposure to Sun,24
RET_211200,2025-06-25 06:52:18,RT_040,STORE_070,High Energy Brown,114,Expired,Late delivery,23.3,Temperature Abuse,114
RET_205113,2025-02-23 03:34:47,RT_059,STORE_034,Wholegrain Brown,64,Returned Unsold,Customer complaints,18.6,Temperature Abuse,64
RET_203647,2025-06-18 23:45:19,RT_040,STORE_012,Soft White,35,Returned Unsold,,19.5,Poor Handling,35
RET_211742,2025-01-04 16:05:52,RT_061,STORE_137,Soft White,107,Damaged Packaging,Packaging issue,18.7,Condensation,107
RET_201345,2025-02-21 04:13:10,RT_014,STORE_167,High Energy Brown,102,Crushed/Squashed,,20.8,Normal,102
RET_201444,2025-01-17 17:01:57,RT_067,STORE_139,High Energy White,84,Wrong Delivery,Late delivery,22.5,Poor Handling,84
RET_205186,2025-01-25 00:44:19,RT_058,STORE_007,High Energy Brown,99,Returned Unsold,,22.8,Normal,99
RET_210837,2025-04-13 11:36:44,RT_013,STORE_108,High Energy White,93,Mould Growth,Packaging issue,36.5,Exposure to Sun,93
RET_205651,2025-07-21 17:24:00,RT_010,STORE_144,Whole Wheat,2,Damaged Packaging,Damaged on shelf,19.7,Exposure to Sun,2
RET_208406,2025-07-08 08:23:26,RT_010,STORE_009,Whole Wheat,62,Mould Growth,Damaged on shelf,20.8,Exposure to Sun,62
RET_202422,2025-07-05 19:01:33,RT_067,STORE_074,Whole Wheat,3,Returned Unsold,,23.7,Exposure to Sun,3
RET_206075,2025-05-01 17:51:31,RT_046,STORE_186,Whole Wheat,26,Crushed/Squashed,Customer complaints,27.2,Temperature Abuse,26
RET_202732,2025-03-28 09:38:26,RT_049,STORE_001,Seed Loaf,56,Mould Growth,Packaging issue,22.5,Exposure to Sun,56
RET_200080,2025-07-05 08:10:46,RT_013,STORE_023,Soft White,111,Expired,Late delivery,19.8,Normal,111
RET_206461,2025-05-28 08:51:57,RT_002,STORE_133,Wholegrain Brown,94,Crushed/Squashed,,25.2,Exposure to Sun,94
RET_206258,2025-01-28 17:45:16,RT_009,STORE_131,High Energy White,46,Crushed/Squashed,Late delivery,18.5,Exposure to Sun,46
RET_200335,2025-06-24 06:56:00,RT_039,STORE_031,Seed Loaf,87,Returned Unsold,Customer complaints,22.7,Poor Handling,87
RET_208642,2025-07-28 10:56:43,RT_009,STORE_058,Seed Loaf,100,Crushed/Squashed,,43.0,Normal,100
RET_207318,2025-01-08 03:30:23,RT_033,STORE_079,Seed Loaf,27,Stale,Damaged on shelf,18.8,Poor Handling,27
RET_211512,2025-04-18 07:20:30,RT_052,STORE_046,Family Loaf,16,Returned Unsold,,20.7,Condensation,16
RET_201572,2025-06-21 15:17:25,RT_043,STORE_061,Soft White,39,Wrong Delivery,,25.0,Condensation,39
RET_208938,2025-01-23 04:58:35,RT_037,STORE_089,High Energy Brown,78,Crushed/Squashed,Late delivery,23.2,Temperature Abuse,78
RET_211315,2025-04-13 02:15:39,RT_013,STORE_057,Family Loaf,119,Stale,Packaging issue,22.0,Poor Handling,119
RET_200879,2025-04-09 13:11:56,RT_048,STORE_134,High Energy Brown,75,Wrong Delivery,Packaging issue,19.8,Temperature Abuse,75
RET_208677,2025-01-03 12:10:51,RT_002,STORE_017,Family Loaf,105,Expired,,18.5,Normal,105
RET_211160,2025-03-13 09:56:45,RT_054,STORE_101,High Energy Brown,109,Wrong Delivery,,21.5,Temperature Abuse,109
RET_201509,2025-07-30 16:09:21,RT_057,STORE_184,Wholegrain Brown,109,Crushed/Squashed,,,Poor Handling,109
RET_201896,2025-07-01 08:38:54,RT_045,STORE_187,Family Loaf,55,Damaged Packaging,,24.7,Poor Handling,55
RET_210710,2025-05-16 03:13:24,RT_062,STORE_123,Soft White,6,Returned Unsold,,24.9,Temperature Abuse,6
RET_207868,2025-07-20 15:37:27,RT_042,STORE_036,Whole Wheat,56,Stale,,24.9,Normal,56
RET_207735,2025-02-17 06:16:12,RT_008,STORE_056,High Energy Brown,92,Crushed/Squashed,Damaged on shelf,27.2,Condensation,92
RET_207188,2025-06-03 01:29:01,RT_058,STORE_079,High Energy White,96,Expired,Packaging issue,21.6,Normal,96
RET_201845,2025-02-15 02:56:46,RT_030,STORE_092,Wholegrain Brown,7,Mould Growth,Late delivery,23.5,Condensation,7
RET_200111,2025-02-08 16:53:34,RT_009,STORE_089,Seed Loaf,93,Stale,Packaging issue,22.8,Exposure to Sun,93
RET_200472,2025-07-03 20:02:17,RT_018,STORE_192,Family Loaf,67,Mould Growth,Damaged on shelf,26.1,Exposure to Sun,67
RET_210391,2025-05-11 20:48:34,RT_007,STORE_174,Family Loaf,34,Wrong Delivery,,35.6,Normal,34
RET_204190,2025-01-28 08:20:54,RT_005,STORE_161,High Energy White,44,Expired,Packaging issue,22.9,Temperature Abuse,44
RET_211487,2025-03-02 04:24:55,RT_004,STORE_009,High Energy Brown,48,Crushed/Squashed,,22.4,Condensation,48
RET_204012,2025-07-22 20:18:28,RT_013,STORE_160,Family Loaf,113,Stale,,26.3,Poor Handling,113
RET_205862,2025-04-29 22:32:05,RT_068,STORE_097,Family Loaf,68,Wrong Delivery,Late delivery,27.9,Normal,68
RET_208689,2025-07-23 02:13:44,RT_009,STORE_182,Soft White,6,Wrong Delivery,Late delivery,18.2,Normal,6
RET_212863,2025-04-10 19:19:05,RT_057,STORE_119,Soft White,89,Stale,Customer complaints,25.6,Condensation,89
RET_201183,2025-05-05 13:08:08,RT_012,STORE_093,Soft White,86,Stale,Packaging issue,26.7,Temperature Abuse,86
RET_211311,2025-07-29 15:16:20,RT_017,STORE_055,Whole Wheat,98,Mould Growth,,22.4,Condensation,98
RET_212066,2025-07-07 18:51:07,RT_058,STORE_064,Wholegrain Brown,6,Wrong Delivery,Customer complaints,20.2,Exposure to Sun,6
RET_204438,2025-06-17 22:49:56,RT_037,STORE_128,Whole Wheat,69,Damaged Packaging,Late delivery,20.0,Poor Handling,69
RET_203478,2025-01-08 13:13:36,RT_049,STORE_129,Wholegrain Brown,64,Mould Growth,,27.3,Normal,64
RET_202108,2025-02-12 22:39:48,RT_025,STORE_070,Soft White,66,Stale,Customer complaints,21.3,Exposure to Sun,66
RET_205430,2025-03-02 16:36:02,RT_020,STORE_077,Family Loaf,16,Returned Unsold,,22.7,Temperature Abuse,16
RET_204629,2025-03-15 13:23:41,RT_051,STORE_130,High Energy White,12,Wrong Delivery,,26.0,Normal,12
RET_204253,2025-05-06 17:06:54,RT_069,STORE_089,Seed Loaf,95,Crushed/Squashed,,25.4,Normal,95
RET_209327,2025-07-14 04:14:29,RT_065,STORE_041,Whole Wheat,9,Wrong Delivery,,19.2,Normal,9
RET_208270,2025-04-19 05:19:11,RT_018,STORE_095,Soft White,84,Returned Unsold,Packaging issue,25.4,Temperature Abuse,84
RET_203473,2025-03-22 19:30:52,RT_054,STORE_019,High Energy Brown,52,Crushed/Squashed,,23.9,Normal,52
RET_203691,2025-07-28 01:49:08,RT_049,STORE_053,Family Loaf,36,Returned Unsold,Customer complaints,21.9,Exposure to Sun,36
RET_209586,2025-01-23 21:12:45,RT_026,STORE_060,Wholegrain Brown,71,Mould Growth,,41.5,Temperature Abuse,71
RET_212542,2025-05-14 20:37:55,RT_014,STORE_117,Soft White,62,Mould Growth,,25.3,Normal,62
RET_204026,2025-05-04 23:38:52,RT_038,STORE_018,High Energy White,92,Expired,Late delivery,26.4,Exposure to Sun,92
RET_206702,2025-04-07 08:20:58,RT_026,STORE_159,Whole Wheat,70,Mould Growth,Packaging issue,41.7,Temperature Abuse,70
RET_208106,2025-03-30 13:35:26,RT_051,STORE_081,Whole Wheat,107,Crushed/Squashed,Late delivery,24.3,Temperature Abuse,107
RET_209740,2025-05-30 05:46:19,RT_056,STORE_172,High Energy Brown,74,Damaged Packaging,,25.7,Poor Handling,74
RET_211495,2025-02-28 16:27:27,RT_049,STORE_139,Seed Loaf,58,Returned Unsold,Late delivery,24.1,Temperature Abuse,58
RET_206831,2025-03-26 07:51:20,RT_066,STORE_018,High Energy Brown,48,Wrong Delivery,Late delivery,20.0,Condensation,48
RET_211196,2025-02-10 11:37:39,RT_054,STORE_094,Whole Wheat,97,Crushed/Squashed,,27.8,Exposure to Sun,97
RET_212770,2025-05-17 18:37:58,RT_066,STORE_069,Soft White,87,Expired,,19.8,Normal,87
RET_209468,2025-05-10 12:22:04,RT_067,STORE_137,High Energy White,119,Mould Growth,Packaging issue,27.8,Temperature Abuse,119
RET_202186,2025-03-15 18:47:05,RT_042,STORE_108,Family Loaf,27,Stale,,27.6,Normal,27
RET_211281,2025-06-19 06:53:25,RT_029,STORE_118,Whole Wheat,116,Crushed/Squashed,Damaged on shelf,19.4,Exposure to Sun,116
RET_203323,2025-02-15 05:18:49,RT_063,STORE_044,High Energy White,85,Mould Growth,,26.5,Condensation,85
RET_201193,2025-03-04 14:25:53,RT_022,STORE_022,Soft White,57,Crushed/Squashed,Packaging issue,39.3,Exposure to Sun,57
RET_200045,2025-05-07 16:34:57,RT_060,STORE_033,High Energy White,26,Returned Unsold,Packaging issue,21.0,Temperature Abuse,26
RET_200976,2025-06-06 03:18:57,RT_042,STORE_171,High Energy White,110,Mould Growth,Packaging issue,21.3,Temperature Abuse,110
RET_210595,2025-05-20 10:15:00,RT_041,STORE_127,Seed Loaf,104,Mould Growth,Damaged on shelf,22.9,Exposure to Sun,104
RET_208788,2025-03-01 09:47:49,RT_028,STORE_149,Wholegrain Brown,45,Returned Unsold,,27.0,Poor Handling,45
RET_201578,2025-04-26 05:27:41,RT_058,STORE_080,Milk1L,119,Crushed/Squashed,Late delivery,20.2,Normal,119
RET_208539,2025-05-22 20:48:35,RT_030,STORE_139,Wholegrain Brown,3,Wrong Delivery,Late delivery,20.0,Poor Handling,3
RET_207105,2025-04-07 23:38:02,RT_069,STORE_010,Soft White,42,Damaged Packaging,Late delivery,18.4,Condensation,42
RET_206822,2025-04-29 23:19:44,RT_022,STORE_188,High Energy Brown,30,Stale,Customer complaints,22.8,Poor Handling,30
RET_208083,2025-06-29 22:44:48,RT_065,STORE_148,Seed Loaf,117,Expired,Late delivery,20.8,Exposure to Sun,117
RET_201584,2025-07-01 17:54:12,RT_067,STORE_121,Family Loaf,109,Returned Unsold,Late delivery,24.3,Normal,109
RET_203946,2025-06-29 12:10:29,RT_033,STORE_129,Wholegrain Brown,18,Expired,Packaging issue,25.6,Temperature Abuse,18
RET_207104,2025-07-06 16:01:52,RT_009,STORE_063,Family Loaf,85,Returned Unsold,,40.5,Normal,85
RET_212850,2025-02-11 15:35:57,RT_016,STORE_140,Whole Wheat,61,Crushed/Squashed,Packaging issue,26.7,Condensation,61
RET_204367,2025-03-20 18:28:17,RT_032,STORE_080,High Energy Brown,31,Mould Growth,Packaging issue,23.9,Normal,31
RET_208029,2025-06-29 11:03:13,RT_046,STORE_125,Whole Wheat,15,Stale,Late delivery,23.6,Temperature Abuse,15
RET_202995,2025-01-07 02:51:54,RT_046,STORE_017,Soft White,22,Wrong Delivery,,18.8,Normal,22
RET_209044,2025-05-06 10:38:39,RT_053,STORE_138,Soft White,20,Expired,Customer complaints,22.2,Condensation,20
RET_204959,2025-06-05 09:19:44,RT_022,STORE_072,Seed Loaf,43,Mould Growth,Late delivery,44.0,Normal,43
RET_200315,2025-03-20 04:12:30,RT_058,STORE_117,Wholegrain Brown,91,Expired,,22.1,Poor Handling,91
RET_211205,2025-05-21 02:33:56,RT_011,STORE_012,High Energy Brown,70,Expired,,24.4,Exposure to Sun,70
RET_209466,2025-05-03 02:35:21,RT_051,STORE_128,Whole Wheat,37,Damaged Packaging,Late delivery,19.8,Poor Handling,37
RET_205814,2025-01-30 17:59:08,RT_041,STORE_004,Soft White,47,Damaged Packaging,Customer complaints,27.4,Exposure to Sun,47
RET_207759,2025-04-01 23:33:11,RT_010,STORE_158,Soft White,51,Expired,,24.7,Condensation,51
RET_210197,2025-07-14 13:02:42,RT_063,STORE_191,Family Loaf,45,Expired,Late delivery,22.6,Exposure to Sun,45
RET_203353,2025-02-20 01:17:40,RT_008,STORE_148,High Energy White,83,Damaged Packaging,Late delivery,21.9,Condensation,83
RET_202840,2025-05-22 05:24:01,RT_052,STORE_016,Wholegrain Brown,70,Crushed/Squashed,Late delivery,19.7,Poor Handling,70
RET_201624,2025-04-11 18:00:13,RT_043,STORE_157,Seed Loaf,111,Mould Growth,,39.4,Poor Handling,111
RET_212658,2025-07-20 18:29:40,RT_055,STORE_102,Seed Loaf,60,Damaged Packaging,Customer complaints,20.3,Normal,60
RET_206861,2025-01-12 09:04:21,RT_028,STORE_078,High Energy White,36,Wrong Delivery,Damaged on shelf,25.2,Poor Handling,36
RET_207268,2025-06-09 02:46:02,RT_015,STORE_009,High Energy White,35,Expired,Customer complaints,19.5,Poor Handling,35
RET_207960,2025-05-23 19:20:50,RT_039,STORE_080,High Energy White,71,Damaged Packaging,Customer complaints,25.2,Poor Handling,71
RET_210401,2025-07-13 17:10:30,RT_025,STORE_149,Seed Loaf,79,Wrong Delivery,,20.9,Poor Handling,79
RET_207213,2025-07-25 21:44:47,RT_024,STORE_010,High Energy White,55,Expired,Damaged on shelf,18.9,Normal,55
RET_207708,2025-01-29 14:57:35,RT_041,STORE_197,Wholegrain Brown,65,Damaged Packaging,Customer complaints,27.7,Normal,65
RET_210575,2025-05-07 19:21:36,RT_053,STORE_049,Soft White,53,Crushed/Squashed,,27.9,Condensation,53
RET_201071,2025-04-14 17:07:00,RT_053,STORE_051,Seed Loaf,117,Returned Unsold,Damaged on shelf,22.1,Condensation,117
RET_206345,2025-04-01 04:53:24,RT_023,STORE_174,High Energy White,42,Stale,Customer complaints,20.3,Condensation,42
RET_206857,2025-02-23 12:13:10,RT_015,STORE_140,Wholegrain Brown,12,Expired,Customer complaints,23.6,Poor Handling,12
RET_212562,2025-02-06 06:53:30,RT_054,STORE_165,Seed Loaf,97,Crushed/Squashed,Packaging issue,25.1,Condensation,97
RET_202404,2025-01-22 20:40:06,RT_008,STORE_175,Wholegrain Brown,57,Returned Unsold,,32.5,Temperature Abuse,57
RET_211599,2025-05-03 22:30:40,RT_062,STORE_190,High Energy Brown,28,Expired,Late delivery,22.5,Poor Handling,28
RET_208744,2025-05-02 01:19:37,RT_011,STORE_086,High Energy Brown,24,Stale,Packaging issue,26.5,Poor Handling,24
RET_200409,2025-02-13 13:17:04,RT_027,STORE_069,Seed Loaf,38,Stale,Packaging issue,19.9,Exposure to Sun,38
RET_207632,2025-07-02 01:44:31,RT_031,STORE_012,Seed Loaf,119,Expired,Customer complaints,42.5,Condensation,119
RET_200037,2025-06-27 18:21:47,RT_015,STORE_065,Soft White,20,Stale,Damaged on shelf,26.7,Exposure to Sun,20
RET_203546,2025-06-24 19:03:16,RT_031,STORE_139,High Energy White,2,Returned Unsold,Packaging issue,19.4,Temperature Abuse,2
RET_200576,2025-02-15 06:55:42,RT_004,STORE_088,Wholegrain Brown,86,Expired,Late delivery,27.2,Normal,86
RET_203063,2025-03-22 04:37:35,RT_063,STORE_164,High Energy Brown,107,Damaged Packaging,Customer complaints,19.5,Condensation,107
RET_211417,2025-05-24 20:25:06,RT_053,STORE_001,Family Loaf,45,Damaged Packaging,Customer complaints,24.2,Condensation,45
RET_212096,2025-05-12 10:39:42,RT_059,STORE_078,Soft White,59,Expired,Customer complaints,19.0,Temperature Abuse,59
RET_211149,2025-07-22 08:15:55,RT_007,STORE_181,Family Loaf,82,Mould Growth,Damaged on shelf,30.0,Poor Handling,82
RET_200713,2025-04-24 13:06:44,RT_052,STORE_068,Whole Wheat,79,Mould Growth,Late delivery,21.0,Poor Handling,79
RET_212522,2025-02-01 16:44:19,RT_008,STORE_009,Family Loaf,116,Expired,,18.3,Temperature Abuse,116
RET_205960,2025-03-20 09:54:30,RT_045,STORE_142,Wholegrain Brown,72,Mould Growth,,32.4,Condensation,72
RET_201087,2025-03-14 03:18:59,RT_023,STORE_044,High Energy White,25,Mould Growth,Packaging issue,25.3,Poor Handling,25
RET_204299,2025-02-05 08:09:40,RT_054,STORE_140,Soft White,73,Mould Growth,,37.6,Poor Handling,73
RET_202335,2025-02-02 21:47:16,RT_058,STORE_064,Soft White,71,Expired,Customer complaints,24.8,Normal,71
RET_207689,2025-04-27 01:58:41,RT_051,STORE_019,Whole Wheat,18,Expired,,18.3,Normal,18
RET_202998,2025-04-14 11:37:27,RT_024,STORE_077,Wholegrain Brown,85,Mould Growth,,20.7,Poor Handling,85
RET_203024,2025-04-23 02:40:27,RT_044,STORE_033,Whole Wheat,69,Returned Unsold,Customer complaints,24.8,Exposure to Sun,69
RET_201454,2025-06-24 14:48:29,RT_043,STORE_043,High Energy White,35,Mould Growth,Damaged on shelf,22.5,Normal,35
RET_205440,2025-07-30 03:29:15,RT_056,STORE_104,Whole Wheat,11,Returned Unsold,,20.1,Poor Handling,11
RET_209647,2025-01-07 00:21:16,RT_038,STORE_091,High Energy White,28,Stale,Customer complaints,24.6,Normal,28
RET_210255,2025-07-27 16:12:35,RT_014,STORE_153,High Energy White,54,Damaged Packaging,,24.6,Normal,54
RET_200881,2025-05-15 11:23:47,RT_016,STORE_183,High Energy White,50,Stale,,24.4,Normal,50
RET_202906,2025-01-29 12:38:42,RT_030,STORE_182,High Energy Brown,29,Stale,Damaged on shelf,22.7,Temperature Abuse,29
RET_201710,2025-02-17 15:52:03,RT_041,STORE_058,High Energy White,52,Stale,Late delivery,18.4,Poor Handling,52
RET_209426,2025-05-22 14:48:03,RT_066,STORE_081,Soft White,70,Stale,Late delivery,20.3,Poor Handling,70
RET_206932,2025-07-08 13:05:09,RT_010,STORE_176,Whole Wheat,74,Wrong Delivery,,22.7,Condensation,74
RET_203079,2025-02-07 01:17:53,RT_062,STORE_051,Whole Wheat,98,Returned Unsold,,36.7,Exposure to Sun,98
RET_205598,2025-07-20 06:42:21,RT_034,STORE_171,Seed Loaf,43,Returned Unsold,,27.1,Exposure to Sun,43
RET_208387,2025-07-28 23:58:16,RT_056,STORE_033,High Energy Brown,32,Stale,,27.8,Exposure to Sun,32
RET_202245,2025-05-29 21:09:38,RT_051,STORE_022,Wholegrain Brown,92,Damaged Packaging,Damaged on shelf,22.9,Exposure to Sun,92
RET_206472,2025-03-08 19:36:04,RT_025,STORE_018,High Energy Brown,96,Expired,,20.7,Condensation,96
RET_204606,2025-01-17 07:11:17,RT_008,STORE_168,High Energy Brown,82,Expired,Damaged on shelf,21.3,Condensation,82
RET_210512,2025-03-31 13:22:06,RT_010,STORE_118,High Energy White,88,Damaged Packaging,Damaged on shelf,20.8,Temperature Abuse,88
RET_206199,2025-01-17 00:44:09,RT_010,STORE_094,High Energy White,16,Returned Unsold,,44.6,Normal,16
RET_211626,2025-03-23 22:39:41,RT_032,STORE_162,Whole Wheat,91,Stale,,26.5,Exposure to Sun,91
RET_208693,2025-01-28 12:46:12,RT_040,STORE_155,High Energy White,66,Wrong Delivery,Customer complaints,30.8,Poor Handling,66
RET_211891,2025-06-21 10:38:56,RT_063,STORE_035,High Energy Brown,76,Damaged Packaging,Damaged on shelf,19.7,Condensation,76
RET_200239,2025-02-19 18:55:54,RT_055,STORE_001,Wholegrain Brown,26,Expired,,27.7,Condensation,26
RET_211773,2025-03-15 02:46:37,RT_042,STORE_079,Wholegrain Brown,50,Damaged Packaging,,26.9,Condensation,50
RET_207139,2025/02/18,RT_022,STORE_010,High Energy White,46,Expired,Packaging issue,23.3,Temperature Abuse,46
RET_211313,2025-04-18 18:07:51,RT_001,STORE_186,Soft White,76,Returned Unsold,Damaged on shelf,26.1,Condensation,76
RET_201597,2025-05-20 06:37:31,RT_057,STORE_187,Whole Wheat,8,Damaged Packaging,Packaging issue,19.3,Exposure to Sun,8
RET_207903,2025-05-23 13:37:56,RT_029,STORE_143,High Energy White,17,Mould Growth,Customer complaints,22.7,Poor Handling,17
RET_201097,2025-02-08 18:54:38,RT_068,STORE_178,Soft White,9,Expired,Packaging issue,21.5,Condensation,9
RET_200394,2025-02-16 17:04:11,RT_017,STORE_027,Soft White,12,Mould Growth,,35.9,Condensation,12
RET_209420,2025-07-22 08:15:30,RT_047,STORE_117,Family Loaf,49,Returned Unsold,,26.9,Temperature Abuse,49
RET_201901,2025-05-14 03:56:58,RT_062,STORE_005,High Energy White,32,Returned Unsold,Damaged on shelf,20.8,Condensation,32
RET_204618,2025-02-18 19:19:54,RT_026,STORE_186,High Energy Brown,67,Stale,Packaging issue,22.3,Normal,67
RET_208303,2025-02-09 06:47:00,RT_014,STORE_022,High Energy White,101,Returned Unsold,Damaged on shelf,22.6,Condensation,101
RET_211784,2025-06-25 03:34:58,RT_069,STORE_112,Wholegrain Brown,11,Expired,Late delivery,26.3,Temperature Abuse,11
RET_201180,2025-06-23 15:48:44,RT_003,STORE_151,High Energy White,95,Returned Unsold,Late delivery,22.3,Condensation,95
RET_207709,2025-01-16 08:51:17,RT_040,STORE_162,Family Loaf,55,Mould Growth,,23.0,Condensation,55
RET_201911,2025-03-22 00:21:23,RT_007,STORE_059,High Energy White,29,Mould Growth,,23.4,Temperature Abuse,29
RET_203724,2025-07-10 01:16:47,RT_008,STORE_006,High Energy White,40,Damaged Packaging,Late delivery,22.4,Normal,40
RET_208545,2025-03-06 03:19:03,RT_068,STORE_076,Seed Loaf,33,Expired,Customer complaints,20.1,Temperature Abuse,33
RET_202214,2025-07-19 19:33:35,RT_011,STORE_087,Wholegrain Brown,62,Returned Unsold,,38.4,Exposure to Sun,62
RET_208236,2025-03-24 12:01:20,RT_058,STORE_144,Family Loaf,99,Mould Growth,Customer complaints,20.0,Normal,99
RET_202781,2025-04-21 14:52:20,RT_039,STORE_028,High Energy White,64,Mould Growth,Customer complaints,26.7,Poor Handling,64
RET_208871,2025-06-07 10:46:21,RT_058,STORE_074,High Energy Brown,28,Damaged Packaging,,23.9,Exposure to Sun,28
RET_211004,2025-02-27 03:58:33,RT_057,STORE_007,Family Loaf,57,Damaged Packaging,,19.6,Condensation,57
RET_206247,,RT_049,STORE_155,High Energy White,102,Returned Unsold,Damaged on shelf,38.5,Normal,102
RET_207401,2025-03-31 14:55:43,RT_059,STORE_141,Family Loaf,74,Damaged Packaging,,19.8,Normal,74
RET_202879,2025-03-03 23:53:50,RT_065,STORE_084,Soft White,71,Expired,Late delivery,18.6,Normal,71
RET_203422,2025-05-07 23:26:01,RT_049,STORE_113,High Energy Brown,64,Wrong Delivery,,22.3,Condensation,64
RET_212253,2025-01-12 10:40:07,RT_044,STORE_188,Family Loaf,3,Wrong Delivery,Customer complaints,36.5,Normal,3
RET_205206,2025-03-17 00:18:13,RT_018,STORE_176,High Energy White,116,Expired,,31.8,Poor Handling,116
RET_203997,2025-01-25 04:10:18,RT_004,STORE_087,Whole Wheat,10,Expired,,34.4,Exposure to Sun,10
RET_211528,2025-02-25 09:33:51,RT_032,STORE_108,High Energy White,75,Stale,,25.2,Normal,75
RET_203465,2025-04-17 23:16:53,RT_022,STORE_183,Family Loaf,31,Crushed/Squashed,Customer complaints,27.0,Temperature Abuse,31
RET_207534,2025-03-02 14:05:48,RT_018,STORE_193,Whole Wheat,114,Stale,Customer complaints,25.6,Condensation,114
RET_209288,2025-06-26 10:21:20,RT_015,STORE_113,High Energy White,68,Crushed/Squashed,Customer complaints,27.4,Normal,68
RET_203060,2025-04-21 11:27:06,RT_023,STORE_050,Whole grain Brown,52,Wrong Delivery,Customer complaints,26.8,Poor Handling,52
RET_211622,2025-07-12 14:09:18,RT_065,STORE_186,Wholegrain Brown,49,Wrong Delivery,Late delivery,38.9,Normal,49
RET_201691,2025-05-10 14:57:48,RT_015,STORE_144,Whole Wheat,85,Wrong Delivery,Late delivery,18.4,Temperature Abuse,85
