dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,expected_arrival,actual_arrival,retailer_id,qty dispatched 
DSP_102057,2025-04-06 20:24:07,Shepperton_Plant,RT_012,TRUCK_038,High Energy White,349,2025-04-06 21:33:07,2025-04-06 21:35:07,STORE_161,349
DSP_108726,2025-06-26 13:32:44,Shepperton_Plant,RT_061,TRUCK_011,Seed Loaf,238,2025-06-26 16:05:44,2025-06-26 16:40:44,STORE_172,238
DSP_114878,2025-03-21 09:19:46,Willowvale_Plant,RT_005,,Whole Wheat,349,2025-03-21 11:54:46,2025-03-21 11:53:46,STORE_100,349
DSP_109244,2025-02-12 13:57:00,Shepperton_Plant,RT_026,TRUCK_015,Whole Wheat,422,2025-02-12 15:08:00,2025-02-12 15:18:00,STORE_005,422
DSP_111343,2025-06-07 11:31:56,Shepperton_Plant,RT_015,TRUCK_019,Wholegrain Brown,306,2025-06-07 12:28:56,2025-06-07 13:09:56,STORE_024,306
DSP_114981,2025-07-22 22:49:34,Willowvale_Plant,RT_044,TRUCK_056,Wholegrain Brown,508,2025-07-23 00:23:34,2025-07-23 00:42:34,STORE_052,508
DSP_103942,2025-06-25 14:13:05,Shepperton_Plant,RT_012,TRUCK_085,Soft White,409,2025-06-25 18:07:05,2025-06-25 18:24:05,STORE_161,409
DSP_109363,2025-06-25 15:23:23,Willowvale_Plant,RT_021,TRUCK_020,Wholegrain Brown,42,2025-06-25 16:59:23,2025-06-25 17:17:23,STORE_120,42
DSP_106438,2025-03-25 21:38:47,Willowvale_Plant,RT_026,TRUCK_059,High Energy White,432,2025-03-25 23:29:47,2025-03-25 23:56:47,STORE_051,432
DSP_109571,2025-06-25 20:28:28,Willowvale_Plant,RT_032,TRUCK_044,High Energy Brown,330,2025-06-25 22:43:28,2025-06-25 23:00:28,STORE_136,330
DSP_112774,2025-07-16 12:21:59,Willowvale_Plant,RT_062,TRUCK_034,Family Loaf,523,2025-07-16 15:57:59,2025-07-16 16:34:59,STORE_179,523
DSP_104990,2025-03-04 00:44:22,Shepperton_Plant,RT_045,TRUCK_068,High Energy Brown,377,2025-03-04 03:23:22,2025-03-04 03:17:22,STORE_118,377
DSP_101433,2025-01-23 13:02:43,Willowvale_Plant,RT_009,TRUCK_082,High Energy White,91,2025-01-23 13:45:43,2025-01-23 14:13:43,STORE_027,91
DSP_113835,2025-07-01 20:17:06,Shepperton_Plant,RT_013,TRUCK_032,Family Loaf,275,2025-07-01 23:50:06,2025-07-02 00:04:06,STORE_069,275
DSP_102087,2025-01-31 19:39:21,Shepperton_Plant,RT_002,TRUCK_010,Wholegrain Brown,534,2025-01-31 20:11:21,2025-01-31 20:39:21,STORE_076,534
DSP_115628,2025-02-16 11:38:04,Willowvale_Plant,RT_048,TRUCK_037,High Energy White,41,2025-02-16 13:31:04,2025-02-16 14:01:04,STORE_035,41
DSP_113783,2025-07-02 08:14:23,Shepperton_Plant,RT_063,TRUCK_055,Whole Wheat,117,2025-07-02 09:44:23,2025-07-02 10:01:23,STORE_103,117
DSP_113402,2025-05-20 22:55:43,Willowvale_Plant,RT_022,TRUCK_053,Whole Wheat,31,2025-05-21 00:30:43,2025-05-21 00:47:43,STORE_112,31
DSP_103684,2025-02-27 15:35:39,Shepperton_Plant,RT_055,TRUCK_072,Seed Loaf,38,2025-02-27 19:05:39,2025-02-27 19:42:39,STORE_174,38
DSP_113133,2025-07-09 07:31:10,Willowvale_Plant,RT_062,TRUCK_084,High Energy Brown,431,2025-07-09 09:57:10,2025-07-09 10:04:10,STORE_021,431
DSP_106011,2025-03-23 01:27:01,Shepperton_Plant,RT_053,TRUCK_039,Wholegrain Brown,73,2025-03-23 04:49:01,2025-03-23 05:25:01,STORE_012,73
DSP_103449,2025-05-17 01:47:58,Shepperton_Plant,RT_005,TRUCK_069,High Energy Brown,373,2025-05-17 04:58:58,2025-05-17 05:03:58,STORE_061,373
DSP_105527,2025-07-15 02:14:16,Shepperton_Plant,RT_015,TRUCK_082,Wholegrain Brown,330,2025-07-15 02:59:16,2025-07-15 03:28:16,STORE_021,330
DSP_101026,2025-06-07 03:59:33,Shepperton_Plant,RT_002,TRUCK_003,High Energy White,423,2025-06-07 05:29:33,2025-06-07 05:59:33,STORE_108,423
DSP_105219,2025-03-09 19:10:46,Willowvale_Plant,RT_003,TRUCK_043,Wholegrain Brown,61,2025-03-09 20:07:46,2025-03-09 20:24:46,STORE_041,61
DSP_105711,2025-01-24 17:08:00,Shepperton_Plant,RT_064,TRUCK_001,Wholegrain Brown,171,2025-01-24 21:06:00,2025-01-24 21:32:00,STORE_022,171
DSP_100275,2025-01-24 00:32:53,Willowvale_Plant,RT_039,TRUCK_005,Whole Wheat,532,2025-01-24 02:18:53,2025-01-24 03:01:53,STORE_056,532
DSP_105564,2025-07-15 15:17:47,Willowvale_Plant,RT_055,TRUCK_021,Soft White,235,2025-07-15 18:23:47,2025-07-15 18:41:47,STORE_107,235
DSP_115120,2025-01-20 20:09:45,Shepperton_Plant,RT_009,TRUCK_050,Family Loaf,422,2025-01-20 21:20:45,2025-01-20 21:45:45,STORE_190,422
DSP_113929,2025-07-20 20:13:43,Willowvale_Plant,RT_033,TRUCK_020,Seed Loaf,500,2025-07-20 21:42:43,2025-07-20 21:57:43,STORE_096,500
DSP_115569,2025-02-26 05:32:35,Shepperton_Plant,RT_024,TRUCK_021,Seed Loaf,290,2025-02-26 09:23:35,2025-02-26 09:22:35,STORE_165,290
DSP_104679,2025-04-04 19:01:10,Willowvale_Plant,RT_054,TRUCK_056,Family Loaf,83,2025-04-04 21:10:10,2025-04-04 21:08:10,STORE_110,83
DSP_113884,2025-01-05 04:32:29,Willowvale_Plant,RT_030,TRUCK_015,High Energy Brown,493,2025-01-05 07:34:29,2025-01-05 08:14:29,STORE_167,493
DSP_105194,2025-04-13 02:25:49,Willowvale_Plant,RT_004,TRUCK_034,Whole Wheat,422,2025-04-13 05:40:49,2025-04-13 05:34:49,STORE_109,422
DSP_109875,2025-01-11 22:37:04,Shepperton_Plant,RT_041,TRUCK_037,Family Loaf,475,2025-01-12 02:03:04,2025-01-12 02:43:04,STORE_170,475
DSP_107735,2025-02-17 06:16:12,Shepperton_Plant,RT_023,TRUCK_085,Family Loaf,269,2025-02-17 08:52:12,2025-02-17 09:30:12,STORE_084,269
DSP_112694,2025-06-26 21:41:37,Shepperton_Plant,RT_015,TRUCK_037,Whole Wheat,497,2025-06-27 00:09:37,2025-06-27 00:02:37,STORE_171,497
DSP_112699,2025-03-22 12:10:55,Shepperton_Plant,RT_009,TRUCK_026,Family Loaf,316,2025-03-22 13:05:55,2025-03-22 13:16:55,STORE_091,316
DSP_110691,2025-05-07 14:25:06,Shepperton_Plant,RT_045,TRUCK_044,High Energy Brown,103,2025-05-07 18:04:06,2025-05-07 18:23:06,STORE_074,103
DSP_103502,2025-04-09 23:29:55,Shepperton_Plant,RT_048,TRUCK_038,Family Loaf,248,2025-04-10 00:52:55,2025-04-10 01:30:55,STORE_054,248
DSP_106621,2025-03-05 19:43:34,Willowvale_Plant,RT_045,TRUCK_065,Whole Wheat,366,2025-03-05 20:17:34,2025-03-05 20:38:34,STORE_054,366
DSP_108513,2025-01-22 17:28:50,Willowvale_Plant,RT_028,TRUCK_009,Seed Loaf,200,2025-01-22 20:00:50,2025-01-22 19:55:50,STORE_085,200
DSP_109562,2025-02-01 23:15:08,Shepperton_Plant,RT_050,TRUCK_074,High Energy White,192,2025-02-02 00:12:08,2025-02-02 00:19:08,STORE_042,192
DSP_111960,2025-01-24 00:00:14,Shepperton_Plant,RT_069,TRUCK_065,Family Loaf,263,2025-01-24 03:55:14,2025-01-24 04:33:14,STORE_017,263
DSP_109943,2025-02-18 07:09:35,Willowvale_Plant,RT_018,TRUCK_080,Whole Wheat,411,2025-02-18 07:50:35,2025-02-18 07:59:35,STORE_157,411
DSP_107463,2025-01-01 20:46:44,Willowvale_Plant,RT_053,TRUCK_062,Soft White,411,2025-01-02 00:31:44,2025-01-02 01:11:44,STORE_173,411
DSP_109188,2025-06-28 02:45:02,Willowvale_Plant,RT_060,TRUCK_079,Wholegrain Brown,291,2025-06-28 05:52:02,2025-06-28 06:11:02,STORE_042,291
DSP_115867,2025-02-15 00:00:00,Willowvale_Plant,RT_051,TRUCK_066,Soft White,159,2025-01-27 02:10:29,2025-01-27 02:08:29,STORE_054,159
DSP_107142,2025-02-20 10:30:47,Willowvale_Plant,RT_052,TRUCK_039,WholegrainBrown,434,2025-02-20 12:57:47,2025-02-20 12:47:47,STORE_107,434
DSP_102919,2025-05-11 12:39:07,Shepperton_Plant,RT_012,TRUCK_040,Whole Wheat,97,2025-05-11 15:11:07,2025-05-11 15:02:07,STORE_013,97
DSP_115074,2025-04-21 06:49:55,Shepperton_Plant,RT_032,TRUCK_085,Soft White,53,2025-04-21 10:06:55,2025-04-21 09:58:55,STORE_181,53
DSP_111047,2025-02-26 09:53:30,Willowvale_Plant,RT_069,TRUCK_061,High Energy White,201,2025-02-26 13:04:30,2025-02-26 13:19:30,STORE_106,201
DSP_104580,2025-05-22 00:42:03,Willowvale_Plant,RT_013,TRUCK_078,Family Loaf,233,2025-05-22 04:30:03,2025-05-22 04:54:03,STORE_098,233
DSP_109926,2025-02-10 22:09:57,Shepperton_Plant,RT_058,TRUCK_082,Seed Loaf,230,2025-02-10 23:40:57,2025-02-11 00:21:57,STORE_159,230
DSP_112665,2025-04-11 10:55:22,Shepperton_Plant,RT_069,TRUCK_062,Whole Wheat,326,2025-04-11 12:55:22,2025-04-11 12:48:22,STORE_188,326
DSP_111802,2025-05-17 09:05:01,Shepperton_Plant,RT_035,TRUCK_006,Family Loaf,30,2025-05-17 12:53:01,2025-05-17 12:44:01,STORE_128,30
DSP_108298,2025-02-21 18:50:20,Willowvale_Plant,RT_010,TRUCK_058,Family Loaf,263,2025-02-21 19:34:20,2025-02-21 19:41:20,STORE_153,263
DSP_102231,2025-01-25 05:08:21,Willowvale_Plant,RT_002,TRUCK_015,High Energy Brown,193,2025-01-25 06:48:21,2025-01-25 07:16:21,STORE_074,193
DSP_107497,2025-04-16 03:36:10,Willowvale_Plant,RT_039,TRUCK_006,Seed Loaf,284,2025-04-16 06:24:10,2025-04-16 06:50:10,STORE_116,284
DSP_104978,2025-01-02 17:50:53,Willowvale_Plant,RT_006,TRUCK_052,Wholegrain Brown,479,2025-01-02 21:03:53,2025-01-02 21:37:53,STORE_103,479
DSP_106775,2025-01-18 14:06:38,Willowvale_Plant,RT_039,TRUCK_084,Wholegrain Brown,349,2025-01-18 16:00:38,2025-01-18 15:58:38,STORE_039,349
DSP_106389,2025-07-15 05:47:52,Willowvale_Plant,RT_039,TRUCK_074,Seed Loaf,445,2025-07-15 06:32:52,2025-07-15 06:45:52,STORE_028,445
DSP_101911,2025-03-22 00:21:23,Shepperton_Plant,RT_019,TRUCK_076,Seed Loaf,249,2025-03-22 03:11:23,2025-03-22 03:25:23,STORE_184,249
DSP_113580,2025-07-23 13:05:54,Shepperton_Plant,RT_049,TRUCK_038,Family Loaf,109,2025-07-23 14:48:54,2025-07-23 15:04:54,STORE_197,109
DSP_101217,2025-03-02 02:34:38,Willowvale_Plant,RT_064,TRUCK_055,Family Loaf,108,2025-03-02 05:33:38,2025-03-02 06:14:38,STORE_090,108
DSP_112291,2025-03-20 21:37:44,Shepperton_Plant,RT_038,TRUCK_016,Seed Loaf,450,2025-03-20 22:52:44,2025-03-20 22:59:44,STORE_006,450
DSP_110012,2025-02-11 15:00:36,Shepperton_Plant,RT_060,TRUCK_020,Whole Wheat,345,2025-02-11 17:13:36,2025-02-11 17:54:36,STORE_075,345
DSP_107649,2025-02-15 00:00:00,Shepperton_Plant,RT_001,TRUCK_073,Soft White,457,2025-04-15 15:51:12,2025-04-15 16:10:12,STORE_059,457
DSP_103971,2025-04-12 11:36:41,Willowvale_Plant,RT_017,TRUCK_058,Soft White,152,2025-04-12 14:14:41,2025-04-12 14:11:41,STORE_134,152
DSP_104848,2025-03-29 17:50:02,Willowvale_Plant,RT_028,TRUCK_049,High Energy White,218,2025-03-29 21:01:02,2025-03-29 21:11:02,STORE_044,218
DSP_115735,2025-07-16 17:45:36,Shepperton_Plant,RT_047,TRUCK_047,Seed Loaf,350,2025-07-16 20:56:36,2025-07-16 21:28:36,STORE_019,350
DSP_110372,2025-01-08 00:13:19,Willowvale_Plant,RT_007,TRUCK_031,Whole Wheat,81,2025-01-08 04:02:19,2025-01-08 04:10:19,STORE_182,81
DSP_101740,2025-04-03 09:43:43,Shepperton_Plant,RT_009,TRUCK_019,Wholegrain Brown,456,2025-04-03 12:30:43,2025-04-03 12:25:43,STORE_081,456
DSP_101957,2025-05-29 05:45:31,Willowvale_Plant,RT_028,TRUCK_050,Wholegrain Brown,484,2025-05-29 07:27:31,2025-05-29 07:35:31,STORE_113,484
DSP_110467,2025-05-11 20:16:45,Willowvale_Plant,RT_037,TRUCK_008,High Energy Brown,104,2025-05-11 21:46:45,2025-05-11 22:01:45,STORE_166,104
DSP_100457,2025-05-06 02:21:10,Willowvale_Plant,RT_030,TRUCK_008,Family Loaf,505,2025-05-06 03:32:10,2025-05-06 04:12:10,STORE_198,505
DSP_102935,2025-02-25 15:57:59,Willowvale_Plant,RT_020,TRUCK_008,Wholegrain Brown,223,2025-02-25 17:36:59,2025-02-25 17:30:59,STORE_107,223
DSP_105871,2025-04-02 03:49:06,Willowvale_Plant,RT_007,TRUCK_030,High Energy White,400,2025-04-02 07:12:06,2025-04-02 07:16:06,STORE_085,400
DSP_113467,2025-03-18 23:53:57,Willowvale_Plant,RT_057,TRUCK_044,Whole Wheat,215,2025-03-19 02:55:57,2025-03-19 03:30:57,STORE_120,215
DSP_106532,2025-07-09 23:13:07,Shepperton_Plant,RT_024,TRUCK_054,Soft White,486,2025-07-10 01:10:07,2025-07-10 01:03:07,STORE_167,486
DSP_114236,2025-07-04 21:06:35,Shepperton_Plant,RT_035,TRUCK_029,Wholegrain Brown,94,2025-07-05 00:32:35,2025-07-05 00:56:35,STORE_150,94
DSP_100063,2025-05-08 08:12:28,Willowvale_Plant,RT_011,TRUCK_061,Soft White,30,2025-05-08 10:11:28,2025-05-08 10:28:28,STORE_015,30
DSP_104122,2025-01-08 09:44:32,Willowvale_Plant,RT_019,TRUCK_025,Whole Wheat,463,2025-01-08 10:30:32,2025-01-08 10:31:32,STORE_154,463
DSP_114299,2025-06-10 20:50:12,Willowvale_Plant,RT_052,TRUCK_011,High Energy Brown,432,2025-06-10 23:13:12,2025-06-10 23:10:12,STORE_017,432
DSP_108196,2025-07-17 05:15:46,Shepperton_Plant,RT_061,TRUCK_003,High Energy White,455,2025-07-17 05:47:46,2025-07-17 06:06:46,STORE_131,455
DSP_108539,2025-05-22 20:48:35,Shepperton_Plant,RT_047,TRUCK_011,Whole Wheat,167,2025-05-22 22:13:35,2025-05-22 22:41:35,STORE_150,167
DSP_110471,2025-01-14 20:47:41,Shepperton_Plant,RT_065,TRUCK_004,Seed Loaf,51,2025-01-14 23:26:41,2025-01-14 23:23:41,STORE_196,51
DSP_108354,2025-04-12 01:31:36,Willowvale_Plant,RT_061,TRUCK_052,Family Loaf,174,2025-04-12 03:10:36,2025-04-12 03:48:36,STORE_134,174
DSP_102020,2025-05-25 04:46:59,Willowvale_Plant,RT_008,TRUCK_021,Whole Wheat,153,2025-05-25 08:13:59,2025-05-25 08:51:59,STORE_198,153
DSP_109730,2025-02-27 00:07:13,Willowvale_Plant,RT_003,TRUCK_053,High Energy White,237,2025-02-27 01:21:13,2025-02-27 01:15:13,STORE_182,237
DSP_109330,2025-02-25 03:04:50,Shepperton_Plant,RT_043,TRUCK_052,Whole Wheat,66,2025-02-25 04:59:50,2025-02-25 05:34:50,STORE_011,66
DSP_102585,2025-04-18 01:21:17,Shepperton_Plant,RT_006,TRUCK_064,Soft White,97,2025-04-18 04:07:17,2025-04-18 04:20:17,STORE_007,97
DSP_101454,2025-06-24 14:48:29,Willowvale_Plant,RT_001,TRUCK_056,High Energy Brown,458,2025-06-24 16:00:29,2025-06-24 15:53:29,STORE_074,458
DSP_107388,2025-01-23 08:30:41,Shepperton_Plant,RT_027,TRUCK_014,High Energy Brown,376,2025-01-23 11:30:41,2025-01-23 11:52:41,STORE_189,376
DSP_105245,2025-04-09 10:52:57,Willowvale_Plant,RT_038,TRUCK_033,Wholegrain Brown,123,2025-04-09 12:25:57,2025-04-09 12:33:57,STORE_106,123
DSP_112812,2025-05-07 23:31:15,Shepperton_Plant,RT_025,TRUCK_001,Seed Loaf,77,2025-05-08 01:39:15,2025-05-08 02:16:15,STORE_131,77
DSP_106554,2025-07-04 10:23:14,Willowvale_Plant,RT_038,TRUCK_061,Seed Loaf,239,2025-07-04 12:31:14,2025-07-04 13:09:14,STORE_116,239
DSP_115938,2025-06-28 18:18:48,Shepperton_Plant,RT_068,TRUCK_074,Whole Wheat,488,2025-06-28 20:02:48,2025-06-28 20:17:48,STORE_150,488
DSP_100061,2025-02-10 10:44:39,Shepperton_Plant,RT_028,TRUCK_015,Whole Wheat,464,2025-02-10 13:30:39,2025-02-10 13:34:39,STORE_097,464
DSP_112905,2025-01-23 11:08:49,Shepperton_Plant,RT_014,TRUCK_068,Soft White,109,2025-01-23 12:51:49,2025-01-23 12:59:49,STORE_062,109
DSP_102174,2025-06-03 07:36:41,Shepperton_Plant,RT_001,TRUCK_049,Seed Loaf,138,2025-06-03 08:08:41,2025-06-03 08:26:41,STORE_174,138
DSP_115153,2025-06-12 18:13:17,Shepperton_Plant,RT_065,TRUCK_016,Whole Wheat,475,2025-06-12 20:54:17,2025-06-12 21:26:17,STORE_126,475
DSP_108454,2025-03-05 08:10:46,Willowvale_Plant,RT_017,TRUCK_035,Family Loaf,329,2025-03-05 09:51:46,2025-03-05 09:45:46,STORE_194,329
DSP_115246,2025-02-25 04:36:25,Willowvale_Plant,RT_025,TRUCK_036,Soft White,311,2025-02-25 05:15:25,2025-02-25 05:07:25,STORE_165,311
DSP_108332,2025-03-31 21:33:47,Shepperton_Plant,RT_047,TRUCK_083,High Energy Brown,225,2025-03-31 22:53:47,2025-03-31 22:57:47,STORE_086,225
DSP_102764,2025-03-21 03:56:29,Shepperton_Plant,RT_011,TRUCK_080,Whole Wheat,219,2025-03-21 05:13:29,2025-03-21 05:29:29,STORE_044,219
DSP_115563,2025-03-12 19:16:43,Shepperton_Plant,RT_018,TRUCK_060,Wholegrain Brown,270,2025-03-12 22:51:43,2025-03-12 23:02:43,STORE_085,270
DSP_108067,2025-03-08 19:02:18,Willowvale_Plant,RT_013,TRUCK_048,Seed Loaf,139,2025-03-08 20:56:18,2025-03-08 21:04:18,STORE_086,139
DSP_100633,2025-05-29 13:40:02,Willowvale_Plant,RT_019,TRUCK_072,Whole Wheat,331,2025-05-29 16:36:02,2025-05-29 16:40:02,STORE_156,331
DSP_101923,2025-01-29 10:14:30,Willowvale_Plant,RT_057,TRUCK_034,Soft White,241,2025-01-29 12:16:30,2025-01-29 12:57:30,STORE_027,241
DSP_109619,2025-01-27 22:34:14,Willowvale_Plant,RT_024,TRUCK_016,Family Loaf,536,2025-01-28 01:07:14,2025-01-28 01:38:14,STORE_196,536
DSP_109635,2025-01-14 13:51:17,Willowvale_Plant,RT_053,TRUCK_002,Whole Wheat,280,2025-01-14 14:52:17,2025-01-14 14:49:17,STORE_097,280
DSP_115067,2025-04-23 14:25:32,Shepperton_Plant,RT_001,TRUCK_026,Whole Wheat,95,2025-04-23 16:20:32,2025-04-23 16:48:32,STORE_118,95
DSP_107745,2025-01-18 07:33:50,Shepperton_Plant,RT_053,TRUCK_081,Soft White,85,2025-01-18 08:59:50,2025-01-18 09:34:50,STORE_171,85
DSP_112568,2025-05-28 04:57:45,Shepperton_Plant,RT_029,TRUCK_013,Whole Wheat,177,2025-05-28 07:58:45,2025-05-28 08:15:45,STORE_058,177
DSP_110683,2025-05-06 22:31:40,Shepperton_Plant,RT_047,TRUCK_037,Seed Loaf,361,2025-05-07 01:16:40,2025-05-07 01:39:40,STORE_036,361
DSP_106245,2025-04-14 16:33:45,Willowvale_Plant,RT_001,TRUCK_073,Wholegrain Brown,499,2025-04-14 17:26:45,2025-04-14 17:53:45,STORE_156,499
DSP_103366,2025-04-20 16:39:31,Willowvale_Plant,RT_045,TRUCK_005,High Energy White,431,2025-04-20 20:19:31,2025-04-20 21:00:31,STORE_116,431
DSP_103404,2025-06-24 19:20:23,Willowvale_Plant,RT_045,TRUCK_036,Family Loaf,234,2025-06-24 22:11:23,2025-06-24 22:55:23,STORE_145,234
DSP_115319,2025-02-10 20:44:22,Willowvale_Plant,RT_008,TRUCK_086,High Energy Brown,81,2025-02-10 23:06:22,2025-02-10 23:28:22,STORE_112,81
DSP_105800,2025-07-15 21:29:54,Willowvale_Plant,RT_008,TRUCK_089,Seed Loaf,216,2025-07-16 01:09:54,2025-07-16 01:31:54,STORE_186,216
DSP_111532,2025-02-26 14:44:07,Willowvale_Plant,RT_020,TRUCK_019,Seed Loaf,251,2025-02-26 17:09:07,2025-02-26 16:59:07,STORE_148,251
DSP_100407,2025-06-15 00:02:42,Willowvale_Plant,RT_067,TRUCK_037,Seed Loaf,183,2025-06-15 03:00:42,2025-06-15 03:12:42,STORE_076,183
DSP_104410,2025-06-24 08:05:52,Shepperton_Plant,RT_015,TRUCK_048,Seed Loaf,314,2025-06-24 08:47:52,2025-06-24 09:31:52,STORE_005,314
DSP_104170,2025-02-03 15:21:32,Shepperton_Plant,RT_043,TRUCK_066,Soft White,215,2025-02-03 17:44:32,2025-02-03 18:05:32,STORE_094,215
DSP_104387,2025-05-31 10:33:37,Shepperton_Plant,RT_022,TRUCK_009,Whole Wheat,311,2025-05-31 11:38:37,2025-05-31 11:43:37,STORE_185,311
DSP_101623,2025-03-04 16:39:35,Shepperton_Plant,RT_005,TRUCK_080,Seed Loaf,341,2025-03-04 19:39:35,2025-03-04 19:54:35,STORE_084,341
DSP_107621,2025-05-11 04:55:37,Shepperton_Plant,RT_024,TRUCK_043,High Energy Brown,339,2025-05-11 08:49:37,2025-05-11 09:22:37,STORE_157,339
DSP_109913,2025-06-07 00:29:54,Shepperton_Plant,RT_030,TRUCK_060,Soft White,442,2025-06-07 02:45:54,2025-06-07 02:56:54,STORE_123,442
DSP_100170,2025-05-03 15:11:51,Shepperton_Plant,RT_057,TRUCK_080,Seed Loaf,207,2025-05-03 15:59:51,2025-05-03 16:24:51,STORE_030,207
DSP_115137,2025-05-07 04:11:21,Willowvale_Plant,RT_024,TRUCK_060,High Energy White,493,2025-05-07 07:18:21,2025-05-07 07:48:21,STORE_128,493
DSP_106145,2025-01-31 19:08:11,Shepperton_Plant,RT_028,TRUCK_042,Soft White,472,2025-01-31 23:00:11,2025-01-31 23:02:11,STORE_072,472
DSP_109237,2025-03-20 05:55:10,Willowvale_Plant,RT_027,TRUCK_028,Wholegrain Brown,54,2025-03-20 08:50:10,2025-03-20 09:21:10,STORE_130,54
DSP_106137,2025-02-20 02:54:13,Shepperton_Plant,RT_013,TRUCK_013,High Energy White,394,2025-02-20 05:34:13,2025-02-20 05:44:13,STORE_038,394
DSP_108594,2025-01-02 21:55:01,Willowvale_Plant,RT_031,TRUCK_054,Whole Wheat,404,2025-01-03 01:53:01,2025-01-03 01:58:01,STORE_182,404
DSP_101385,2025-06-09 15:27:47,Shepperton_Plant,RT_035,TRUCK_013,High Energy White,107,2025-06-09 17:26:47,2025-06-09 17:40:47,STORE_060,107
DSP_115444,2025-05-25 20:24:32,Willowvale_Plant,RT_062,TRUCK_086,Wholegrain Brown,238,2025-05-25 21:56:32,2025-05-25 22:09:32,STORE_037,238
DSP_113521,2025-07-18 14:45:10,Willowvale_Plant,RT_030,TRUCK_084,Wholegrain Brown,184,2025-07-18 17:11:10,2025-07-18 17:13:10,STORE_100,184
DSP_100683,2025-05-09 23:59:12,Willowvale_Plant,RT_014,TRUCK_047,High Energy Brown,422,2025-05-10 02:10:12,2025-05-10 02:40:12,STORE_042,422
DSP_102859,2025-02-28 22:39:52,Willowvale_Plant,RT_050,TRUCK_043,Whole Wheat,418,2025-03-01 01:31:52,2025-03-01 02:07:52,STORE_059,418
DSP_108390,2025-04-27 11:49:41,Willowvale_Plant,RT_048,TRUCK_084,Wholegrain Brown,506,2025-04-27 15:10:41,2025-04-27 15:43:41,STORE_073,506
DSP_110466,2025-02-06 11:49:41,Shepperton_Plant,RT_064,TRUCK_074,High Energy Brown,194,2025-02-06 13:20:41,2025-02-06 14:01:41,STORE_066,194
DSP_110099,2025-01-13 18:26:23,Willowvale_Plant,RT_050,TRUCK_063,Seed Loaf,155,2025-01-13 20:47:23,2025-01-13 20:40:23,STORE_008,155
DSP_109357,2025-07-23 11:40:11,Willowvale_Plant,RT_002,TRUCK_030,High Energy White,342,2025-07-23 13:27:11,2025-07-23 13:40:11,STORE_190,342
DSP_110924,2025-01-03 01:43:02,Shepperton_Plant,RT_043,TRUCK_038,Soft White,68,2025-01-03 03:22:02,2025-01-03 03:16:02,STORE_059,68
DSP_111624,2025-03-24 21:44:28,Willowvale_Plant,RT_019,TRUCK_064,High Energy Brown,47,2025-03-24 23:09:28,2025-03-24 23:36:28,STORE_065,47
DSP_103501,2025-06-08 00:58:07,Willowvale_Plant,RT_017,TRUCK_074,High Energy Brown,405,2025-06-08 02:56:07,2025-06-08 03:21:07,STORE_193,405
DSP_100800,2025-05-21 11:46:31,Willowvale_Plant,RT_067,TRUCK_089,Family Loaf,492,2025-05-21 14:52:31,2025-05-21 15:08:31,STORE_043,492
DSP_111730,2025-06-16 03:21:29,Shepperton_Plant,RT_041,TRUCK_030,Whole Wheat,459,2025-06-16 05:47:29,2025-06-16 05:57:29,STORE_188,459
DSP_100747,2025-07-07 10:03:34,Shepperton_Plant,RT_023,TRUCK_029,Wholegrain Brown,491,2025-07-07 10:45:34,2025-07-07 10:37:34,STORE_083,491
DSP_105681,2025-05-30 04:33:56,Willowvale_Plant,RT_026,TRUCK_071,Soft White,122,2025-05-30 06:23:56,2025-05-30 06:35:56,STORE_104,122
DSP_111318,2025-03-18 06:18:01,Shepperton_Plant,RT_056,TRUCK_013,Family Loaf,35,2025-03-18 09:45:01,2025-03-18 10:14:01,STORE_094,35
DSP_102206,2025-06-23 11:16:51,Willowvale_Plant,RT_045,TRUCK_073,High Energy White,471,2025-06-23 13:51:51,2025-06-23 14:03:51,STORE_019,471
DSP_105397,2025-07-22 03:59:01,Shepperton_Plant,RT_069,TRUCK_040,Wholegrain Brown,290,2025-07-22 04:39:01,2025-07-22 04:36:01,STORE_067,290
DSP_100590,2025-06-03 21:59:32,Shepperton_Plant,RT_035,TRUCK_053,Seed Loaf,402,2025-06-04 00:46:32,2025-06-04 01:24:32,STORE_164,402
DSP_107862,2025-01-30 12:29:12,Shepperton_Plant,RT_020,TRUCK_020,Family Loaf,418,2025-01-30 14:11:12,2025-01-30 14:19:12,STORE_147,418
DSP_112817,2025-02-19 18:37:55,Shepperton_Plant,RT_016,TRUCK_072,High Energy Brown,327,2025-02-19 21:31:55,2025-02-19 21:55:55,STORE_157,327
DSP_110274,2025-02-17 16:19:46,Shepperton_Plant,RT_035,TRUCK_085,High Energy Brown,166,2025-02-17 18:03:46,2025-02-17 18:13:46,STORE_165,166
DSP_101491,2025-04-01 00:45:48,Shepperton_Plant,RT_061,TRUCK_077,Family Loaf,267,2025-04-01 02:15:48,2025-04-01 02:36:48,STORE_125,267
DSP_114265,2025-01-30 00:38:33,Shepperton_Plant,RT_026,TRUCK_004,Whole Wheat,76,2025-01-30 04:15:33,2025-01-30 04:53:33,STORE_015,76
