sensor_id,timestamp,plant_id,equipment_id,metric_name,metric_value
SEN_9951,2025-03-29 08:28:19,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.26
SEN_3998,2025-01-03 02:01:56,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,31.07
SEN_5865,2025-02-13 11:21:22,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.55
SEN_8982,2025-06-06 20:02:35,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.73
SEN_17192,2025-04-18 18:24:51,Willowvale_Plant,PROOFER_01,Humidity Level,75.65
SEN_2815,2025-02-10 04:38:16,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.13
SEN_9431,2025-06-20 19:52:30,Willowvale_Plant,OVEN_01,Oven Temperature,201.6
SEN_4654,2025-01-19 09:52:25,Willowvale_Plant,OVEN_02,Oven Temperature,214.55
SEN_13679,2025-01-13 18:17:56,Shepperton_Plant,PROOFER_01,Humidity Level,72.7
SEN_14078,2025-04-15 13:34:56,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.54
SEN_3853,2025-05-06 13:15:58,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.57
SEN_13967,2025-01-01 12:12:17,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.34
SEN_9154,2025-02-08 19:45:51,Willowvale_Plant,OVEN_02,Oven Temperature,215.06
SEN_117,2025-02-09 20:41:24,Shepperton_Plant,OVEN_02,Oven Temperature,218.93
SEN_8047,2025-06-25 18:05:35,Willowvale_Plant,PROOFER_01,Humidity Level,67.85
SEN_9453,2025-07-21 08:28:30,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,117.49
SEN_3025,2025-04-15 07:00:23,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.15
SEN_12441,2025-02-21 14:25:30,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,27.16
SEN_9163,2025-01-23 11:25:35,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_12431,2025-02-21 22:12:49,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,119.93
SEN_837,2025-07-01 08:38:54,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,34.28
SEN_3380,2025-04-25 21:19:14,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,24.91
SEN_17445,2025-06-17 06:39:00,Willowvale_Plant,OVEN_01,Oven Temperature,221.62
SEN_15702,2025-07-13 07:22:02,Willowvale_Plant,OVEN_02,Oven Temperature,233.01
SEN_15348,2025-05-01 02:10:57,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.89
SEN_9627,2025-04-09 02:45:07,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.85
SEN_12164,2025-04-11 15:32:13,Shepperton_Plant,OVEN_02,Oven Temperature,209.34
SEN_12752,2025-06-07 19:55:29,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,26.93
SEN_6970,2025-01-18 00:41:14,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.58
SEN_5278,2025-07-06 12:16:19,Shepperton_Plant,PROOFER_01,Humidity Level,68.31
SEN_14295,2025-05-21 12:53:08,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17961,2025-02-27 01:55:02,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.43
SEN_16590,2025-06-26 11:48:08,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,89.61
SEN_16290,2025-03-02 07:05:02,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.57
SEN_11741,2025-04-05 00:48:07,Willowvale_Plant,OVEN_02,Oven Temperature,197.17
SEN_2677,2025-07-20 18:04:03,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,1.73
SEN_9782,2025-03-09 20:37:57,Willowvale_Plant,OVEN_02,Oven Temperature,223.86
SEN_5283,2025-06-02 20:58:44,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,109.81
SEN_14283,2025-07-30 04:17:51,Shepperton_Plant,OVEN_01,Oven Temperature,207.42
SEN_5124,2025-01-08 15:52:24,Shepperton_Plant,OVEN_02,Oven Temperature,229.73
SEN_7684,2025-04-18 03:26:39,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,30.82
SEN_11683,2025-04-13 17:50:01,Willowvale_Plant,OVEN_02,Oven Temperature,216.72
SEN_5421,2025-07-11 18:19:26,Willowvale_Plant,OVEN_01,Oven Temperature,221.68
SEN_16820,2025-01-19 02:57:12,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,106.77
SEN_16786,2025-06-19 00:13:30,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,4.36
SEN_15326,2025-03-03 07:56:41,Shepperton_Plant,OVEN_01,Oven Temperature,222.33
SEN_10081,2025-02-04 08:22:28,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,27.48
SEN_13352,2025-06-23 23:57:53,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.34
SEN_12839,2025-03-31 18:55:24,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.09
SEN_16512,2025-01-14 10:04:11,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_8879,2025-04-09 22:35:55,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_11526,2025-07-25 17:00:39,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_14908,2025-02-22 11:54:37,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.97
SEN_11551,2025-04-05 21:22:26,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.11
SEN_14426,2025-07-01 12:22:52,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_16978,2025-03-20 18:55:18,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.86
SEN_6881,2025-07-05 12:47:29,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.71
SEN_17395,2025-04-05 04:24:39,Shepperton_Plant,OVEN_01,Oven Temperature,204.69
SEN_4442,2025-01-01 14:27:35,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,106.1
SEN_12552,2025-06-23 07:10:40,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,94.69
SEN_15226,2025-06-26 23:09:07,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.32
SEN_7338,2025-05-07 10:42:19,Shepperton_Plant,OVEN_02,Oven Temperature,237.94
SEN_7828,2025-04-10 00:26:35,Willowvale_Plant,PROOFER_01,Humidity Level,85.25
SEN_12727,2025-04-25 00:27:37,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.24
SEN_4282,2025-07-29 23:02:03,Shepperton_Plant,PROOFER_01,Humidity Level,68.67
SEN_11759,2025-06-14 19:59:04,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,4.64
SEN_12551,2025-05-29 04:33:25,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.96
SEN_1304,2025-04-07 13:38:48,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.02
SEN_7146,2025-04-27 22:30:57,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.98
SEN_16682,2025-02-09 09:18:41,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,29.53
SEN_11821,2025-03-13 02:00:01,Willowvale_Plant,PROOFER_01,Humidity Level,81.15
SEN_2831,2025-01-29 12:57:29,Shepperton_Plant,OVEN_02,Oven Temperature,223.34
SEN_16607,2025-02-08 20:33:43,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.95
SEN_3106,2025-07-15 05:55:07,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17369,2025-03-29 20:01:29,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,88.26
SEN_13114,2025-06-11 22:33:54,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.4
SEN_10325,2025-01-26 23:44:16,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,25.0
SEN_15582,2025-03-20 03:12:02,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.99
SEN_7976,2025-01-23 14:00:53,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.75
SEN_13529,2025-07-30 19:04:47,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,116.51
SEN_1555,2025-06-29 23:47:50,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.77
SEN_6601,2025-03-19 07:02:14,Willowvale_Plant,OVEN_01,Oven Temperature,240.39
SEN_8867,2025-02-22 16:33:24,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.1
SEN_3462,2025-02-04 08:57:32,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,4.3
SEN_9293,2025-07-18 02:07:17,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.26
SEN_7153,2025-06-30 08:22:26,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.37
SEN_1021,2025-01-06 03:19:05,Shepperton_Plant,OVEN_01,Oven Temperature,220.51
SEN_9214,2025-04-28 18:14:55,Willowvale_Plant,OVEN_01,Oven Temperature,202.98
SEN_6919,2025-04-02 15:39:51,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,88.42
SEN_16232,2025-07-17 14:18:41,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.66
SEN_4246,2025-05-02 00:35:19,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.18
SEN_4910,2025-03-28 17:06:30,Shepperton_Plant,PROOFER_01,Humidity Level,73.44
SEN_4549,2025-04-30 10:13:55,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,26.23
SEN_15090,2025-03-03 04:55:11,Shepperton_Plant,PROOFER_01,Humidity Level,89.81
SEN_4837,2025-06-30 03:29:31,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,
SEN_4908,2025-06-06 21:36:35,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.52
SEN_5609,2025-03-01 20:39:03,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,93.84
SEN_14845,2025-06-02 11:57:39,Shepperton_Plant,OVEN_01,Oven Temperature,209.27
SEN_3636,2025-01-05 11:36:45,Willowvale_Plant,PROOFER_01,Humidity Level,80.27
SEN_3779,2025-02-26 02:44:03,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17243,2025-01-13 05:07:02,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,108.17
SEN_14243,2025-01-29 18:19:50,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.34
SEN_3211,2025-03-12 00:00:00,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.5
SEN_10824,2025-06-05 11:01:42,Shepperton_Plant,OVEN_01,Oven Temperature,218.68
SEN_2484,2025-05-12 01:27:00,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.95
SEN_16046,2025-02-09 15:30:40,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,30.22
SEN_6927,2025-07-23 21:15:53,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,90.31
SEN_2055,2025-02-22 15:02:05,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.96
SEN_218,2025-01-06 04:32:25,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,96.56
SEN_1262,2025-04-15 15:53:52,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17198,2025-06-02 11:18:00,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17255,2025-01-05 04:35:01,Willowvale_Plant,OVEN_01,Oven Temperature,221.04
SEN_8604,2025-04-23 22:08:46,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.33
SEN_12272,2025-01-30 07:12:08,Shepperton_Plant,PROOFER_01,Humidity Level,88.2
SEN_14185,2025-03-01 17:33:58,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,101.25
SEN_5036,2025-01-26 17:56:55,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.07
SEN_10109,2025-02-06 06:32:28,Shepperton_Plant,OVEN_02,Oven Temperature,208.2
SEN_14094,2025-07-28 08:09:11,Willowvale_Plant,OVEN_02,Oven Temperature,214.35
SEN_4220,2025-05-06 18:05:06,Shepperton_Plant,PROOFER_01,Humidity Level,72.89
SEN_16084,2025-03-05 22:33:55,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_10651,2025-04-24 04:08:11,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.54
SEN_622,2025-07-16 01:54:29,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.13
SEN_9947,2025-07-23 23:29:48,Shepperton_Plant,OVEN_02,Oven Temperature,229.44
SEN_2936,2025-01-15 16:16:22,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.65
SEN_8414,2025-02-20 20:58:31,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.68
SEN_6608,2025-01-21 14:13:02,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.13
SEN_4833,2025-07-20 23:54:05,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_11161,2025-06-27 05:04:38,Shepperton_Plant,OVEN_02,Oven Temperature,220.68
SEN_4562,2025-01-01 07:41:30,Shepperton_Plant,OVEN_02,Oven Temperature,212.79
SEN_11859,2025-03-31 15:42:50,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_9506,2025-06-23 21:32:51,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,28.1
SEN_6460,2025-07-27 12:23:35,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.63
SEN_13208,2025-01-16 06:47:16,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,22.91
SEN_1085,2025-06-06 20:55:46,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,32.22
SEN_7076,2025-07-14 10:13:15,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.28
SEN_8137,2025-04-19 20:31:39,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,3.83
SEN_11861,2025-03-06 14:15:43,Shepperton_Plant,OVEN_02,Oven Temperature,210.59
SEN_3979,2025-02-20 15:04:56,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.8
SEN_4029,2025-05-08 15:55:40,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.16
SEN_7712,2025-04-18 08:30:45,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_13438,2025-01-29 10:59:39,Shepperton_Plant,OVEN_01,Oven Temperature,217.4
SEN_4630,2025-03-17 10:11:22,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.86
SEN_11536,2025-07-16 20:02:51,Shepperton_Plant,PROOFER_01,Humidity Level,87.21
SEN_4724,2025-04-28 04:18:04,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.65
SEN_2648,2025-05-14 19:53:37,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.15
SEN_11795,2025-02-06 10:52:17,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_17626,2025-07-27 04:21:05,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_14599,2025-02-05 20:13:22,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,1.89
SEN_5023,2025-01-03 19:42:41,Willowvale_Plant,CONVEYOR_01,Belt Speed,2.0
SEN_11500,2025-07-22 09:21:00,Willowvale_Plant,OVEN_01,Oven Temperature,221.9
SEN_17660,2025-07-09 15:24:45,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.14
SEN_1399,2025-07-08 20:16:00,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_16271,2025-02-24 17:56:34,Willowvale_Plant,PROOFER_01,Humidity Level,71.19
SEN_7821,2025-06-11 22:19:19,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,114.71
SEN_13214,2025-03-12 00:00:00,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,105.71
SEN_17442,2025-02-04 04:01:30,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,103.0
SEN_2924,2025-02-17 10:02:00,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,87.93
SEN_6115,2025-05-02 17:06:15,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.48
SEN_15246,2025-04-04 21:02:11,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,26.53
SEN_4014,2025-04-07 14:38:51,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.28
SEN_11886,2025-06-14 12:19:07,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.85
SEN_7535,2025-07-12 09:18:32,Willowvale_Plant,OVEN_01,Oven Temperature,217.63
SEN_11697,2025-07-12 16:01:45,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,25.83
SEN_17538,2025-01-09 22:47:35,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,99.82
SEN_2158,2025-07-10 18:27:10,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,1770.814605634599
SEN_15899,2025-05-15 07:26:47,Willowvale_Plant,CONVEYOR_01,Belt Speed,0.98
SEN_10650,2025-04-23 17:03:42,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.88
SEN_12643,2025-02-23 08:12:20,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.87
SEN_6741,2025-04-04 03:56:52,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,85.5
SEN_12050,2025-03-28 07:45:00,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_1120,2025-01-31 19:20:37,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.84
SEN_17653,,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,27.79
SEN_17531,2025-03-04 12:26:12,Shepperton_Plant,OVEN_01,Oven Temperature,205.5
SEN_1985,2025-06-22 16:18:39,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,30.17
SEN_9639,2025-05-04 12:03:01,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.61
SEN_968,2025-03-08 05:03:46,Willowvale_Plant,OVEN_01,Oven Temperature,227.4
SEN_6649,2025-05-06 10:40:06,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.39
SEN_1451,2025-01-04 10:14:23,Willowvale_Plant,OVEN_01,Oven Temperature,226.25
SEN_324,2025-04-21 12:42:45,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.41
SEN_17517,2025-05-13 18:05:56,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,
SEN_10719,2025-07-06 15:49:54,Willowvale_Plant,OVEN_01,Oven Temperature,209.42
SEN_14161,2025-05-02 08:58:41,Shepperton_Plant,OVEN_02,Oven Temperature,205.67
SEN_13389,2025-01-18 02:52:34,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_1471,2025-02-12 09:19:00,Shepperton_Plant,OVEN_02,Oven Temperature,223.18
SEN_6180,2025-05-24 10:58:35,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.97
SEN_4190,2025-03-27 01:28:56,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_6202,2025-02-06 20:26:05,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_908,2025-07-24 10:17:17,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.52
SEN_9777,2025-01-26 15:05:29,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,105.9
SEN_11015,2025-02-28 12:46:55,Shepperton_Plant,PROOFER_01,Humidity Level,89.65
SEN_13659,2025-01-08 01:08:23,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.57
SEN_1558,2025-06-05 17:10:58,Shepperton_Plant,OVEN_02,Oven Temperature,218.7
SEN_14466,2025-05-30 17:56:26,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.5
SEN_8486,2025-03-08 23:59:57,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.94
SEN_8038,2025-06-03 18:02:56,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,25.57
SEN_7445,2025-04-22 06:32:16,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.61
SEN_7459,2025-01-02 01:30:10,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,31.95
SEN_15501,2025-03-20 15:20:55,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,109.47
SEN_5442,2025-04-29 17:21:08,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.68
SEN_11239,2025-05-31 09:34:32,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,2.34
SEN_6479,2025-02-28 10:32:24,Willowvale_Plant,PROOFER_01,Humidity Level,81.21
SEN_14338,,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,92.51
SEN_2880,2025-01-05 02:05:53,Willowvale_Plant,OVEN_02,Oven Temperature,211.12
SEN_3336,2025-06-08 18:11:20,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,19.78
SEN_73,2025-05-14 04:11:45,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.12
SEN_16659,2025-04-11 20:09:44,Shepperton_Plant,DOUGH_MIXER_02,Motor Vibration,0.65
SEN_14230,2025-07-24 03:17:06,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_6485,2025-03-28 09:29:27,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.66
SEN_2663,2025-07-30 18:52:26,Shepperton_Plant,PROOFER_01,Humidity Level,85.29
SEN_6126,2025-07-13 04:54:49,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.12
SEN_9672,2025-02-26 22:44:56,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,27.94
SEN_15843,2025-05-24 14:11:40,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.05
SEN_13839,2025-05-20 22:28:13,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.2
SEN_13700,2025-06-24 07:08:09,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.42
SEN_15392,2025-01-22 00:13:28,Shepperton_Plant,OVEN_01,Oven Temperature,218.41
SEN_4476,2025-01-16 18:24:30,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.82
SEN_17559,2025-07-13 07:51:44,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.76
SEN_4329,2025-05-22 07:54:38,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,21.17
SEN_6210,2025-06-17 14:35:30,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_3246,2025-01-26 22:31:45,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,31.02
SEN_5490,2025-03-28 01:49:09,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.86
SEN_16141,2025-07-24 20:10:01,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,2.61
SEN_11734,2025-01-07 15:57:34,Shepperton_Plant,OVEN_01,Oven Temperature,219.01
SEN_15818,2025-03-27 20:27:44,Willowvale_Plant,CONVEYOR_02,Belt Speed,0.81
SEN_15979,2025-01-12 08:14:44,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_8378,2025-01-21 18:49:10,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.07
SEN_12987,2025-02-11 19:19:10,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.28
SEN_5928,2025-05-26 11:45:25,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.32
SEN_2782,2025-06-11 05:00:40,Shepperton_Plant,PROOFER_01,Humidity Level,79.36
SEN_15407,2025-07-11 00:49:07,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.19
SEN_13230,2025-03-05 06:28:17,Shepperton_Plant,OVEN_01,Oven Temperature,210.08
SEN_14809,2025-07-23 15:46:25,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_9026,2025-07-24 13:13:45,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,102.72
SEN_5527,2025-07-12 22:01:36,Willowvale_Plant,DOUGH_MIXER_02,Motor Vibration,3.5
SEN_16376,2025-02-25 04:25:00,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.48
SEN_13643,2025-03-13 23:47:54,Shepperton_Plant,OVEN_01,Oven Temperature,215.29
SEN_14293,2025-06-28 11:34:16,Shepperton_Plant,CONVEYOR_01,Belt Speed,1.54
SEN_6805,2025-06-26 00:26:34,Willowvale_Plant,OVEN_01,Oven Temperature,222.81
SEN_4489,2025-03-13 22:50:18,Shepperton_Plant,OVEN_01,Oven Temperature,208.32
SEN_4992,2025-03-26 02:13:04,Willowvale_Plant,PROOFER_01,Humidity Level,85.75
SEN_2256,2025-04-26 01:34:59,Shepperton_Plant,PACKAGING_LINE_01,Seal Integrity,106.87
SEN_8138,2025-05-22 02:00:48,Willowvale_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_14397,2025-01-23 18:25:29,Shepperton_Plant,CONVEYOR_01,Belt Speed,0.72
SEN_16264,2025-05-09 10:03:08,Willowvale_Plant,CONVEYOR_01,Belt Speed,1.91
SEN_3782,2025-06-07 17:49:44,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,26.87
SEN_10805,2025-02-18 01:24:28,Shepperton_Plant,PROOFER_01,Humidity Level,77.98
SEN_14429,2025-06-08 11:52:25,Shepperton_Plant,PROOFER_01,Humidity Level,72.11
SEN_2299,2025-02-12 04:04:48,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.56
SEN_7589,2025-02-19 12:46:05,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.79
SEN_4470,2025-02-23 02:23:46,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,26.02
SEN_2253,2025-07-22 00:41:22,Shepperton_Plant,PROOFER_01,Humidity Level,
SEN_2178,2025-02-02 07:42:17,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.27
SEN_5091,2025-05-28 00:18:00,Willowvale_Plant,PACKAGING_LINE_01,Seal Integrity,89.63
SEN_3014,2025-05-20 21:22:13,Willowvale_Plant,OVEN_02,Oven Temperature,226.61
SEN_16142,2025-05-02 04:35:45,Willowvale_Plant,CONVEYOR_02,Belt Speed,1.1
SEN_7733,2025-07-11 10:38:41,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_7507,2025-01-26 01:35:42,Willowvale_Plant,COOLING_TUNNEL_01,Air Temperature,28.02
SEN_6806,2025-03-09 05:54:01,Shepperton_Plant,METAL_DETECTOR_01,Detection Event,0.0
SEN_14015,2025-01-20 09:13:29,Shepperton_Plant,CONVEYOR_02,Belt Speed,0.55
SEN_6678,2025-06-05 20:46:33,Shepperton_Plant,COOLING_TUNNEL_01,Air Temperature,26.21
SEN_15976,2025-06-30 20:47:38,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,3.21
SEN_6707,2025-06-12 01:12:19,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,3.38
SEN_978,2025-06-14 13:30:00,Shepperton_Plant,CONVEYOR_02,Belt Speed,1.93
SEN_8242,2025-05-14 09:01:21,Shepperton_Plant,DOUGH_MIXER_01,Motor Vibration,2.4
SEN_12519,2025-04-19 17:32:37,Willowvale_Plant,OVEN_02,Oven Temperature,209.02
SEN_7049,2025-01-31 05:19:33,Willowvale_Plant,DOUGH_MIXER_01,Motor Vibration,2.81
SEN_4795,2025-05-08 10:21:33,Shepperton_Plant,OVEN_01,Oven Temperature,217.4
