dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,expected_arrival,actual_arrival,retailer_id,dispatch_delay_minutes,hour,dayofweek
DSP_110052,2025-07-15 08:55:19,Willowvale_Plant,RT_062,TRUCK_056,High Energy Brown,113,2025-07-15 11:40:19,2025-07-15 11:42:19,STORE_182,2.0,8.0,Tuesday
DSP_109820,2025-07-03 14:41:47,Shepperton_Plant,RT_062,TRUCK_001,Family Loaf,395,2025-07-03 18:14:47,2025-07-03 18:24:47,STORE_082,10.0,14.0,Thursday
DSP_104859,2025-06-22 19:45:03,Shepperton_Plant,RT_053,TRUCK_002,Whole Wheat,722,2025-06-22 20:22:03,2025-06-22 20:41:03,STORE_061,19.0,19.0,Sunday
DSP_114065,2025-07-18 15:51:25,Shepperton_Plant,RT_047,TRUCK_085,Whole Wheat,312,2025-07-18 18:18:25,2025-07-18 18:22:25,STORE_134,4.0,15.0,Friday
DSP_107486,2025-02-17 18:30:36,Willowvale_Plant,RT_030,TRUCK_079,Family Loaf,151,2025-02-17 19:27:36,2025-02-17 19:36:36,STORE_152,9.0,18.0,Monday
DSP_115313,2025-04-29 06:37:27,Willowvale_Plant,RT_037,TRUCK_052,Family Loaf,280,2025-04-29 07:58:27,2025-04-29 08:20:27,STORE_007,22.0,6.0,Tuesday
DSP_106771,2025-05-30 05:26:10,Shepperton_Plant,RT_024,TRUCK_049,Family Loaf,384,2025-05-30 09:11:10,2025-05-30 09:09:10,STORE_081,-2.0,5.0,Friday
DSP_103337,2025-04-20 18:10:17,Willowvale_Plant,RT_068,TRUCK_079,Seed Loaf,193,2025-04-20 19:42:17,2025-04-20 19:34:17,STORE_070,-8.0,18.0,Sunday
DSP_114600,2025-06-28 09:52:08,Shepperton_Plant,RT_010,TRUCK_011,Family Loaf,72,2025-06-28 11:08:08,2025-06-28 11:49:08,STORE_064,41.0,9.0,Saturday
DSP_110450,2025-02-27 10:25:17,Shepperton_Plant,RT_069,TRUCK_045,Whole Wheat,513,2025-02-27 12:27:17,2025-02-27 12:39:17,STORE_085,12.0,10.0,Thursday
DSP_104052,2025-02-15 15:14:23,Willowvale_Plant,RT_055,TRUCK_070,Soft White,326,2025-02-15 15:59:23,2025-02-15 16:08:23,STORE_150,9.0,15.0,Saturday
DSP_109810,2025-05-20 08:35:56,Willowvale_Plant,RT_029,TRUCK_042,Soft White,341,2025-05-20 12:06:56,2025-05-20 12:24:56,STORE_173,18.0,8.0,Tuesday
DSP_111936,2025-03-15 09:31:17,Willowvale_Plant,RT_049,TRUCK_057,High Energy White,321,2025-03-15 10:26:17,2025-03-15 10:37:17,STORE_020,11.0,9.0,Saturday
DSP_112188,2025-07-12 15:17:59,Shepperton_Plant,RT_054,TRUCK_017,Wholegrain Brown,170,2025-07-12 17:13:59,2025-07-12 17:37:59,STORE_097,24.0,15.0,Saturday
DSP_100994,2025-04-12 02:45:47,Willowvale_Plant,RT_021,TRUCK_017,Seed Loaf,391,2025-04-12 05:44:47,2025-04-12 05:39:47,STORE_084,-5.0,2.0,Saturday
DSP_109270,2025-07-10 03:44:00,Shepperton_Plant,RT_069,TRUCK_073,Wholegrain Brown,67,2025-07-10 07:22:00,2025-07-10 07:18:00,STORE_182,-4.0,3.0,Thursday
DSP_108909,2025-01-12 01:03:47,Shepperton_Plant,RT_011,TRUCK_042,Whole Wheat,85,2025-01-12 03:41:47,2025-01-12 04:01:47,STORE_134,20.0,1.0,Sunday
DSP_100877,2025-02-09 16:12:55,Willowvale_Plant,RT_069,TRUCK_036,Family Loaf,109,2025-02-09 20:10:55,2025-02-09 20:22:55,STORE_021,12.0,16.0,Sunday
DSP_100226,2025-06-25 04:00:15,Willowvale_Plant,RT_028,TRUCK_036,Family Loaf,54,2025-06-25 05:05:15,2025-06-25 05:28:15,STORE_034,23.0,4.0,Wednesday
DSP_108184,2025-06-14 06:28:32,Shepperton_Plant,RT_028,TRUCK_057,High Energy White,379,2025-06-14 09:41:32,2025-06-14 10:12:32,STORE_169,31.0,6.0,Saturday
DSP_111783,2025-01-17 02:18:08,Willowvale_Plant,RT_047,TRUCK_086,Wholegrain Brown,291,2025-01-17 02:53:08,2025-01-17 02:43:08,STORE_045,-10.0,2.0,Friday
DSP_114584,2025-01-23 12:30:53,Willowvale_Plant,RT_060,TRUCK_011,Wholegrain Brown,268,2025-01-23 14:29:53,2025-01-23 14:24:53,STORE_038,-5.0,12.0,Thursday
DSP_102077,2025-02-03 11:27:58,Shepperton_Plant,RT_018,TRUCK_015,High Energy White,281,2025-02-03 12:39:58,2025-02-03 13:21:58,STORE_028,42.0,11.0,Monday
DSP_101677,2025-01-09 15:36:59,Shepperton_Plant,RT_060,TRUCK_013,Seed Loaf,210,2025-01-09 16:36:59,2025-01-09 16:54:59,STORE_155,18.0,15.0,Thursday
DSP_108905,2025-06-27 03:41:24,Shepperton_Plant,RT_032,TRUCK_014,Whole Wheat,390,2025-06-27 04:53:24,2025-06-27 05:10:24,STORE_011,17.0,3.0,Friday
DSP_115175,2025-07-02 15:24:45,Willowvale_Plant,RT_019,TRUCK_069,Whole Wheat,494,2025-07-02 17:00:45,2025-07-02 17:28:45,STORE_187,28.0,15.0,Wednesday
DSP_103965,2025-07-10 02:05:19,Willowvale_Plant,RT_060,TRUCK_035,High Energy White,224,2025-07-10 03:08:19,2025-07-10 03:34:19,STORE_029,26.0,2.0,Thursday
DSP_101278,2025-03-11 18:09:48,Shepperton_Plant,RT_026,TRUCK_016,Family Loaf,312,2025-03-11 20:03:48,2025-03-11 20:18:48,STORE_122,15.0,18.0,Tuesday
DSP_104811,2025-04-05 03:49:00,Shepperton_Plant,RT_001,TRUCK_040,Whole Wheat,371,2025-04-05 05:34:00,2025-04-05 05:44:00,STORE_057,10.0,3.0,Saturday
DSP_106138,2025-07-20 18:45:19,Willowvale_Plant,RT_049,TRUCK_072,High Energy White,493,2025-07-20 20:32:19,2025-07-20 20:36:19,STORE_071,4.0,18.0,Sunday
DSP_106505,2025-06-19 11:34:28,Willowvale_Plant,RT_049,TRUCK_009,Family Loaf,98,2025-06-19 15:13:28,2025-06-19 15:47:28,STORE_131,34.0,11.0,Thursday
DSP_114892,2025-01-14 07:15:02,Willowvale_Plant,RT_028,TRUCK_080,Seed Loaf,68,2025-01-14 10:14:02,2025-01-14 10:21:02,STORE_138,7.0,7.0,Tuesday
DSP_101805,2025-04-27 19:40:05,Willowvale_Plant,RT_026,TRUCK_062,Whole Wheat,421,2025-04-27 20:45:05,2025-04-27 20:56:05,STORE_042,11.0,19.0,Sunday
DSP_105457,2025-04-13 06:37:01,Shepperton_Plant,RT_002,TRUCK_026,High Energy Brown,203,2025-04-13 08:01:01,2025-04-13 07:59:01,STORE_122,-2.0,6.0,Sunday
DSP_107709,2025-01-16 08:51:17,Willowvale_Plant,RT_004,TRUCK_049,Seed Loaf,318,2025-01-16 11:50:17,2025-01-16 12:23:17,STORE_070,33.0,8.0,Thursday
DSP_109389,2025-04-21 18:48:15,Shepperton_Plant,RT_043,TRUCK_067,Soft White,316,2025-04-21 20:05:15,2025-04-21 20:23:15,STORE_146,18.0,18.0,Monday
DSP_111019,2025-05-20 18:35:02,Willowvale_Plant,RT_018,TRUCK_001,Seed Loaf,494,2025-05-20 20:45:02,2025-05-20 20:52:02,STORE_192,7.0,18.0,Tuesday
DSP_107331,2025-03-21 03:29:23,Shepperton_Plant,RT_015,TRUCK_069,Wholegrain Brown,248,2025-03-21 07:06:23,2025-03-21 07:10:23,STORE_185,4.0,3.0,Friday
DSP_105216,2025-02-08 00:08:57,Shepperton_Plant,RT_064,TRUCK_040,Soft White,210,2025-02-08 02:16:57,2025-02-08 02:09:57,STORE_081,-7.0,0.0,Saturday
DSP_105564,2025-07-15 15:17:47,Willowvale_Plant,RT_055,TRUCK_021,Soft White,235,2025-07-15 18:23:47,2025-07-15 18:41:47,STORE_107,18.0,15.0,Tuesday
DSP_111225,,Willowvale_Plant,RT_013,TRUCK_048,High Energy Brown,79,2025-07-30 07:02:29,2025-07-30 07:01:29,STORE_155,-1.0,,
DSP_114258,2025-06-03 06:44:03,Shepperton_Plant,RT_046,TRUCK_079,High Energy Brown,489,2025-06-03 07:32:03,2025-06-03 08:00:03,STORE_025,28.0,6.0,Tuesday
DSP_100460,2025-07-23 07:05:10,Shepperton_Plant,RT_065,TRUCK_061,Family Loaf,710,2025-07-23 08:16:10,2025-07-23 08:43:10,STORE_103,27.0,7.0,Wednesday
DSP_114684,2025-02-26 15:24:24,Shepperton_Plant,RT_062,TRUCK_012,High Energy Brown,93,2025-02-26 16:31:24,2025-02-26 16:51:24,STORE_028,20.0,15.0,Wednesday
DSP_108370,2025-04-29 12:29:47,Shepperton_Plant,RT_028,TRUCK_081,Wholegrain Brown,298,2025-04-29 15:48:47,2025-04-29 16:07:47,STORE_090,19.0,12.0,Tuesday
DSP_101359,2025-05-11 06:15:07,Willowvale_Plant,RT_048,TRUCK_057,Wholegrain Brown,457,2025-05-11 09:42:07,2025-05-11 09:42:07,STORE_138,0.0,6.0,Sunday
DSP_108549,2025-06-30 05:27:32,Willowvale_Plant,RT_018,TRUCK_035,Family Loaf,332,2025-06-30 08:42:32,2025-06-30 08:53:32,STORE_179,11.0,5.0,Monday
DSP_100930,2025-05-10 01:08:17,Shepperton_Plant,RT_009,TRUCK_075,Family Loaf,409,2025-05-10 04:21:17,2025-05-10 04:18:17,STORE_167,-3.0,1.0,Saturday
DSP_101979,2025-06-04 07:07:13,Shepperton_Plant,RT_023,TRUCK_086,Seed Loaf,280,2025-06-04 10:19:13,2025-06-04 10:46:13,STORE_100,27.0,7.0,Wednesday
DSP_101607,2025-01-08 11:48:16,Shepperton_Plant,RT_036,TRUCK_016,Seed Loaf,155,2025-01-08 12:36:16,2025-01-08 12:58:16,STORE_035,22.0,11.0,Wednesday
DSP_113111,2025-05-10 11:18:06,Willowvale_Plant,RT_012,TRUCK_066,Soft White,296,2025-05-10 12:04:06,2025-05-10 12:21:06,STORE_144,17.0,11.0,Saturday
DSP_112761,2025-02-03 17:31:18,Shepperton_Plant,RT_022,TRUCK_025,Family Loaf,516,2025-02-03 19:12:18,2025-02-03 19:09:18,STORE_055,-3.0,17.0,Monday
DSP_106742,2025-05-11 09:56:46,Shepperton_Plant,RT_006,TRUCK_010,Seed Loaf,531,2025-05-11 12:18:46,2025-05-11 12:35:46,STORE_169,17.0,9.0,Sunday
DSP_114448,2025-01-31 17:03:01,Shepperton_Plant,RT_033,TRUCK_016,Whole Wheat,128,2025-01-31 18:29:01,2025-01-31 19:10:01,STORE_126,41.0,17.0,Friday
DSP_108983,2025-04-10 06:38:02,Willowvale_Plant,RT_009,TRUCK_017,High Energy Brown,96,2025-04-10 10:32:02,2025-04-10 11:15:02,STORE_158,43.0,6.0,Thursday
DSP_112222,2025-01-14 06:43:27,Shepperton_Plant,RT_031,TRUCK_016,Family Loaf,320,2025-01-14 09:17:27,2025-01-14 09:32:27,STORE_134,15.0,6.0,Tuesday
DSP_111498,2025-06-01 16:45:58,Shepperton_Plant,RT_021,TRUCK_084,Soft White,225,2025-06-01 18:54:58,2025-06-01 19:06:58,STORE_011,12.0,16.0,Sunday
DSP_113730,2025-06-26 13:24:29,Willowvale_Plant,RT_043,TRUCK_062,High Energy Brown,442,2025-06-26 14:04:29,2025-06-26 13:55:29,STORE_034,-9.0,13.0,Thursday
DSP_106432,2025-07-20 03:46:50,Shepperton_Plant,RT_027,TRUCK_030,Seed Loaf,435,2025-07-20 06:55:50,2025-07-20 07:11:50,STORE_098,16.0,3.0,Sunday
DSP_114515,2025-01-29 00:43:11,Shepperton_Plant,RT_017,TRUCK_056,Family Loaf,269,2025-01-29 03:50:11,2025-01-29 03:53:11,STORE_039,3.0,0.0,Wednesday
DSP_106570,2025-07-13 03:52:29,Willowvale_Plant,RT_004,TRUCK_011,High Energy Brown,174,2025-07-13 06:26:29,2025-07-13 06:54:29,STORE_040,28.0,3.0,Sunday
DSP_102366,2025-04-10 07:00:45,Willowvale_Plant,RT_001,TRUCK_045,High Energy White,218,2025-04-10 09:21:45,2025-04-10 09:17:45,STORE_070,-4.0,7.0,Thursday
DSP_110122,2025-07-21 00:46:08,Shepperton_Plant,RT_053,TRUCK_072,Seed Loaf,299,2025-07-21 02:38:08,2025-07-21 03:20:08,STORE_198,42.0,0.0,Monday
DSP_109603,2025-04-25 21:37:15,Shepperton_Plant,RT_014,TRUCK_063,Family Loaf,391,2025-04-26 00:01:15,2025-04-26 00:00:15,STORE_179,-1.0,21.0,Friday
DSP_106899,2025-01-23 07:04:12,Willowvale_Plant,RT_069,TRUCK_045,Soft White,351,2025-01-23 08:44:12,2025-01-23 08:39:12,STORE_027,-5.0,7.0,Thursday
DSP_109900,2025-03-26 22:38:16,Willowvale_Plant,RT_065,TRUCK_071,High Energy Brown,444,2025-03-27 01:40:16,2025-03-27 02:09:16,STORE_178,29.0,22.0,Wednesday
DSP_107383,2025-01-14 21:06:57,Shepperton_Plant,RT_006,TRUCK_022,High Energy Brown,446,2025-01-14 23:34:57,2025-01-15 00:17:57,STORE_004,43.0,21.0,Tuesday
DSP_101667,2025-04-07 23:35:41,Shepperton_Plant,RT_005,TRUCK_040,Whole Wheat,451,2025-04-08 00:43:41,2025-04-08 01:19:41,STORE_042,36.0,23.0,Monday
DSP_110487,2025-02-05 18:20:07,Shepperton_Plant,RT_065,TRUCK_065,Soft White,509,2025-02-05 22:08:07,2025-02-05 22:52:07,STORE_071,44.0,18.0,Wednesday
DSP_109355,2025-03-23 13:04:32,Willowvale_Plant,RT_058,TRUCK_082,Family Loaf,346,2025-03-23 16:52:32,2025-03-23 16:46:32,STORE_150,-6.0,13.0,Sunday
DSP_104770,2025-04-21 10:23:19,Willowvale_Plant,RT_016,TRUCK_016,Seed Loaf,356,2025-04-21 13:45:19,2025-04-21 13:36:19,STORE_175,-9.0,10.0,Monday
DSP_109492,2025-02-07 06:00:51,Willowvale_Plant,RT_004,TRUCK_059,Family Loaf,225,2025-02-07 08:32:51,2025-02-07 08:30:51,STORE_141,-2.0,6.0,Friday
DSP_115101,2025-06-20 09:02:22,Willowvale_Plant,RT_008,TRUCK_057,High Energy Brown,55,2025-06-20 10:47:22,2025-06-20 10:58:22,STORE_001,11.0,9.0,Friday
DSP_109359,2025-07-28 15:12:16,Willowvale_Plant,RT_063,TRUCK_088,Whole Wheat,441,2025-07-28 18:01:16,2025-07-28 18:10:16,STORE_152,9.0,15.0,Monday
DSP_111558,2025-01-18 18:20:51,Willowvale_Plant,RT_046,TRUCK_023,Family Loaf,343,2025-01-18 20:34:51,2025-01-18 20:56:51,STORE_019,22.0,18.0,Saturday
DSP_112419,2025-04-14 04:52:06,Willowvale_Plant,RT_017,TRUCK_015,High Energy Brown,521,2025-04-14 07:36:06,2025-04-14 08:04:06,STORE_188,28.0,4.0,Monday
DSP_104414,2025-04-09 19:28:53,Willowvale_Plant,RT_041,TRUCK_020,Whole Wheat,33,2025-04-09 23:15:53,2025-04-09 23:47:53,STORE_065,32.0,19.0,Wednesday
DSP_102646,2025-06-17 23:10:53,Shepperton_Plant,RT_039,TRUCK_089,High Energy White,417,2025-06-18 03:08:53,2025-06-18 03:22:53,STORE_066,14.0,23.0,Tuesday
DSP_106214,2025-01-02 00:55:43,Shepperton_Plant,RT_059,TRUCK_087,High Energy White,506,2025-01-02 01:37:43,2025-01-02 02:08:43,STORE_089,31.0,0.0,Thursday
DSP_102363,2025-03-19 14:06:00,Shepperton_Plant,RT_048,TRUCK_077,High Energy Brown,251,2025-03-19 16:58:00,2025-03-19 16:52:00,STORE_023,-6.0,14.0,Wednesday
DSP_101523,2025-05-19 07:40:31,Shepperton_Plant,RT_013,TRUCK_038,Family Loaf,84,2025-05-19 09:26:31,2025-05-19 09:43:31,STORE_194,17.0,7.0,Monday
DSP_111622,2025-07-12 14:09:18,Shepperton_Plant,RT_029,TRUCK_084,Whole Wheat,529,2025-07-12 17:44:18,2025-07-12 18:20:18,STORE_104,36.0,14.0,Saturday
DSP_101942,2025-04-16 05:17:24,Shepperton_Plant,RT_015,TRUCK_036,High Energy White,483,2025-04-16 06:26:24,2025-04-16 07:05:24,STORE_114,39.0,5.0,Wednesday
DSP_104388,2025-02-15 02:28:57,Willowvale_Plant,RT_010,TRUCK_048,High Energy Brown,65,2025-02-15 03:23:57,2025-02-15 03:57:57,STORE_198,34.0,2.0,Saturday
DSP_110182,2025-06-20 15:10:47,Shepperton_Plant,RT_002,TRUCK_023,Seed Loaf,489,2025-06-20 17:08:47,2025-06-20 17:42:47,STORE_170,34.0,15.0,Friday
DSP_113546,2025-07-19 04:51:42,Shepperton_Plant,RT_027,TRUCK_069,High Energy White,51,2025-07-19 05:40:42,2025-07-19 06:05:42,STORE_082,25.0,4.0,Saturday
DSP_103705,2025-07-04 13:37:00,Shepperton_Plant,RT_006,TRUCK_007,Soft White,206,2025-07-04 17:29:00,2025-07-04 17:54:00,STORE_140,25.0,13.0,Friday
DSP_113974,2025-03-18 20:12:30,Willowvale_Plant,RT_040,TRUCK_081,Whole Wheat,496,2025-03-18 21:43:30,2025-03-18 22:05:30,STORE_124,22.0,20.0,Tuesday
DSP_102843,2025-01-14 20:11:25,Shepperton_Plant,RT_067,TRUCK_084,High Energy White,503,2025-01-14 23:34:25,2025-01-15 00:02:25,STORE_180,28.0,20.0,Tuesday
DSP_115858,2025-06-13 15:49:38,Willowvale_Plant,RT_051,TRUCK_029,Wholegrain Brown,236,2025-06-13 18:38:38,2025-06-13 18:36:38,STORE_179,-2.0,15.0,Friday
DSP_108807,2025-03-20 07:50:14,Shepperton_Plant,RT_052,TRUCK_012,Family Loaf,78,2025-03-20 11:37:14,2025-03-20 11:44:14,STORE_082,7.0,7.0,Thursday
DSP_113524,2025-03-10 12:14:21,Willowvale_Plant,RT_057,TRUCK_010,Family Loaf,421,2025-03-10 14:58:21,2025-03-10 15:19:21,STORE_098,21.0,12.0,Monday
DSP_104845,2025-06-02 07:05:37,Shepperton_Plant,RT_067,TRUCK_021,Soft White,344,2025-06-02 09:56:37,2025-06-02 10:14:37,STORE_153,18.0,7.0,Monday
DSP_105692,2025-07-22 09:11:25,Shepperton_Plant,RT_030,TRUCK_022,Whole Wheat,455,2025-07-22 10:30:25,2025-07-22 10:54:25,STORE_079,24.0,9.0,Tuesday
DSP_110897,2025-02-19 12:02:25,Willowvale_Plant,RT_043,TRUCK_062,High Energy Brown,369,2025-02-19 15:46:25,2025-02-19 15:38:25,STORE_143,-8.0,12.0,Wednesday
DSP_104963,2025-03-25 08:04:22,Willowvale_Plant,RT_008,TRUCK_075,Seed Loaf,466,2025-03-25 09:37:22,2025-03-25 10:19:22,STORE_065,42.0,8.0,Tuesday
DSP_104506,2025-05-25 20:04:47,Shepperton_Plant,RT_009,TRUCK_008,High Energy White,425,2025-05-25 22:14:47,2025-05-25 22:11:47,STORE_184,-3.0,20.0,Sunday
DSP_109791,2025-07-13 05:28:55,Willowvale_Plant,RT_051,TRUCK_018,Seed Loaf,230,2025-07-13 07:42:55,2025-07-13 08:19:55,STORE_027,37.0,5.0,Sunday
DSP_103502,2025-04-09 23:29:55,Shepperton_Plant,RT_048,TRUCK_038,Family Loaf,248,2025-04-10 00:52:55,2025-04-10 01:30:55,STORE_054,38.0,23.0,Wednesday
DSP_101210,2025-03-10 22:07:58,Shepperton_Plant,RT_033,TRUCK_057,High Energy White,91,2025-03-11 01:10:58,2025-03-11 01:35:58,STORE_161,25.0,22.0,Monday
DSP_110639,2025-01-20 23:49:33,Shepperton_Plant,RT_021,TRUCK_020,High Energy Brown,500,2025-01-21 02:19:33,2025-01-21 02:48:33,STORE_117,29.0,23.0,Monday
DSP_110273,2025-02-10 15:15:40,Shepperton_Plant,RT_026,TRUCK_042,High Energy Brown,43,2025-02-10 18:59:40,2025-02-10 19:28:40,STORE_031,29.0,15.0,Monday
DSP_102118,2025-06-13 22:49:32,Willowvale_Plant,RT_060,TRUCK_032,High Energy White,152,2025-06-14 01:22:32,2025-06-14 01:26:32,STORE_192,4.0,22.0,Friday
DSP_107665,2025-04-03 00:30:30,Shepperton_Plant,RT_023,TRUCK_059,Soft White,503,2025-04-03 03:10:30,2025-04-03 03:47:30,STORE_148,37.0,0.0,Thursday
DSP_105366,2025-07-26 11:48:28,Shepperton_Plant,RT_049,TRUCK_019,Whole Wheat,116,2025-07-26 14:44:28,2025-07-26 14:42:28,STORE_148,-2.0,11.0,Saturday
DSP_113707,2025-03-02 08:27:15,Willowvale_Plant,RT_013,TRUCK_079,Soft White,395,2025-03-02 09:37:15,2025-03-02 10:08:15,STORE_080,31.0,8.0,Sunday
DSP_115920,2025-05-22 05:19:41,Shepperton_Plant,RT_040,TRUCK_057,Family Loaf,188,2025-05-22 07:22:41,2025-05-22 07:59:41,STORE_061,37.0,5.0,Thursday
DSP_104847,2025-07-21 09:53:09,Shepperton_Plant,RT_058,TRUCK_067,Water2L,436,2025-07-21 13:20:09,2025-07-21 13:45:09,STORE_077,25.0,9.0,Monday
DSP_107237,2025-07-14 13:42:30,Willowvale_Plant,RT_018,TRUCK_003,Wholegrain Brown,50,2025-07-14 14:35:30,2025-07-14 15:11:30,STORE_009,36.0,13.0,Monday
DSP_115177,2025-03-21 08:36:52,Shepperton_Plant,RT_029,TRUCK_079,High Energy Brown,471,2025-03-21 09:33:52,2025-03-21 09:43:52,STORE_071,10.0,8.0,Friday
DSP_106624,2025-06-08 16:18:30,Willowvale_Plant,RT_010,TRUCK_013,Soft White,455,2025-06-08 19:18:30,2025-06-08 19:08:30,STORE_148,-10.0,16.0,Sunday
DSP_106096,2025-02-02 07:22:18,Willowvale_Plant,RT_032,TRUCK_047,Wholegrain Brown,311,2025-02-02 10:34:18,2025-02-02 10:37:18,STORE_098,3.0,7.0,Sunday
DSP_113799,2025-06-23 23:25:41,Willowvale_Plant,RT_038,TRUCK_081,High Energy Brown,278,2025-06-24 00:27:41,2025-06-24 00:21:41,STORE_124,-6.0,23.0,Monday
DSP_103701,2025-05-15 16:26:52,Shepperton_Plant,RT_066,TRUCK_045,High Energy White,449,2025-05-15 17:05:52,2025-05-15 17:49:52,STORE_072,44.0,16.0,Thursday
DSP_113904,2025-07-28 02:16:59,Shepperton_Plant,RT_055,TRUCK_013,Seed Loaf,254,2025-07-28 03:40:59,2025-07-28 03:30:59,STORE_075,-10.0,2.0,Monday
DSP_115813,2025-04-02 03:42:08,Shepperton_Plant,RT_067,TRUCK_013,Soft White,541,2025-04-02 06:32:08,2025-04-02 06:31:08,STORE_192,-1.0,3.0,Wednesday
DSP_101090,2025-01-13 06:20:22,Willowvale_Plant,RT_013,TRUCK_081,Seed Loaf,419,2025-01-13 07:36:22,2025-01-13 07:56:22,STORE_182,20.0,6.0,Monday
DSP_105014,2025-06-14 02:24:40,Willowvale_Plant,RT_004,TRUCK_054,High Energy White,410,2025-06-14 04:19:40,2025-06-14 04:28:40,STORE_059,9.0,2.0,Saturday
DSP_106546,2025-06-06 17:05:16,Shepperton_Plant,RT_020,TRUCK_076,Soft White,518,2025-06-06 20:20:16,2025-06-06 20:47:16,STORE_065,27.0,17.0,Friday
DSP_112945,2025-04-30 21:47:31,Willowvale_Plant,RT_017,TRUCK_053,High Energy White,434,2025-04-30 23:57:31,2025-05-01 00:11:31,STORE_017,14.0,21.0,Wednesday
DSP_115606,2025-02-23 17:45:38,Willowvale_Plant,RT_004,TRUCK_052,High Energy Brown,472,2025-02-23 20:57:38,2025-02-23 21:18:38,STORE_184,21.0,17.0,Sunday
DSP_112045,2025-05-25 05:28:09,Willowvale_Plant,RT_021,TRUCK_046,Wholegrain Brown,52,2025-05-25 08:44:09,2025-05-25 08:52:09,STORE_159,8.0,5.0,Sunday
DSP_106004,2025-03-17 21:34:02,Willowvale_Plant,RT_017,TRUCK_076,High Energy Brown,109,2025-03-17 22:20:02,2025-03-17 22:20:02,STORE_055,0.0,21.0,Monday
DSP_106542,2025-07-27 08:34:28,Willowvale_Plant,RT_018,TRUCK_079,Wholegrain Brown,279,2025-07-27 10:07:28,2025-07-27 10:49:28,STORE_198,42.0,8.0,Sunday
DSP_115256,2025-05-21 20:10:11,Willowvale_Plant,RT_045,TRUCK_013,Whole Wheat,449,2025-05-21 22:24:11,2025-05-21 22:42:11,STORE_173,18.0,20.0,Wednesday
DSP_107418,2025-04-13 15:54:06,Shepperton_Plant,RT_054,TRUCK_009,Soft White,189,2025-04-13 19:09:06,2025-04-13 19:02:06,STORE_101,-7.0,15.0,Sunday
DSP_110299,2025-02-13 21:23:32,Shepperton_Plant,RT_012,TRUCK_024,Whole Wheat,331,2025-02-14 00:24:32,2025-02-14 01:05:32,STORE_046,41.0,21.0,Thursday
DSP_112706,2025-03-30 07:10:38,Willowvale_Plant,RT_049,TRUCK_078,Seed Loaf,300,2025-03-30 10:36:38,2025-03-30 10:55:38,STORE_124,19.0,7.0,Sunday
DSP_114440,2025-05-07 16:40:22,Willowvale_Plant,RT_047,TRUCK_064,Wholegrain Brown,396,2025-05-07 20:29:22,2025-05-07 20:56:22,STORE_191,27.0,16.0,Wednesday
DSP_110706,2025-05-06 11:43:39,Willowvale_Plant,RT_015,TRUCK_033,Wholegrain Brown,355,2025-05-06 12:23:39,2025-05-06 12:30:39,STORE_039,7.0,11.0,Tuesday
DSP_105382,2025-03-02 09:06:53,Willowvale_Plant,RT_041,TRUCK_047,Wholegrain Brown,52,2025-03-02 11:29:53,2025-03-02 11:27:53,STORE_173,-2.0,9.0,Sunday
DSP_105893,2025-02-25 09:09:33,Willowvale_Plant,RT_065,TRUCK_053,Family Loaf,163,2025-02-25 10:04:33,2025-02-25 09:57:33,STORE_191,-7.0,9.0,Tuesday
DSP_103441,2025-01-23 07:28:36,Willowvale_Plant,RT_055,TRUCK_070,Seed Loaf,438,2025-01-23 10:55:36,2025-01-23 11:15:36,STORE_081,20.0,7.0,Thursday
DSP_100946,2025-05-11 03:14:27,Willowvale_Plant,RT_024,TRUCK_057,High Energy White,422,2025-05-11 04:28:27,2025-05-11 05:08:27,STORE_149,40.0,3.0,Sunday
DSP_100471,2025-01-27 08:19:20,Willowvale_Plant,RT_012,TRUCK_082,Soft White,386,2025-01-27 09:02:20,2025-01-27 09:08:20,STORE_198,6.0,8.0,Monday
DSP_112065,2025-01-30 03:49:39,Willowvale_Plant,RT_020,TRUCK_041,Seed Loaf,289,2025-01-30 07:04:39,2025-01-30 07:44:39,STORE_098,40.0,3.0,Thursday
DSP_100243,2025-03-31 14:02:21,Shepperton_Plant,RT_064,TRUCK_055,Family Loaf,256,2025-03-31 15:57:21,2025-03-31 16:13:21,STORE_099,16.0,14.0,Monday
DSP_111876,2025-03-20 11:58:23,Willowvale_Plant,RT_032,TRUCK_043,High Energy White,56,2025-03-20 15:46:23,2025-03-20 16:04:23,STORE_142,18.0,11.0,Thursday
DSP_108990,2025-03-20 07:38:19,Shepperton_Plant,RT_015,TRUCK_058,High Energy Brown,333,2025-03-20 08:36:19,2025-03-20 08:27:19,STORE_154,-9.0,7.0,Thursday
DSP_100397,2025-01-13 13:54:40,Shepperton_Plant,RT_058,TRUCK_065,High Energy Brown,346,2025-01-13 17:41:40,2025-01-13 17:47:40,STORE_154,6.0,13.0,Monday
DSP_104392,2025-05-09 16:51:51,Willowvale_Plant,RT_059,TRUCK_064,Family Loaf,273,2025-05-09 17:46:51,2025-05-09 18:06:51,STORE_140,20.0,16.0,Friday
DSP_104875,2025-07-04 07:04:54,Willowvale_Plant,RT_017,TRUCK_044,High Energy White,416,2025-07-04 08:57:54,2025-07-04 08:50:54,STORE_193,-7.0,7.0,Friday
