dispatch_id,timestamp,plant_id,route_id,vehicle_id,sku,qty_dispatched,retailer_id,dispatch_delay_minutes,hour,dayofweek,is_weekend,abs_delay,is_delayed_15,route_id_mean_7D,route_id_median_7D,route_id_std_7D,route_id_count_7D,route_id_mean_30D,route_id_median_30D,route_id_std_30D,route_id_count_30D,plant_id_mean_7D,plant_id_median_7D,plant_id_std_7D,plant_id_count_7D,plant_id_mean_30D,plant_id_median_30D,plant_id_std_30D,plant_id_count_30D,route_id_mean,route_id_std,route_id_zscore
DSP_104507,2025-03-21 10:19:18,Willowvale_Plant,RT_020,TRUCK_019,Soft White,334,STORE_176,13.0,10.0,Friday,False,13.0,False,13.0,13.0,15.264337522473735,5,12.129032258064516,12.0,14.089575189914639,31,16.384615384615383,17.0,16.281375156466883,247,16.858455882352942,17.0,15.688615640743548,1088,18.50862068965517,15.374964577247153,-0.35828509795770047
DSP_109574,2025-01-05 16:05:52,Willowvale_Plant,RT_018,TRUCK_032,High Energy Brown,353,STORE_185,7.0,16.0,Sunday,True,7.0,False,13.75,12.5,18.571932227602666,4,19.82608695652174,20.0,14.745267881635309,23,15.874538745387454,15.0,15.011814398856517,271,16.691275167785236,16.0,15.707827450314559,1192,19.402489626556015,15.908325716720379,-0.7796225603754411
DSP_105114,2025-02-28 22:49:48,Willowvale_Plant,RT_051,TRUCK_030,High Energy White,376,STORE_014,24.0,22.0,Friday,False,24.0,True,14.636363636363637,10.0,18.816337195494388,11,16.9375,18.5,17.716290116270702,32,17.73309608540925,18.0,14.864985489206095,281,17.339704604691573,18.0,15.564401285977178,1151,17.49537037037037,16.414116920528876,0.39628264262540935
DSP_107599,2025-01-13 05:51:20,Shepperton_Plant,RT_023,TRUCK_048,Wholegrain Brown,484,STORE_037,4.0,5.0,Monday,False,4.0,False,29.2,31.0,13.628401716024277,10,20.5625,23.0,16.042157163287392,32,16.964028776978417,17.0,14.777243736462568,278,17.327495621716288,17.0,15.660439242350375,1142,15.258373205741627,15.69021740897229,-0.7175409309053705
DSP_102470,2025-01-05 21:19:41,Willowvale_Plant,RT_068,TRUCK_078,Seed Loaf,347,STORE_032,4.0,21.0,Sunday,True,4.0,False,12.444444444444445,13.0,11.069226611546872,9,17.033333333333335,19.0,14.509172683307018,30,16.530364372469634,17.0,16.382560907843875,247,16.865189289012005,17.0,15.680624800003363,1083,16.807881773399014,16.093093560356518,-0.795862009088778
DSP_102607,2025-01-14 20:32:42,Shepperton_Plant,RT_040,TRUCK_071,Whole Wheat,361,STORE_105,24.0,20.0,Tuesday,False,24.0,True,19.714285714285715,26.5,16.46174386233157,14,18.666666666666668,25.0,16.462610481319455,39,17.077490774907748,17.0,15.350156555327441,271,16.997316636851522,17.0,15.445024577470457,1118,17.633802816901408,15.030069957362128,0.42356404202764597
DSP_112306,2025-02-05 02:03:22,Willowvale_Plant,RT_027,TRUCK_055,High Energy White,329,STORE_139,9.0,2.0,Wednesday,False,9.0,False,18.125,18.0,19.518763866012197,8,20.53846153846154,23.0,16.942388686751215,39,17.60836501901141,18.0,15.525731116631793,263,17.02819383259912,17.0,15.857475267745462,1135,16.414414414414413,15.277504515648939,-0.485315805786196
DSP_114402,2025-05-10 14:57:48,Shepperton_Plant,RT_020,TRUCK_033,High Energy Brown,545,STORE_018,41.0,14.0,Saturday,True,41.0,True,19.571428571428573,20.0,11.207990347026875,7,14.025641025641026,16.0,13.478027302725327,39,17.35494880546075,17.0,15.187987020685824,293,17.240788346186804,17.0,15.585357800372392,1167,18.50862068965517,15.374964577247153,1.4628573091887962
DSP_102203,2025-02-07 04:28:03,Willowvale_Plant,RT_015,TRUCK_065,Soft White,435,STORE_109,13.0,4.0,Friday,False,13.0,False,11.363636363636363,6.0,16.506197183317102,11,10.857142857142858,6.0,14.598837296859228,35,17.101626016260163,17.0,16.440425456234838,246,17.88235294117647,18.0,16.014948151869838,1122,17.0,16.401879313714176,-0.2438744928854258
DSP_115237,2025-02-25 23:47:25,Shepperton_Plant,RT_007,TRUCK_038,High Energy White,268,STORE_119,10.0,23.0,Tuesday,False,10.0,False,16.625,15.0,16.672796491804935,8,19.757575757575758,20.0,14.210538129831471,33,15.28740157480315,13.5,15.965379996695706,254,17.063716814159292,17.0,15.775591139792647,1130,19.54708520179372,14.980656537498943,-0.6372941785225409
DSP_100795,2025-04-06 23:18:43,Shepperton_Plant,RT_004,TRUCK_018,Whole Wheat,132,STORE_114,3.0,23.0,Sunday,True,3.0,False,11.25,9.0,16.32482771731452,8,17.41176470588235,19.5,18.360229824696813,34,17.384920634920636,16.5,16.030059251146543,252,17.001806684733513,17.0,16.09122941239664,1107,16.26530612244898,16.007907254869234,-0.8286721000594242
DSP_100922,2025-01-29 02:19:00,Willowvale_Plant,RT_024,TRUCK_089,Seed Loaf,315,STORE_126,13.0,2.0,Wednesday,False,13.0,False,18.0,21.0,12.46327939722661,7,18.0,21.0,12.46327939722661,7,17.637735849056604,18.0,15.877039673490662,265,17.541353383458645,18.0,15.92482873493191,266,16.39622641509434,16.19500785833189,-0.2097082289062968
DSP_109331,2025-04-03 08:49:31,Shepperton_Plant,RT_029,TRUCK_075,High Energy White,46,STORE_152,-9.0,8.0,Thursday,False,9.0,False,14.5,24.0,17.219175357722563,10,14.17142857142857,16.0,15.845737438124585,35,16.18978102189781,16.0,15.905413111649727,274,17.155038759689923,17.0,15.691862953489094,1161,17.240909090909092,16.246423114333897,-1.6151807020067857
DSP_109966,2025-06-12 15:38:15,Willowvale_Plant,RT_067,TRUCK_016,High Energy Brown,110,STORE_120,22.0,15.0,Thursday,False,22.0,True,17.625,19.5,21.42053420702401,8,16.63888888888889,18.5,19.11940342431184,36,16.388,16.0,16.80855634089556,250,17.64773735581189,17.0,15.976813565179356,1127,16.65546218487395,15.728142411280944,0.33980731324588603
DSP_102922,2025-05-02 09:20:17,Willowvale_Plant,RT_060,TRUCK_005,Family Loaf,299,STORE_093,21.0,9.0,Friday,False,21.0,True,16.5,15.5,17.115619896586992,10,19.90625,20.5,15.962373853291941,32,17.423357664233578,17.0,16.071827159512218,274,17.47963424771405,18.0,15.734545306613777,1203,16.533632286995516,15.210164003038011,0.29364362620366163
DSP_115264,2025-03-26 11:11:21,Shepperton_Plant,RT_002,TRUCK_070,Wholegrain Brown,452,STORE_017,12.0,11.0,Wednesday,False,12.0,False,21.5,21.5,4.949747468305833,2,21.5,21.5,4.949747468305833,2,19.71794871794872,22.0,16.864707337402816,39,19.71794871794872,22.0,16.864707337402816,39,17.942084942084943,15.488696963291131,-0.38364007999949484
DSP_110952,2025-06-08 06:13:11,Willowvale_Plant,RT_002,TRUCK_027,Seed Loaf,48,STORE_002,-3.0,6.0,Sunday,True,3.0,False,23.333333333333332,31.0,16.385969608173944,9,20.466666666666665,21.0,15.051024328374908,30,18.12313432835821,19.0,15.373129016474472,268,18.16561181434599,18.0,15.808148853165283,948,17.942084942084943,15.488696963291131,-1.3520882351639116
DSP_114236,2025-07-04 21:06:35,Shepperton_Plant,RT_035,TRUCK_029,Wholegrain Brown,94,STORE_150,24.0,21.0,Friday,False,24.0,True,17.0,18.0,18.252201432782208,8,19.75862068965517,17.0,17.01607469510981,29,16.61904761904762,17.0,16.07693512190863,252,16.9140832595217,17.0,15.66296921651386,1129,17.93220338983051,16.37862063324681,0.3704705509725603
DSP_101727,2025-06-02 04:44:28,Shepperton_Plant,RT_055,TRUCK_075,High Energy White,362,STORE_058,4.0,4.0,Monday,False,4.0,False,20.818181818181817,21.0,15.361107914588587,11,14.916666666666666,12.5,14.627518098238186,36,16.8828125,18.0,16.574074294677544,256,16.704186046511627,17.0,15.781914877773955,1075,16.15546218487395,16.30294010645312,-0.7455993891594135
DSP_103368,2025-07-07 12:28:08,Shepperton_Plant,RT_002,TRUCK_089,High Energy Brown,523,STORE_122,10.0,12.0,Monday,False,10.0,False,16.666666666666668,12.0,15.945741333242136,6,17.128205128205128,15.0,14.82384190413944,39,15.87593984962406,14.5,16.301974184769662,266,16.665264928511355,16.0,15.861213503575877,1189,17.942084942084943,15.488696963291131,-0.5127665006880837
DSP_110561,2025-03-31 14:05:59,Shepperton_Plant,RT_030,TRUCK_082,Whole Wheat,493,STORE_041,3.0,14.0,Monday,False,3.0,False,14.0,18.0,18.2373243651584,11,13.423076923076923,10.0,16.558195739688745,26,16.429718875502008,18.0,16.352347676019654,249,16.620593692022265,17.0,15.773166417960876,1078,17.86234817813765,14.92682964477497,-0.9956801632917482
DSP_107884,2025-01-12 09:44:21,Willowvale_Plant,RT_054,TRUCK_013,High Energy White,537,STORE_069,26.0,9.0,Sunday,True,26.0,True,14.875,17.0,12.586131823785827,8,14.857142857142858,11.5,14.256159905040894,28,16.868525896414344,18.0,15.592903687842345,251,16.981643356643357,17.0,15.780887432133229,1144,16.16810344827586,14.933683703012898,0.6583704829465844
DSP_102709,2025-01-26 06:05:06,Willowvale_Plant,RT_039,TRUCK_002,Wholegrain Brown,144,STORE_143,36.0,6.0,Sunday,True,36.0,True,24.636363636363637,27.0,13.923165784208178,11,17.844444444444445,22.0,16.28294639905025,45,16.841666666666665,16.5,15.82619820145871,240,17.861566484517304,18.0,15.88504046514963,1098,14.311688311688311,16.334753354036618,1.3277403838455943
DSP_111060,2025-03-12 20:28:36,Shepperton_Plant,RT_036,TRUCK_064,High Energy White,239,STORE_071,-2.0,20.0,Wednesday,False,2.0,False,25.90909090909091,27.0,13.88851716674279,11,21.0,19.5,13.744609332908876,36,15.93560606060606,16.0,16.31811903243658,264,16.73145780051151,16.0,15.94696867444476,1173,18.598425196850393,15.593786054646825,-1.3209380406185722
DSP_107632,2025-07-02 01:44:31,Willowvale_Plant,RT_009,TRUCK_063,High Energy White,41,STORE_160,42.0,1.0,Wednesday,False,42.0,True,18.88888888888889,17.0,12.82033974242146,9,18.214285714285715,17.0,13.52461991759266,28,17.914396887159533,19.0,16.439296091453897,257,17.142470694319208,18.0,16.0512910293738,1109,16.314285714285713,16.783920876839233,1.530376273470103
DSP_110401,2025-07-13 17:10:30,Shepperton_Plant,RT_010,TRUCK_031,Seed Loaf,311,STORE_042,43.0,17.0,Sunday,True,43.0,True,15.1,10.0,12.10555428076073,10,13.606060606060606,11.0,13.908044870549285,33,16.233201581027668,17.0,15.527911518867459,253,17.316353887399465,18.0,15.83168430202153,1119,17.746666666666666,15.779813053391985,1.6003569400909314
DSP_110962,2025-02-21 18:36:31,Willowvale_Plant,RT_060,TRUCK_021,High Energy Brown,345,STORE_195,-6.0,18.0,Friday,False,6.0,False,2.7777777777777777,-6.0,16.746475582773947,9,12.916666666666666,6.5,18.69414385557022,24,17.91372549019608,19.0,16.347132711185306,255,17.186025408348456,18.0,16.002181526781484,1102,16.533632286995516,15.210164003038011,-1.4814851623226908
DSP_105633,2025-05-11 18:51:07,Shepperton_Plant,RT_001,TRUCK_049,High Energy Brown,395,STORE_173,29.0,18.0,Sunday,True,29.0,True,23.7,25.0,10.698390325444079,10,17.40740740740741,16.0,15.2649907638342,27,17.95330739299611,19.0,15.920142470595094,257,17.482456140350877,18.0,15.664408837688292,1140,17.009049773755656,15.269396294021423,0.7852930132502539
DSP_103202,2025-02-21 01:31:27,Shepperton_Plant,RT_036,TRUCK_016,High Energy Brown,386,STORE_144,41.0,1.0,Friday,False,41.0,True,10.0,14.0,13.552367566837395,7,12.9375,13.0,14.540128011150555,32,17.04597701149425,17.0,16.69355567460117,261,17.12885662431942,18.0,16.133010436921214,1102,18.598425196850393,15.593786054646825,1.4365706137461156
DSP_115307,2025-02-08 14:30:30,Shepperton_Plant,RT_034,TRUCK_006,High Energy White,45,STORE_071,-4.0,14.0,Saturday,True,4.0,False,20.363636363636363,22.0,17.890068346838294,11,15.473684210526315,17.0,16.192652391289993,38,16.73431734317343,17.0,14.761921842250006,271,17.348591549295776,17.0,15.630478465016903,1136,14.790598290598291,16.28168608548989,-1.154094127102986
DSP_114152,2025-06-02 03:04:28,Shepperton_Plant,RT_037,TRUCK_046,Family Loaf,109,STORE_008,-6.0,3.0,Monday,False,6.0,False,16.11111111111111,17.0,18.003086155187702,9,17.035714285714285,17.0,17.002139610141754,28,16.454873646209386,16.0,16.082518856065917,277,17.120898100172713,17.0,15.687722747449499,1158,14.88,15.664700991173028,-1.3329331987738398
DSP_112824,2025-05-07 13:26:47,Willowvale_Plant,RT_009,TRUCK_053,Family Loaf,382,STORE_192,44.0,13.0,Wednesday,False,44.0,True,26.857142857142858,39.0,19.402994368813022,7,20.696969696969695,21.0,15.838017648377063,33,17.98,17.0,15.580455783116152,250,17.385933273219116,17.0,15.983487094822125,1109,16.314285714285713,16.783920876839233,1.6495379410372968
DSP_105973,2025-02-22 10:19:03,Willowvale_Plant,RT_034,,Seed Loaf,372,STORE_193,38.0,10.0,Saturday,True,38.0,True,21.75,19.0,12.279483469825362,8,19.272727272727273,19.0,17.053725266185857,33,17.835714285714285,19.0,14.881905837350462,280,17.616170212765958,18.0,15.728420569136103,1175,14.790598290598291,16.28168608548989,1.4254912904926809
DSP_104594,2025-06-26 09:14:27,Willowvale_Plant,RT_038,TRUCK_058,Wholegrain Brown,150,STORE_111,-3.0,9.0,Thursday,False,3.0,False,22.625,29.0,17.88005672729896,8,18.416666666666668,16.0,15.232249622804524,36,17.864341085271317,19.0,16.480651541886242,258,17.14022787028922,17.0,15.737416681516706,1141,15.185654008438819,16.154685423030394,-1.1257200949585215
DSP_101801,2025-06-03 21:34:08,Shepperton_Plant,RT_056,TRUCK_069,Wholegrain Brown,244,STORE_070,41.0,21.0,Tuesday,False,41.0,True,14.0,14.5,15.059880477613364,6,16.0,12.0,17.459476891743734,25,17.078231292517007,17.0,15.157331962431881,294,16.467565290648693,16.0,15.796222926331343,1187,17.74897119341564,16.00383312075635,1.4528412431662188
DSP_107889,2025-07-09 12:11:01,Willowvale_Plant,RT_054,TRUCK_005,Wholegrain Brown,173,STORE_097,-3.0,12.0,Wednesday,False,3.0,False,18.666666666666668,15.0,20.744477176668816,3,18.666666666666668,15.0,20.744477176668816,3,19.104166666666668,19.0,16.90560739528482,96,19.104166666666668,19.0,16.90560739528482,96,16.16810344827586,14.933683703012898,-1.2835482409747745
DSP_114104,2025-07-19 01:50:10,Willowvale_Plant,RT_064,TRUCK_077,Soft White,358,STORE_144,40.0,1.0,Saturday,True,40.0,True,27.0,30.0,18.13835714721705,5,12.225806451612904,6.0,19.515309677992743,31,17.791970802919707,18.0,16.022550767529086,274,17.051056338028168,17.0,15.970651462425373,1136,17.474789915966387,16.11788700795635,1.3975287252550153
DSP_112446,2025-01-01 05:02:59,Shepperton_Plant,RT_062,TRUCK_062,Family Loaf,40,STORE_001,18.0,5.0,Wednesday,False,18.0,True,15.571428571428571,4.0,19.671105229558925,7,12.972972972972974,8.0,14.986079626859809,37,16.691228070175438,16.0,15.456302337145104,285,17.293193717277486,17.0,15.693001441579348,1146,18.10091743119266,15.762900475880251,-0.006402212038772879
DSP_109983,2025-03-02 16:54:59,Shepperton_Plant,RT_056,TRUCK_058,Family Loaf,148,STORE_104,-8.0,16.0,Sunday,True,8.0,False,13.6,14.5,13.945927322659077,10,13.818181818181818,8.0,16.481911572718413,33,17.96896551724138,17.0,16.122446761691666,290,16.68384879725086,16.0,15.975035779274092,1164,17.74897119341564,16.00383312075635,-1.6089252492904478
DSP_107511,2025-03-15 19:57:02,Willowvale_Plant,RT_026,TRUCK_069,Seed Loaf,252,STORE_184,-5.0,19.0,Saturday,True,5.0,False,19.22222222222222,14.0,13.599428092550236,9,17.21875,15.5,14.107271917976986,32,18.31654676258993,19.0,16.683737286266414,278,17.313758389261746,17.0,15.741580569515454,1192,18.74468085106383,16.232377802007644,-1.4627974496827603
DSP_100243,2025-03-31 14:02:21,Shepperton_Plant,RT_064,TRUCK_055,Family Loaf,256,STORE_099,16.0,14.0,Monday,False,16.0,True,15.0,19.0,16.60321254054969,7,13.558823529411764,14.0,13.278351432154265,34,18.225806451612904,19.0,16.748324751782842,279,17.29278523489933,17.0,15.776376443813417,1192,17.474789915966387,16.11788700795635,-0.09150020193331662
DSP_106455,2025-01-24 12:37:36,Shepperton_Plant,RT_033,TRUCK_079,Family Loaf,292,STORE_075,26.0,12.0,Friday,False,26.0,True,14.857142857142858,16.0,17.69584293394515,7,16.517241379310345,15.0,16.616731433913163,29,18.271653543307085,19.0,15.38803188579458,254,17.61858407079646,18.0,15.847328787617352,1130,17.192622950819672,15.623390020272861,0.5637302171776998
DSP_107716,2025-02-05 12:56:50,Willowvale_Plant,RT_025,TRUCK_065,Family Loaf,181,STORE_018,-6.0,12.0,Wednesday,False,6.0,False,23.25,26.5,19.36276495407272,4,17.434782608695652,19.0,16.50847189381182,23,17.503937007874015,17.0,16.163871300738787,254,16.736339982653945,16.0,15.875925370960669,1153,18.518218623481783,16.133798792611262,-1.5196804508749857
DSP_100045,2025-05-07 16:34:57,Willowvale_Plant,RT_037,TRUCK_018,Whole Wheat,194,STORE_027,-1.0,16.0,Wednesday,False,1.0,False,23.833333333333332,22.0,11.125046816380928,6,18.62857142857143,19.0,14.634941496468015,35,16.903225806451612,17.0,16.442966996290895,248,17.446265938069217,17.0,16.230263372022105,1098,14.88,15.664700991173028,-1.013744214393131
DSP_104752,2025-07-02 08:17:46,Willowvale_Plant,RT_027,TRUCK_075,High Energy White,521,STORE_189,29.0,8.0,Wednesday,False,29.0,True,22.1,28.5,17.175240577322032,10,17.4,16.0,16.357219222400097,30,16.141843971631207,16.0,15.26099466461821,282,17.10131004366812,17.0,15.635105069044137,1145,16.414414414414413,15.277504515648939,0.8237985184487436
DSP_112293,2025-01-04 11:37:45,Shepperton_Plant,RT_062,TRUCK_081,High Energy Brown,210,STORE_055,18.0,11.0,Saturday,True,18.0,True,11.785714285714286,9.0,17.768505289409692,14,17.846153846153847,15.0,16.965122593585484,26,17.465454545454545,18.0,15.417359376344235,275,17.953714981729597,18.0,15.847067943363921,821,18.10091743119266,15.762900475880251,-0.006402212038772879
DSP_103746,2025-01-12 09:40:57,Shepperton_Plant,RT_067,TRUCK_084,High Energy Brown,387,STORE_088,5.0,9.0,Sunday,True,5.0,False,21.09090909090909,18.0,14.869126036553363,11,19.151515151515152,17.0,14.853705792076795,33,16.95774647887324,18.0,16.102969565454664,284,16.969594594594593,17.0,15.663162586760034,1184,16.65546218487395,15.728142411280944,-0.7410577727547863
DSP_105935,2025-05-05 03:23:36,Willowvale_Plant,RT_027,TRUCK_083,High Energy White,207,STORE_052,-8.0,3.0,Monday,False,8.0,False,9.88888888888889,6.0,17.338140359078626,9,13.833333333333334,15.5,16.015258528888204,30,16.765182186234817,17.0,16.38837340286941,247,16.8679593721145,17.0,15.68362457017628,1083,16.414414414414413,15.277504515648939,-1.5980629813858946
DSP_100960,2025-03-17 08:47:14,Shepperton_Plant,RT_028,TRUCK_022,High Energy White,42,STORE_036,42.0,8.0,Monday,False,42.0,True,13.6,11.0,12.817956155331476,5,19.77777777777778,13.5,17.04856576874553,18,17.523972602739725,17.0,15.59769480190157,292,17.837025316455698,17.0,15.956468793784804,632,14.97069597069597,15.431271435522905,1.7515928057024752
DSP_110813,2025-03-04 08:56:43,Willowvale_Plant,RT_017,TRUCK_069,Whole Wheat,84,STORE_138,-10.0,8.0,Tuesday,False,10.0,False,23.5,27.0,17.74823934929885,12,21.38095238095238,23.5,16.63518513382708,42,17.110344827586207,17.0,15.642244832826712,290,17.286701208981,17.0,15.658598781997524,1158,16.965065502183407,16.073804629918154,-1.6775782786356233
DSP_111847,2025-07-05 09:06:32,Shepperton_Plant,RT_047,TRUCK_073,Whole Wheat,406,STORE_080,9.0,9.0,Saturday,True,9.0,False,13.6,14.0,19.523205565571335,10,19.59375,23.0,16.92270735413067,32,18.347985347985347,19.0,15.953510284935716,273,17.344982078853047,17.0,16.197386211650496,1116,16.235294117647058,15.948918749328264,-0.4536542088755574
DSP_113324,2025-02-14 00:46:19,Willowvale_Plant,RT_019,TRUCK_019,Family Loaf,539,STORE_176,-4.0,0.0,Friday,False,4.0,False,17.545454545454547,15.0,13.321889027939214,11,15.102564102564102,13.0,15.474588459445503,39,17.1231884057971,17.0,15.727198397472655,276,17.25701754385965,17.0,15.883622352961336,1140,16.90272373540856,15.978570621766707,-1.3081723159225493
DSP_108567,2025-02-07 21:54:14,Willowvale_Plant,RT_001,TRUCK_007,Soft White,334,STORE_028,38.0,21.0,Friday,False,38.0,True,12.5,11.5,14.273306299777653,12,18.285714285714285,20.0,15.352300208539491,28,18.841509433962266,20.0,15.826634555373511,265,17.359020852221214,18.0,16.160431717790622,1103,17.009049773755656,15.269396294021423,1.3747072786671426
DSP_115844,2025-03-15 00:00:00,Shepperton_Plant,RT_022,TRUCK_006,Whole Wheat,276,STORE_088,25.0,0.0,Saturday,True,25.0,True,7.125,4.5,10.21815610987198,8,12.972972972972974,11.0,12.78125034417057,37,17.828,18.0,15.450608441249779,250,17.497793468667254,17.0,15.750799084661212,1133,17.390041493775932,15.923428245249344,0.47790955496624615
DSP_101265,2025-02-28 21:07:48,Willowvale_Plant,RT_048,TRUCK_065,Family Loaf,209,STORE_045,19.0,21.0,Friday,False,19.0,True,15.166666666666666,17.0,13.52651716690836,6,17.939393939393938,20.0,16.188227578126405,33,16.906367041198504,16.0,14.641667184955427,267,16.42241379310345,16.0,15.676271403271954,1160,15.44,15.406608044231257,0.2310696806058477
DSP_108821,2025-01-06 04:11:35,Willowvale_Plant,RT_016,TRUCK_018,High Energy Brown,467,STORE_056,4.0,4.0,Monday,False,4.0,False,17.0,21.0,19.68501968502954,5,19.6875,21.5,16.908553857393805,32,15.858778625954198,15.5,16.353116661852862,262,16.68228279386712,16.0,15.90563850657645,1174,17.263636363636362,16.17494385258534,-0.8200112769798799
DSP_114628,2025-04-28 07:11:23,Willowvale_Plant,RT_016,TRUCK_073,Family Loaf,512,STORE_010,41.0,7.0,Monday,False,41.0,True,13.333333333333334,4.5,22.294991963817058,6,21.862068965517242,25.0,17.414534442591826,29,16.505703422053234,18.0,15.574217959716101,263,17.825641025641026,18.0,15.813996647436262,1170,17.263636363636362,16.17494385258534,1.4674773435191684
DSP_113746,2025-07-01 14:08:25,Willowvale_Plant,RT_001,TRUCK_041,High Energy Brown,211,STORE_113,-10.0,14.0,Tuesday,False,10.0,False,10.777777777777779,14.0,9.536479667279993,9,18.5625,18.0,16.087402564634097,48,18.083333333333332,19.0,15.883504471171173,288,17.22979797979798,17.0,15.778326051911698,1188,17.009049773755656,15.269396294021423,-1.7688354702229305
DSP_110029,2025-01-05 19:19:22,Shepperton_Plant,RT_066,TRUCK_037,Soft White,493,STORE_178,30.0,19.0,Sunday,True,30.0,True,20.6,19.0,15.463320656129643,15,18.914285714285715,18.0,13.684193175234807,35,16.96283783783784,17.0,15.81616757198596,296,16.383445945945947,16.0,15.893557484673819,1184,16.3,15.961691579720629,0.8583050193380434
DSP_113315,2025-01-25 14:25:42,Willowvale_Plant,RT_042,TRUCK_031,Family Loaf,187,STORE_046,-3.0,14.0,Saturday,True,3.0,False,20.2,19.0,18.46197292936062,10,17.02857142857143,17.0,16.13634136367479,35,17.51094890510949,19.0,15.358531670279426,274,17.647359454855195,18.0,15.786566823847782,1174,17.547511312217196,16.799993388962676,-1.2230666308307347
DSP_112804,2025-05-07 04:48:19,Willowvale_Plant,RT_029,TRUCK_041,Family Loaf,535,STORE_123,-1.0,4.0,Wednesday,False,1.0,False,2.2,-4.0,16.724233913695386,5,15.515151515151516,15.0,15.933693098512215,33,15.772727272727273,16.0,15.399729693768952,286,17.029437229437228,17.0,15.61092691389889,1155,17.240909090909092,16.246423114333897,-1.1227646210208264
DSP_112831,2025-06-17 01:19:14,Shepperton_Plant,RT_038,TRUCK_021,Whole Wheat,215,STORE_134,-7.0,1.0,Tuesday,False,7.0,False,21.166666666666668,22.0,19.630758178599894,6,20.8,25.0,15.779733838059498,25,17.538745387453876,19.0,16.772480014223476,271,17.117108874656907,18.0,16.042840142533016,1093,15.185654008438819,16.154685423030394,-1.373326278257983
DSP_110169,2025-06-06 03:30:21,Willowvale_Plant,RT_031,TRUCK_032,High Energy Brown,318,STORE_120,7.0,3.0,Friday,False,7.0,False,15.333333333333334,15.0,15.945741333242127,6,18.818181818181817,18.0,16.79182443826066,22,17.492125984251967,17.5,16.106547934657463,254,17.58653846153846,18.0,16.13323335396417,1144,16.491071428571427,16.01316472739862,-0.5927042898854432
DSP_115395,2025-06-20 00:53:44,Shepperton_Plant,RT_066,TRUCK_089,High Energy Brown,259,STORE_141,17.0,0.0,Friday,False,17.0,True,13.083333333333334,11.5,15.246211650668169,12,14.595744680851064,13.0,16.093017084745686,47,16.852140077821012,17.0,16.118988865397284,257,17.175559380378658,17.0,15.76682443301338,1162,16.3,15.961691579720629,0.04385500098807517
DSP_114305,2025-06-02 18:35:51,Willowvale_Plant,RT_005,TRUCK_034,High Energy White,291,STORE_148,12.0,18.0,Monday,False,12.0,False,1.8571428571428572,-1.0,9.317162862670335,7,15.483870967741936,17.0,18.333704786070808,31,18.307692307692307,18.0,15.426802695337571,247,17.467509025270758,17.0,15.972702276040067,1108,15.914634146341463,17.12346609451762,-0.2286122520250034
DSP_112711,2025-03-06 17:50:13,Willowvale_Plant,RT_062,TRUCK_085,Seed Loaf,419,STORE_113,41.0,17.0,Thursday,False,41.0,True,18.0,20.5,16.020819787597222,4,14.4,16.0,14.866300701644775,30,15.927480916030534,15.0,15.551868737103918,262,17.09170305676856,17.0,15.674669199926782,1145,18.10091743119266,15.762900475880251,1.4527201135252097
DSP_114666,2025-07-06 09:59:47,Willowvale_Plant,RT_050,TRUCK_083,Wholegrain Brown,241,STORE_173,41.0,9.0,Sunday,True,41.0,True,19.307692307692307,19.0,17.3847855675809,13,20.256410256410255,20.0,17.598920344752525,39,16.100775193798448,16.0,15.710337601972276,258,17.323241317898486,17.0,15.7994805585321,1123,16.502392344497608,15.763310737374246,1.5540902582995741
DSP_109492,2025-02-07 06:00:51,Willowvale_Plant,RT_004,TRUCK_059,Family Loaf,225,STORE_141,-2.0,6.0,Friday,False,2.0,False,25.142857142857142,27.0,9.616454152970864,7,17.73076923076923,19.0,14.61932335590863,26,17.838582677165356,18.0,16.684752203314968,254,16.751951431049438,16.0,16.01239369460337,1153,16.26530612244898,16.007907254869234,-1.1410177377741302
DSP_100570,2025-02-08 08:44:52,Shepperton_Plant,RT_035,TRUCK_010,Family Loaf,91,STORE_164,1.0,8.0,Saturday,True,1.0,False,22.5,29.5,18.23001188516712,4,18.08695652173913,16.0,15.482873363459815,23,17.02836879432624,17.0,16.686322424325883,282,16.4162976085031,16.0,16.135846731898617,1129,17.93220338983051,16.37862063324681,-1.033799107322871
DSP_115612,2025-07-14 13:26:55,Shepperton_Plant,RT_025,TRUCK_038,Whole Wheat,382,STORE_021,34.0,13.0,Monday,False,34.0,True,20.1,22.5,20.102238681301138,10,17.73913043478261,21.0,17.5323529285001,23,16.373584905660376,16.0,15.308941620476762,265,16.597972972972972,16.0,15.70718523186052,1184,18.518218623481783,16.133798792611262,0.9595868633001889
DSP_104063,2025-06-04 14:10:32,Shepperton_Plant,RT_046,TRUCK_014,Wholegrain Brown,317,STORE_071,12.0,14.0,Wednesday,False,12.0,False,12.307692307692308,18.0,16.75502220919953,13,12.5,11.0,17.10658163208346,38,15.222641509433963,13.0,16.20206965723253,265,16.693504117108876,16.0,16.299180968861837,1093,16.94298245614035,15.594003531224732,-0.31697969326752706
DSP_105323,2025-07-14 16:02:33,Shepperton_Plant,RT_025,TRUCK_063,Family Loaf,179,STORE_198,33.0,16.0,Monday,False,33.0,True,17.666666666666668,18.5,7.6854841530424585,6,19.761904761904763,20.0,11.410104127065459,21,14.891472868217054,14.0,15.958721221834349,258,16.3515406162465,16.0,15.934946789367544,714,18.518218623481783,16.133798792611262,0.8976051804458096
