Route_ID,Store_ID,Total_Units,Primary_Depot
RT_042,STORE_016,551,Bindura_Depot
RT_022,STORE_049,551,Harare_Southerton
RT_026,STORE_007,551,Bulawayo_Branch
RT_036,STORE_002,551,Bindura_Depot
RT_036,STORE_084,551,Kwekwe_Depot
RT_004,STORE_046,551,Harare_Willowvale
RT_039,STORE_013,550,Harare_Southerton
RT_034,STORE_119,550,Marondera_Depot
RT_028,STORE_048,550,Bindura_Depot
RT_033,STORE_116,550,Harare_Willowvale
RT_011,STORE_115,550,Chitungwiza_Depot
RT_042,STORE_125,550,Marondera_Depot
RT_002,STORE_118,549,Harare_Willowvale
RT_035,STORE_085,549,Bulawayo_Branch
RT_040,STORE_034,549,Harare_Willowvale
RT_037,STORE_037,549,Kwekwe_Depot
RT_046,STORE_128,549,Marondera_Depot
RT_003,STORE_044,549,Bindura_Depot
RT_010,STORE_120,549,Bulawayo_Branch
RT_017,STORE_084,549,Gweru_Branch
RT_034,STORE_084,549,Bindura_Depot
RT_044,STORE_064,548,Bindura_Depot
RT_034,STORE_110,548,Harare_Willowvale
RT_041,STORE_089,548,Kwekwe_Depot
RT_036,STORE_004,548,Gweru_Branch
RT_041,STORE_068,547,Chitungwiza_Depot
RT_001,STORE_070,547,Bulawayo_Branch
RT_044,STORE_077,547,Harare_Southerton
RT_010,STORE_095,547,Bulawayo_Branch
RT_006,STORE_043,547,Harare_Willowvale
RT_024,STORE_122,547,Mutare_Branch
RT_039,STORE_099,547,Harare_Willowvale
RT_038,STORE_065,546,Kwekwe_Depot
RT_010,STORE_013,546,Gweru_Branch
RT_016,STORE_026,546,Kwekwe_Depot
RT_023,STORE_002,546,Bindura_Depot
RT_019,STORE_073,545,Bindura_Depot
RT_004,STORE_086,545,Harare_Southerton
RT_037,STORE_088,545,Kwekwe_Depot
RT_008,STORE_071,545,Harare_Willowvale
RT_018,STORE_104,545,Chitungwiza_Depot
RT_032,STORE_068,545,Marondera_Depot
RT_011,STORE_041,545,Marondera_Depot
RT_046,STORE_027,544,Kwekwe_Depot
RT_035,STORE_005,544,Chitungwiza_Depot
RT_037,STORE_109,544,Bindura_Depot
RT_036,STORE_116,544,Bindura_Depot
RT_003,STORE_040,544,Chitungwiza_Depot
RT_047,STORE_040,544,Chitungwiza_Depot
RT_042,STORE_099,544,Gweru_Branch
RT_049,STORE_010,544,Mutare_Branch
RT_027,STORE_009,544,Bulawayo_Branch
RT_039,STORE_104,544,Marondera_Depot
RT_019,STORE_071,544,Mutare_Branch
RT_026,STORE_069,543,Mutare_Branch
RT_020,STORE_080,543,Harare_Willowvale
RT_014,STORE_126,543,Bindura_Depot
RT_005,STORE_099,543,Harare_Willowvale
RT_013,STORE_021,543,Marondera_Depot
RT_009,STORE_122,543,Marondera_Depot
RT_012,STORE_071,542,Bindura_Depot
RT_011,STORE_108,542,Chitungwiza_Depot
RT_040,STORE_087,542,Bindura_Depot
RT_017,STORE_051,542,Chitungwiza_Depot
RT_007,STORE_077,542,Bindura_Depot
RT_023,STORE_117,542,Kwekwe_Depot
RT_027,STORE_019,541,Kwekwe_Depot
RT_036,STORE_087,541,Bindura_Depot
RT_011,STORE_093,541,Harare_Willowvale
RT_007,STORE_069,541,Marondera_Depot
RT_010,STORE_067,541,Marondera_Depot
RT_037,STORE_127,541,Bulawayo_Branch
RT_017,STORE_121,541,Masvingo_Branch
RT_017,STORE_017,541,Bulawayo_Branch
RT_025,STORE_122,541,Harare_Willowvale
RT_032,STORE_057,541,Gweru_Branch
RT_009,STORE_019,541,Bindura_Depot
RT_033,STORE_016,541,Bindura_Depot
RT_018,STORE_005,540,Harare_Willowvale
RT_018,STORE_004,540,Bindura_Depot
RT_030,STORE_043,540,Harare_Southerton
RT_009,STORE_120,540,Kwekwe_Depot
RT_039,STORE_006,539,Gweru_Branch
UNKNOWN,STORE_128,539,Gweru_Branch
RT_002,STORE_053,539,Masvingo_Branch
RT_048,STORE_079,539,Bulawayo_Branch
RT_042,STORE_124,539,Harare_Willowvale
RT_017,STORE_002,539,Harare_Willowvale
RT_033,STORE_025,539,Marondera_Depot
RT_011,STORE_026,539,Harare_Willowvale
RT_040,STORE_076,538,Marondera_Depot
RT_046,STORE_033,538,Mutare_Branch
RT_044,STORE_026,538,Harare_Southerton
RT_015,STORE_045,538,Marondera_Depot
RT_006,STORE_025,538,Mutare_Branch
RT_025,STORE_071,538,Harare_Southerton
RT_009,STORE_057,537,Marondera_Depot
RT_028,STORE_036,537,Masvingo_Branch
RT_035,STORE_089,537,Gweru_Branch
RT_032,STORE_115,537,Marondera_Depot
RT_028,STORE_078,537,Harare_Willowvale
RT_042,STORE_082,536,Marondera_Depot
RT_005,STORE_022,536,Chitungwiza_Depot
RT_013,STORE_025,536,Masvingo_Branch
RT_008,STORE_114,536,Bindura_Depot
RT_039,STORE_057,536,Chitungwiza_Depot
RT_025,STORE_055,536,Mutare_Branch
RT_001,STORE_047,535,Gweru_Branch
RT_010,STORE_122,535,Marondera_Depot
RT_013,STORE_094,535,Masvingo_Branch
RT_047,STORE_032,535,Chitungwiza_Depot
RT_001,STORE_123,535,Masvingo_Branch
RT_019,STORE_097,534,Chitungwiza_Depot
RT_039,STORE_088,534,Marondera_Depot
RT_001,STORE_114,534,Gweru_Branch
RT_020,STORE_137,534,Masvingo_Branch
RT_032,STORE_111,534,Masvingo_Branch
RT_014,STORE_041,534,Harare_Willowvale
RT_045,STORE_052,534,Gweru_Branch
RT_024,STORE_047,534,Gweru_Branch
RT_047,STORE_024,534,Harare_Willowvale
RT_026,STORE_073,533,Chitungwiza_Depot
RT_021,STORE_126,533,Masvingo_Branch
RT_007,STORE_124,533,Marondera_Depot
RT_029,STORE_044,533,Bulawayo_Branch
RT_045,STORE_115,533,Harare_Willowvale
RT_036,STORE_072,533,Bindura_Depot
RT_002,STORE_094,533,Harare_Southerton
RT_013,STORE_133,533,Kwekwe_Depot
RT_007,STORE_118,532,Harare_Southerton
RT_017,STORE_091,532,Harare_Willowvale
RT_007,STORE_006,531,Bindura_Depot
RT_039,STORE_017,531,Masvingo_Branch
RT_027,STORE_048,531,Chitungwiza_Depot
RT_009,STORE_135,531,Marondera_Depot
RT_027,STORE_111,531,Bindura_Depot
RT_038,STORE_137,530,Bulawayo_Branch
RT_038,STORE_121,530,Chitungwiza_Depot
RT_026,STORE_058,530,Bindura_Depot
RT_036,STORE_092,530,Chitungwiza_Depot
RT_026,STORE_004,530,Mutare_Branch
RT_029,STORE_056,530,Bindura_Depot
RT_004,STORE_077,530,Bindura_Depot
RT_046,STORE_056,530,Bulawayo_Branch
RT_022,STORE_102,530,Marondera_Depot
RT_045,STORE_029,529,Kwekwe_Depot
RT_049,STORE_025,529,Kwekwe_Depot
RT_030,STORE_011,529,Harare_Southerton
RT_028,STORE_025,529,Bindura_Depot
RT_007,STORE_016,529,Marondera_Depot
RT_009,STORE_011,529,Masvingo_Branch
RT_028,STORE_098,529,Harare_Southerton
RT_036,STORE_097,528,Bulawayo_Branch
RT_021,STORE_088,528,Mutare_Branch
RT_014,STORE_118,528,Harare_Southerton
RT_042,STORE_070,527,Kwekwe_Depot
RT_016,STORE_086,527,Chitungwiza_Depot
RT_041,STORE_071,527,Gweru_Branch
RT_037,STORE_087,527,Harare_Southerton
RT_019,STORE_076,527,Bulawayo_Branch
RT_021,STORE_064,527,Marondera_Depot
RT_011,STORE_064,527,Chitungwiza_Depot
RT_014,STORE_080,527,Bulawayo_Branch
RT_040,STORE_049,527,Gweru_Branch
RT_034,STORE_034,526,Bindura_Depot
RT_036,STORE_076,526,Bulawayo_Branch
RT_001,STORE_008,526,Mutare_Branch
RT_028,STORE_071,526,Masvingo_Branch
RT_036,STORE_024,526,Marondera_Depot
RT_008,STORE_037,526,Kwekwe_Depot
RT_026,STORE_137,526,Bindura_Depot
RT_046,STORE_098,526,Gweru_Branch
RT_048,STORE_013,526,Marondera_Depot
RT_009,STORE_037,525,Mutare_Branch
RT_044,STORE_039,525,Chitungwiza_Depot
RT_037,STORE_071,525,Bulawayo_Branch
RT_004,STORE_027,525,Bindura_Depot
RT_030,STORE_041,525,Chitungwiza_Depot
RT_043,STORE_125,525,Chitungwiza_Depot
RT_046,STORE_089,525,Gweru_Branch
RT_025,STORE_103,525,Chitungwiza_Depot
RT_023,STORE_083,525,Marondera_Depot
RT_025,STORE_088,524,Harare_Willowvale
RT_030,STORE_073,524,Mutare_Branch
RT_003,STORE_081,524,Masvingo_Branch
RT_029,STORE_028,524,Gweru_Branch
RT_048,STORE_058,524,Marondera_Depot
RT_008,STORE_090,523,Mutare_Branch
RT_027,STORE_014,523,Chitungwiza_Depot
RT_044,STORE_083,523,Gweru_Branch
RT_033,STORE_024,522,Marondera_Depot
RT_002,STORE_011,522,Mutare_Branch
RT_025,STORE_077,522,Bindura_Depot
RT_023,STORE_050,522,Harare_Southerton
RT_042,STORE_085,522,Bulawayo_Branch
RT_049,STORE_082,521,Harare_Willowvale
RT_015,STORE_030,521,Kwekwe_Depot
RT_019,STORE_075,521,Gweru_Branch
RT_021,STORE_050,521,Gweru_Branch
RT_027,STORE_029,521,Harare_Southerton
RT_035,STORE_075,521,Kwekwe_Depot
RT_011,STORE_105,521,Mutare_Branch
RT_022,STORE_021,520,Masvingo_Branch
RT_025,STORE_039,520,Marondera_Depot
RT_026,STORE_081,520,Bulawayo_Branch
RT_037,STORE_116,520,Masvingo_Branch
RT_001,STORE_126,520,Masvingo_Branch
RT_001,STORE_031,520,Kwekwe_Depot
RT_021,STORE_052,520,Bindura_Depot
RT_027,STORE_066,519,Mutare_Branch
RT_049,STORE_109,519,Kwekwe_Depot
RT_038,STORE_047,519,Harare_Willowvale
RT_042,STORE_111,519,Masvingo_Branch
RT_021,STORE_100,519,Gweru_Branch
RT_046,STORE_072,519,Bulawayo_Branch
RT_001,STORE_005,519,Gweru_Branch
RT_041,STORE_106,518,Gweru_Branch
RT_006,STORE_006,518,Bulawayo_Branch
RT_040,STORE_005,518,Kwekwe_Depot
RT_012,STORE_063,518,Marondera_Depot
RT_003,STORE_039,517,Chitungwiza_Depot
RT_006,STORE_072,517,Marondera_Depot
RT_031,STORE_040,517,Mutare_Branch
RT_039,STORE_123,517,Gweru_Branch
RT_007,STORE_085,517,Mutare_Branch
RT_024,STORE_125,517,Bindura_Depot
RT_005,STORE_095,517,Mutare_Branch
RT_045,STORE_093,516,Kwekwe_Depot
RT_014,STORE_119,516,Harare_Southerton
RT_013,STORE_067,516,Mutare_Branch
RT_035,STORE_024,516,Chitungwiza_Depot
RT_049,STORE_129,516,Marondera_Depot
RT_042,STORE_088,516,Bulawayo_Branch
RT_028,STORE_094,516,Mutare_Branch
RT_001,STORE_102,516,Mutare_Branch
RT_043,STORE_053,515,Masvingo_Branch
RT_030,STORE_093,515,Marondera_Depot
RT_004,STORE_081,515,Bindura_Depot
RT_041,STORE_050,515,Marondera_Depot
RT_022,STORE_016,515,Gweru_Branch
RT_024,STORE_099,514,Mutare_Branch
RT_015,STORE_059,513,Marondera_Depot
RT_011,STORE_136,513,Marondera_Depot
RT_004,STORE_094,513,Kwekwe_Depot
RT_032,STORE_013,513,Bindura_Depot
RT_018,STORE_137,513,Harare_Willowvale
RT_039,STORE_121,513,Bulawayo_Branch
RT_014,STORE_086,513,Masvingo_Branch
RT_039,STORE_058,513,Kwekwe_Depot
RT_002,STORE_012,512,Bindura_Depot
RT_045,STORE_004,512,Chitungwiza_Depot
RT_044,STORE_031,512,Mutare_Branch
RT_001,STORE_052,512,Bulawayo_Branch
RT_017,STORE_109,512,Bulawayo_Branch
RT_029,STORE_124,512,Marondera_Depot
RT_030,STORE_034,512,Harare_Southerton
RT_040,STORE_050,512,Mutare_Branch
RT_014,STORE_016,512,Masvingo_Branch
RT_039,STORE_029,512,Harare_Southerton
RT_023,STORE_116,511,Bindura_Depot
RT_003,STORE_052,511,Kwekwe_Depot
RT_012,STORE_119,511,Harare_Willowvale
RT_023,STORE_023,511,Mutare_Branch
RT_006,STORE_099,511,Gweru_Branch
RT_041,STORE_100,511,Marondera_Depot
RT_030,STORE_038,510,Masvingo_Branch
RT_029,STORE_054,510,Chitungwiza_Depot
RT_007,STORE_101,510,Bulawayo_Branch
RT_005,STORE_076,510,Harare_Willowvale
RT_044,STORE_021,509,Mutare_Branch
RT_011,STORE_003,509,Bulawayo_Branch
RT_039,STORE_024,509,Harare_Willowvale
RT_026,STORE_084,509,Chitungwiza_Depot
RT_003,STORE_086,509,Bindura_Depot
RT_038,STORE_077,509,Bulawayo_Branch
RT_036,STORE_126,509,Masvingo_Branch
RT_017,STORE_101,509,Harare_Southerton
RT_005,STORE_059,509,Harare_Southerton
RT_005,STORE_036,508,Bindura_Depot
RT_033,STORE_079,508,Harare_Willowvale
RT_009,STORE_033,508,Bulawayo_Branch
RT_015,STORE_006,508,Harare_Willowvale
RT_022,STORE_066,508,Masvingo_Branch
RT_002,STORE_079,508,Bindura_Depot
RT_029,STORE_072,508,Mutare_Branch
RT_008,STORE_111,507,Harare_Willowvale
RT_015,STORE_066,507,Gweru_Branch
RT_022,STORE_109,506,Marondera_Depot
UNKNOWN,STORE_098,506,Bulawayo_Branch
RT_039,STORE_135,506,Bulawayo_Branch
RT_049,STORE_104,506,Bulawayo_Branch
RT_048,STORE_006,506,Harare_Willowvale
RT_015,STORE_128,505,Kwekwe_Depot
RT_005,STORE_116,505,Marondera_Depot
RT_024,STORE_076,505,Mutare_Branch
RT_035,STORE_109,505,Chitungwiza_Depot
RT_022,STORE_076,505,Harare_Southerton
RT_049,STORE_070,505,Mutare_Branch
RT_004,STORE_067,505,Harare_Willowvale
RT_006,STORE_138,504,Kwekwe_Depot
RT_010,STORE_053,504,Masvingo_Branch
RT_021,STORE_057,504,Gweru_Branch
RT_021,STORE_085,504,Masvingo_Branch
RT_037,STORE_064,504,Harare_Southerton
RT_032,STORE_101,504,Chitungwiza_Depot
RT_048,STORE_056,504,Harare_Willowvale
RT_024,STORE_079,503,Harare_Southerton
RT_002,STORE_061,503,Marondera_Depot
RT_002,STORE_080,503,Masvingo_Branch
RT_035,STORE_108,503,Mutare_Branch
RT_019,STORE_111,503,Mutare_Branch
RT_048,STORE_081,503,Kwekwe_Depot
RT_020,STORE_023,503,Bulawayo_Branch
RT_001,STORE_131,502,Chitungwiza_Depot
RT_043,STORE_068,502,Mutare_Branch
RT_020,STORE_033,502,Masvingo_Branch
RT_008,STORE_093,502,Kwekwe_Depot
RT_008,STORE_103,502,Gweru_Branch
RT_047,STORE_016,502,Gweru_Branch
RT_025,STORE_110,502,Masvingo_Branch
RT_020,STORE_065,502,Harare_Southerton
RT_012,STORE_047,501,Marondera_Depot
RT_017,STORE_063,501,Bindura_Depot
RT_038,STORE_139,501,Gweru_Branch
RT_006,STORE_102,501,Bindura_Depot
RT_001,STORE_003,501,Gweru_Branch
RT_020,STORE_049,501,Bindura_Depot
RT_004,STORE_054,501,DIRECT
RT_035,STORE_058,500,Chitungwiza_Depot
RT_027,STORE_042,500,Gweru_Branch
RT_032,STORE_098,500,Chitungwiza_Depot
RT_003,STORE_122,500,Bulawayo_Branch
RT_043,STORE_116,500,Harare_Willowvale
RT_036,STORE_105,499,Bindura_Depot
RT_005,STORE_081,499,Harare_Willowvale
RT_019,STORE_115,499,Kwekwe_Depot
RT_032,STORE_062,499,Kwekwe_Depot
RT_029,STORE_016,499,Gweru_Branch
RT_033,STORE_104,499,Chitungwiza_Depot
RT_021,STORE_098,498,Harare_Willowvale
RT_041,STORE_131,498,Bulawayo_Branch
RT_011,STORE_028,498,Bindura_Depot
RT_001,STORE_027,498,Bulawayo_Branch
RT_026,STORE_103,498,Marondera_Depot
RT_011,STORE_079,497,Harare_Willowvale
RT_023,STORE_042,497,Harare_Southerton
RT_004,STORE_037,497,Harare_Southerton
RT_025,STORE_135,497,Bulawayo_Branch
RT_008,STORE_029,497,Chitungwiza_Depot
RT_004,STORE_074,496,Masvingo_Branch
RT_048,STORE_134,496,Mutare_Branch
RT_034,STORE_060,496,Marondera_Depot
RT_031,STORE_063,496,Chitungwiza_Depot
RT_001,STORE_059,496,Bindura_Depot
RT_019,STORE_083,496,Mutare_Branch
RT_048,STORE_019,496,Bulawayo_Branch
RT_008,STORE_023,495,Marondera_Depot
RT_030,STORE_003,495,Mutare_Branch
RT_017,STORE_136,495,Masvingo_Branch
RT_031,STORE_118,495,Gweru_Branch
RT_007,STORE_045,495,Masvingo_Branch
RT_032,STORE_095,495,Gweru_Branch
RT_008,STORE_074,495,Kwekwe_Depot
RT_016,STORE_068,495,Kwekwe_Depot
RT_014,STORE_090,495,Masvingo_Branch
RT_037,STORE_053,494,Bulawayo_Branch
RT_002,STORE_049,494,Gweru_Branch
RT_046,STORE_014,494,Mutare_Branch
UNKNOWN,STORE_070,494,Harare_Willowvale
RT_031,STORE_112,494,Mutare_Branch
RT_032,STORE_024,494,Bindura_Depot
RT_046,STORE_100,494,Masvingo_Branch
RT_010,STORE_092,493,Marondera_Depot
RT_035,STORE_123,493,Gweru_Branch
RT_006,STORE_029,493,Kwekwe_Depot
RT_007,STORE_081,493,Marondera_Depot
RT_034,STORE_019,493,Chitungwiza_Depot
RT_049,STORE_020,493,Gweru_Branch
RT_041,STORE_102,493,Bulawayo_Branch
RT_037,STORE_009,493,Mutare_Branch
RT_037,STORE_125,493,Marondera_Depot
RT_015,STORE_040,492,Harare_Willowvale
RT_040,STORE_068,492,Chitungwiza_Depot
RT_033,STORE_006,492,Marondera_Depot
RT_046,STORE_009,492,Kwekwe_Depot
RT_008,STORE_013,492,Mutare_Branch
RT_045,STORE_083,492,Bulawayo_Branch
RT_033,STORE_133,492,Harare_Southerton
RT_021,STORE_035,491,Harare_Willowvale
RT_030,STORE_047,491,Kwekwe_Depot
RT_023,STORE_080,491,Mutare_Branch
RT_036,STORE_091,491,Chitungwiza_Depot
RT_044,STORE_090,491,Marondera_Depot
RT_041,STORE_128,491,Bindura_Depot
RT_012,STORE_106,491,Marondera_Depot
RT_010,STORE_045,491,Mutare_Branch
RT_042,STORE_077,490,Bindura_Depot
RT_049,STORE_138,490,Masvingo_Branch
RT_027,STORE_133,490,Chitungwiza_Depot
RT_013,STORE_061,490,Marondera_Depot
RT_045,STORE_092,490,Masvingo_Branch
RT_023,STORE_057,490,Gweru_Branch
RT_006,STORE_073,490,Bulawayo_Branch
RT_041,STORE_087,489,Bulawayo_Branch
RT_036,STORE_118,489,Harare_Southerton
RT_004,STORE_125,489,Harare_Southerton
RT_021,STORE_120,489,Masvingo_Branch
RT_011,STORE_040,489,Bulawayo_Branch
RT_048,STORE_063,488,Kwekwe_Depot
RT_033,STORE_002,488,Marondera_Depot
RT_040,STORE_066,488,Harare_Willowvale
RT_027,STORE_124,488,Kwekwe_Depot
RT_011,STORE_096,488,DIRECT
RT_031,STORE_138,488,Harare_Willowvale
RT_045,STORE_040,488,Bindura_Depot
RT_032,STORE_069,488,Kwekwe_Depot
RT_012,STORE_024,488,Chitungwiza_Depot
RT_044,STORE_105,488,Harare_Southerton
RT_017,STORE_080,488,Gweru_Branch
RT_012,STORE_054,488,Harare_Willowvale
RT_006,STORE_120,488,Chitungwiza_Depot
RT_017,STORE_024,487,Mutare_Branch
RT_022,STORE_089,487,Gweru_Branch
RT_004,STORE_083,487,Masvingo_Branch
RT_028,STORE_126,487,Kwekwe_Depot
RT_045,STORE_013,487,Harare_Southerton
RT_043,STORE_136,486,Marondera_Depot
RT_012,STORE_089,486,Gweru_Branch
RT_007,STORE_127,486,Harare_Southerton
RT_044,STORE_061,486,Bindura_Depot
RT_030,STORE_128,485,Harare_Southerton
RT_043,STORE_037,485,Marondera_Depot
RT_002,STORE_015,485,Harare_Southerton
RT_015,STORE_035,485,Harare_Willowvale
RT_007,STORE_129,485,Marondera_Depot
RT_013,STORE_115,485,Mutare_Branch
RT_007,STORE_030,485,Marondera_Depot
RT_016,STORE_124,485,Harare_Southerton
RT_037,STORE_050,485,Bulawayo_Branch
RT_044,STORE_094,485,Bindura_Depot
RT_007,STORE_014,484,Bulawayo_Branch
RT_030,STORE_089,484,Harare_Willowvale
RT_023,STORE_120,484,Harare_Willowvale
RT_001,STORE_136,484,Harare_Willowvale
RT_045,STORE_108,484,Kwekwe_Depot
RT_031,STORE_111,483,Marondera_Depot
RT_006,STORE_126,483,Kwekwe_Depot
RT_017,STORE_081,483,Bindura_Depot
RT_045,STORE_109,483,Bindura_Depot
RT_014,STORE_101,483,Masvingo_Branch
RT_040,STORE_020,483,Bindura_Depot
RT_033,STORE_107,483,Harare_Willowvale
RT_019,STORE_078,483,Marondera_Depot
RT_024,STORE_085,483,Marondera_Depot
RT_026,STORE_014,483,Marondera_Depot
RT_006,STORE_117,483,Gweru_Branch
RT_023,STORE_058,483,Marondera_Depot
RT_021,STORE_075,482,Chitungwiza_Depot
RT_030,STORE_139,482,Chitungwiza_Depot
RT_032,STORE_011,482,Harare_Willowvale
RT_040,STORE_036,482,Harare_Southerton
RT_012,STORE_124,482,Harare_Willowvale
RT_033,STORE_110,482,Harare_Southerton
RT_022,STORE_074,481,Bindura_Depot
RT_030,STORE_015,481,Mutare_Branch
RT_001,STORE_076,481,Bindura_Depot
RT_041,STORE_109,481,Bindura_Depot
RT_016,STORE_016,481,Bulawayo_Branch
UNKNOWN,STORE_095,481,Bindura_Depot
RT_014,STORE_032,481,Bindura_Depot
RT_034,STORE_066,481,Bulawayo_Branch
RT_015,STORE_095,481,Masvingo_Branch
RT_011,STORE_135,481,Bindura_Depot
RT_048,STORE_087,481,Bindura_Depot
RT_006,STORE_086,480,Chitungwiza_Depot
RT_001,STORE_023,480,Chitungwiza_Depot
RT_022,STORE_139,480,Kwekwe_Depot
RT_003,STORE_029,480,Masvingo_Branch
RT_023,STORE_093,480,Masvingo_Branch
RT_029,STORE_092,480,Harare_Southerton
RT_010,STORE_002,480,Gweru_Branch
RT_018,STORE_069,480,Marondera_Depot
RT_013,STORE_086,480,Mutare_Branch
RT_047,STORE_077,479,Mutare_Branch
RT_031,STORE_113,479,Marondera_Depot
RT_026,STORE_094,479,Harare_Southerton
RT_001,STORE_043,479,Harare_Willowvale
RT_009,STORE_088,479,Bulawayo_Branch
RT_023,STORE_121,479,Chitungwiza_Depot
RT_044,STORE_063,478,Bindura_Depot
RT_012,STORE_010,478,Gweru_Branch
RT_031,STORE_035,478,Bulawayo_Branch
RT_025,STORE_065,478,Harare_Southerton
RT_017,STORE_087,478,Mutare_Branch
RT_044,STORE_011,478,Harare_Willowvale
RT_027,STORE_125,478,Bulawayo_Branch
RT_008,STORE_099,478,Kwekwe_Depot
RT_008,STORE_045,478,Kwekwe_Depot
RT_003,STORE_114,478,Mutare_Branch
RT_003,STORE_099,477,Harare_Willowvale
RT_023,STORE_068,477,Masvingo_Branch
RT_004,STORE_011,477,Gweru_Branch
RT_046,STORE_028,477,Harare_Southerton
RT_026,STORE_052,476,Kwekwe_Depot
RT_033,STORE_009,476,Gweru_Branch
RT_006,STORE_033,476,Bindura_Depot
RT_025,STORE_098,476,Kwekwe_Depot
RT_010,STORE_090,476,Harare_Southerton
RT_006,STORE_123,476,Harare_Southerton
RT_045,STORE_119,476,Marondera_Depot
RT_037,STORE_036,476,Mutare_Branch
RT_025,STORE_117,475,Gweru_Branch
RT_044,STORE_023,475,Chitungwiza_Depot
RT_002,STORE_014,475,Harare_Willowvale
RT_048,STORE_031,475,Bindura_Depot
RT_037,STORE_021,475,Marondera_Depot
RT_035,STORE_006,475,Marondera_Depot
RT_037,STORE_006,475,Harare_Southerton
RT_014,STORE_009,475,Bindura_Depot
RT_036,STORE_099,474,Kwekwe_Depot
RT_028,STORE_018,474,Harare_Southerton
RT_046,STORE_139,474,Bindura_Depot
RT_026,STORE_023,474,Masvingo_Branch
RT_025,STORE_017,474,Chitungwiza_Depot
RT_046,STORE_022,473,Kwekwe_Depot
RT_015,STORE_114,473,Marondera_Depot
RT_048,STORE_029,473,Bulawayo_Branch
RT_019,STORE_105,473,Mutare_Branch
RT_003,STORE_026,473,Marondera_Depot
RT_025,STORE_048,473,Kwekwe_Depot
RT_003,STORE_071,473,Harare_Willowvale
RT_034,STORE_094,472,Kwekwe_Depot
RT_035,STORE_113,472,Chitungwiza_Depot
RT_015,STORE_053,472,Gweru_Branch
RT_034,STORE_101,472,Marondera_Depot
RT_001,STORE_117,472,Bulawayo_Branch
RT_041,STORE_024,472,Mutare_Branch
RT_021,STORE_074,472,Mutare_Branch
RT_021,STORE_094,472,Kwekwe_Depot
RT_029,STORE_023,471,Mutare_Branch
RT_009,STORE_016,471,Marondera_Depot
RT_003,STORE_024,471,Marondera_Depot
RT_041,STORE_049,471,Harare_Southerton
RT_004,STORE_053,471,Bindura_Depot
RT_034,STORE_042,471,Kwekwe_Depot
RT_018,STORE_073,470,Harare_Willowvale
RT_011,STORE_117,470,Bulawayo_Branch
RT_015,STORE_107,470,Masvingo_Branch
RT_013,STORE_069,470,Harare_Willowvale
RT_012,STORE_021,470,Bindura_Depot
RT_032,STORE_096,470,Masvingo_Branch
RT_048,STORE_100,469,Masvingo_Branch
RT_017,STORE_021,469,Harare_Willowvale
RT_042,STORE_022,469,Chitungwiza_Depot
RT_017,STORE_039,469,Chitungwiza_Depot
RT_028,STORE_087,469,Mutare_Branch
RT_028,STORE_090,469,Mutare_Branch
RT_033,STORE_035,468,Chitungwiza_Depot
RT_004,STORE_045,468,Chitungwiza_Depot
RT_024,STORE_052,468,Marondera_Depot
RT_003,STORE_117,468,Bindura_Depot
RT_015,STORE_121,468,Masvingo_Branch
RT_018,STORE_021,468,Mutare_Branch
RT_025,STORE_080,468,Bindura_Depot
RT_004,STORE_101,467,Harare_Willowvale
RT_002,STORE_114,467,Harare_Southerton
RT_036,STORE_068,466,Bulawayo_Branch
RT_004,STORE_004,466,Harare_Willowvale
RT_023,STORE_055,466,Kwekwe_Depot
RT_003,STORE_012,466,Bulawayo_Branch
RT_022,STORE_125,466,Mutare_Branch
RT_022,STORE_075,466,Mutare_Branch
RT_008,STORE_050,466,Kwekwe_Depot
RT_028,STORE_039,466,Gweru_Branch
RT_009,STORE_131,466,Mutare_Branch
RT_023,STORE_037,465,Kwekwe_Depot
RT_042,STORE_001,465,Chitungwiza_Depot
RT_009,STORE_030,465,Harare_Southerton
RT_019,STORE_011,465,Marondera_Depot
RT_039,STORE_040,465,Harare_Southerton
RT_007,STORE_025,465,Kwekwe_Depot
RT_010,STORE_115,465,Harare_Willowvale
RT_019,STORE_065,465,Masvingo_Branch
RT_044,STORE_139,464,Masvingo_Branch
RT_006,STORE_132,464,Gweru_Branch
RT_032,STORE_078,464,Masvingo_Branch
RT_047,STORE_126,464,Harare_Willowvale
RT_012,STORE_103,464,Gweru_Branch
RT_020,STORE_105,464,Marondera_Depot
RT_044,STORE_127,464,Masvingo_Branch
RT_011,STORE_033,463,Masvingo_Branch
RT_021,STORE_020,463,Chitungwiza_Depot
RT_034,STORE_092,463,Chitungwiza_Depot
RT_036,STORE_033,463,Gweru_Branch
RT_027,STORE_118,462,Bindura_Depot
RT_039,STORE_130,462,Marondera_Depot
RT_031,STORE_022,462,Masvingo_Branch
RT_015,STORE_135,462,Kwekwe_Depot
RT_010,STORE_008,462,Mutare_Branch
RT_017,STORE_138,462,Masvingo_Branch
RT_024,STORE_089,461,Harare_Willowvale
RT_047,STORE_004,460,Mutare_Branch
RT_001,STORE_017,460,Mutare_Branch
RT_024,STORE_074,460,Gweru_Branch
RT_026,STORE_064,460,Masvingo_Branch
RT_011,STORE_001,460,Bulawayo_Branch
RT_031,STORE_060,460,Masvingo_Branch
RT_048,STORE_057,460,Masvingo_Branch
RT_035,STORE_032,460,Chitungwiza_Depot
RT_021,STORE_112,459,Bulawayo_Branch
RT_008,STORE_014,459,Mutare_Branch
